,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,homepage,mapx,mapy,mlevel,modifiedtime,overview,sigungucode,title,zipcode,tel,telname
502,부산광역시 서구 구덕로 225,(부민동2가),6,0,A02,A0206,A02060100,130521,14,20041007000000,,,"동아대학교 박물관 <a href=""http://museum.donga.ac.kr/"" target=""_blank"" title=""새창: 동아대학교 박물관 홈페이지로 이동"">http://museum.donga.ac.kr</a>",129.0187911335,35.1049250231,6.0,20180612151604,"동아대학교 석당박물관은 1959년 11월에 개관한 부산 최초의 박물관으로, 총 30,000여 점의 유물을 소장하고 있다. 고고, 도자, 와전, 불교미술, 서화, 민속에 이르기까지 다양한 유물을 전시하고 있다. 특히, 부산의 박물관 가운데 가장 많은 국가지정문화재를 보유하고 있고, 소장품의 수준과 가치가 매우 높다고 인정받고 있다. 2009년 부산 임시수도정부청사 건물로 이전하면서 관람객을 위한 전시 및 교육의 장으로 활발하게 이용하고 있다.<br>",11,동아대학교 석당박물관(부산),49236.0,,
503,부산광역시 서구 대신공원로 32,(동대신동3가),6,0,A02,A0206,A02060600,1608524,14,20120420100324,,,,129.018746261,35.1207704706,6.0,20181224134150,동아대학교 설립장인 정재환 초대총장을 기념하여 총 면적 270평에 객석 707석을 갖추어 개관하였다.석당홀은 다목적 콘서트홀로서 평일에는 주로 학술회의 세미나 개최 등 교내 행사를 중심으로 행사하고 있지만 주말이나 공휴일 방학기간에는 뚜렷한 문화공간이 없는 지역적 특성을 살려 다채로운 공연이 열리고 특히 젊은 가수들의 특색있는 음악공연과 연극공연으로 젊은이의 많은 사랑을 받고 있다. 대관은 주로 주말에만 가능하다. <br>,11,동아대학교 석당홀,49201.0,,
504,경기도 안성시 삼죽면 동아예대길 47,동아방송예술대학교 엔터테인먼트관,31,0,A02,A0206,A02060300,2554094,14,20180717164233,http://tong.visitkorea.or.kr/cms/resource/92/2554092_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/92/2554092_image2_1.JPG,"DIMA M.O.A <a title=""새창 : 동아방송예술대학교 DIMA M.O.A 홈페이지로 이동"" href=""http://moa.dima.ac.kr"" target=""_blank"">http://moa.dima.ac.kr</a>",127.35756202729999,37.0599974995,6.0,20191014171520,"동아방송예술대학교 DIMA M.O.A는 다양한 예술 작품을 소장하고 있는 전문 미술관으로 2012년 개관 이래 지속적인 기획전시를 통하여 지역문화예술 발전에 보탬이 되고자 노력하고 있다.경기도 안성지역에 설립된 유일한 대학미술관으로써 전시 및 다양한 교육프로그램을 개발, 운영하여 학내 구성원뿐 아니라 일반인들의 문화체험공간으로서의 역할을 수행하고 있으며, 아울러 문화예술기관으로서의 전문성과 여러 공연 등의 장르 간 상호 연계를 통한 복합문화공간이 되고자 한다.<br>",16,동아방송예술대학교 DIMA아트센터,17516.0,,
505,강원도 강릉시 죽헌길 140-12,(죽헌동),32,0,A02,A0206,A02060100,1318353,14,20110628112650,http://tong.visitkorea.or.kr/cms/resource/06/2363006_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2363006_image3_1.jpg,"동양자수박물관 <a href=""http://www.orientalembroidery.org/"" target=""_blank"" title=""새창 : 동양자수박물관 홈페이지로 이동"">http://www.orientalembroidery.org</a>",128.880303503,37.7779681022,6.0,20180116140509,"동양자수 박물관은 자수의 한올 한올속에 옛 여인들의 아름답고 소중한 마음결을 느낄 수 있는 자수 전문 박물관이다.
한.중.일 전통자수 500여 점이 상설 전시관에 전시되고 있으며, 이와 더블어 특별 전시실에는 색동조각보와 서양자수 100여 점이 전시되고 있다. <br />
한.중.일 전통자수를 중심으로 동양자수의 미적세계를 체험하고 공유 할 수 있는 문화예술 공간이다.<br />
* 개관일 2011년 1월 11일<br>",1,동양자수박물관,25465.0,,
506,대구광역시 중구 봉산문화길 42,(봉산동),4,0,A02,A0206,A02060500,129932,14,20071106013603,http://tong.visitkorea.or.kr/cms/resource/45/1888845_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/1888845_image3_1.jpg,"동원화랑 <a href=""http://idongwon.co.kr/"" target=""_blank"" title=""새창 : 동원화랑 홈페이지로 이동"">http://idongwon.co.kr</a>",128.59816265700002,35.8620126066,6.0,20180315170653,"* 19년 전통의 화랑, 동원화랑 *<br />
1982년 2월 개관한 동원화랑은 보다 편리하고 풍부한 작품들과 만날 수 있는 공간을 만들겠다는 일념으로 19년 동안 매진해왔다. 
주된 사업으로는 신축건물 환경미술 컨설팅 업무를 들 수 있으며, 유수 작가들의 그림/ 미술품 대여 사업도 병행하고 있다.<br /><br />
* 대구의 예술 거리, 봉산동 *<br />대구광역시 중구 봉산동은 예술거리라고 칭할 수 있다. 주변에 다수의 화랑과 갤러리들리 들어서있어 대구의 문화예술 환경을 한눈에 볼 수 있기 때문이다. 봉산동에 있는 화랑으로는 예송갤러리, 신미화랑, MJ 갤러리, 중앙갤러리, 동원화랑 등이 있다.<br>",8,동원화랑,41959.0,,
507,부산광역시 부산진구 엄광로 176,(가야동),6,0,A02,A0206,A02060900,130345,14,20071106015322,http://tong.visitkorea.or.kr/cms/resource/22/1982322_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1982322_image3_1.jpg,"동의대학교 중앙도서관 <a href=""http://lib.deu.ac.kr"" target=""_blank"" title=""새창 : 동의대학교 중앙도서관 홈페이지로 이동"">http://lib.deu.ac.kr</a>",129.0346331923,35.1418461812,6.0,20180705172131,"* 대학 도서관을 넘어 평생교육의 장으로, 동의대학교 중앙도서관 *<br />
동의대학교 중앙도서관은 1979년 개관 후 1984년 지하 1층, 지상 9층의 현대식 건물로 이전하였다. 현재 약 100여만 권의 장서와 3,875석의 열람석을 갖춘 도서관으로 자리매김했다.<br />

도서관에 대한 이용 안내와 학술정보 서비스를 조직적으로 활용할 수 있도록 각종 정보를 제공하고 있으며, 국내외의 다양한 이용자를 위해 영문 홈페이지와 한의과대학 분관 홈페이지도 함께 제공하고 있다. 주요 서비스로는 우리 도서관 검색시스템 이용과 동의대 발행 학위논문 및 학술 간행물 자료에 대하여 디지털화한 원문을 외부 이용자에게도 제공하고 있다.<br />
* 네트워크 활성화를 통한 평생교육의 장으로 발돋움 *<br />
KERIS, KORSA, 국회도서관, 국립중앙도서관 등의 기관과 학술정보협력 협정을 체결하였으며 부경지역의 사립 대학도서관 간 대학정보교류협의회(PAUJIS)를 구성하여 자원 공유를 활성화하고 있다. 또한 2000년부터 지역사회 기관 및 주민에게도 도서관을 개방하여 지역의 지식정보센터 및 평생교육의 장으로 역할을 하고 있다. <br>",7,동의대학교 중앙도서관,47340.0,,
508,서울특별시 동작구 장승배기로10길 42,(상도동),1,0,A02,A0206,A02060700,130247,14,20071106014844,http://tong.visitkorea.or.kr/cms/resource/48/1894748_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/1894748_image3_1.jpg,"동작문화원 <a href=""http://www.dongjaktv.net/"" target=""_blank"" title=""새창 : 동작문화원 홈페이지로 이동"">http://www.dongjaktv.net</a>",126.9409873013,37.504538555500005,6.0,20180123171021,"동작문화원은 평생교육을 통해 새로운 지식을 재충전하는 동기 부여와 구민의 삶의 질과 행복지수를 향상시키고자 설립되었다.  문화적 정서 함양과 소양 개발을 위해 우수한 강좌들을 계속 발굴하고 개발하여 선택과 참여의 기회를 폭넓게 제공하고 있으며, 찾아가는 문화활동 등 ‘나눔문화’를 통해 다양한 계층과도 소통할 수 있는 더불어 함께하는 문화사회가 조성되도록 하고 있다. 풍물경연대회나 사육신추모제와 같은 전통문화행사들을 계승. 발전시키며, 향토사 연구 등을 통해 지역의 역사적 배경과 정체성을 확립하고  전통문화를 발굴하고 보존하여 지역의 고유문화를 새로운 가치로 정립해 나가는데 노력하고 있다.<br>",12,동작문화원,6963.0,,
509,전라남도 구례군 구례읍 동편제길 53,,38,0,A02,A0206,A02061100,130558,14,20050408000000,http://tong.visitkorea.or.kr/cms/resource/19/643919_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/643919_image3_1.jpg,"구례군 문화관광 <a href=""http://tour.gurye.go.kr"" target=""_blank"" title=""새창 : 구례군 문화관광 홈페이지로 이동"">http://tour.gurye.go.kr</a>",127.4581248447,35.2158568958,6.0,20180124145229,"구례는 동편제 판소리의 본고장이라 할 수 있다. <br />
판소리는 섬진강을 중심으로 하여 동편제와 서편제로 나뉘는데, 구례소리는 구 한말 국창 송만갑선생을 정점으로 동편제 판소리의 원형을 그대로 보존하고 있다. 이러한 동편제 판소리를 전승 보전하기 위하여 지난 2000년 구례읍 백련리 <국창 송만갑선생 생가> 일대에 동편제판소리전수관을 건립하여 국악진흥 및 후진양성에 힘을 기울이고 있다.",5,동편제 판소리전수관,57647.0,,
510,전라북도 정읍시 덕천면 동학로 742,,37,0,A02,A0206,A02060200,775041,14,20090804102910,http://tong.visitkorea.or.kr/cms/resource/20/197120_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/197120_image3_1.jpg,"동학농민혁명기념관 <a href=""http://www.1894.or.kr"" target=""_blank"" title=""새창 : 동학농민기념관 홈페이지로 이동"">http://www.1894.or.kr</a>",126.8283254782,35.632851645,6.0,20190926154231,"1894년 반부패·반봉건·반외세의 기치를 들고 봉기한 전봉준·김개남·손화중 등 수만의 無名동학농민군이 전주감영에서 파견한 관군을 크게 이긴 최초의 전승지로, 향후 고부민란이 동학농민혁명으로 나아가는데 결정적 역할을 한 성지로 이를 추모 및 기념하기 위한 공간으로 조성하였다. 역사상 최초의 농민봉기탑인 갑오동학혁명기념탑과 동학농민혁명 관련 각종 교육 및 행사를 담당하는 교육관이 있다. <br>",13,동학농민혁명기념관,56149.0,,
511,전라북도 전주시 완산구 은행로 34,(풍남동3가),37,0,A02,A0206,A02060200,1594231,14,20120405093712,http://tong.visitkorea.or.kr/cms/resource/92/2040792_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2040792_image3_1.jpg,"전주문화관광 동학혁명기념관 <a title=""새창 : 전주문화관광 동학혁명기념관 페이지로 이동"" href=""http://tour.jeonju.go.kr/index.9is?contentUid=9be517a7503a4b6a01503b04957f0261&amp;tag=%EA%B4%80%EB%9E%8C%EC%8B%9C%EC%84%A4&amp;contentDivision=1&amp;inineContentUid=9cbc59315aa7431ab85d87e0e07639e9"" target=""_blank"">http://tour.jeonju.go.kr/</a>",127.15202524829999,35.8168862888,6.0,20180821152354,"* 숭고한 혁명정신, 동학혁명기념관 *<br />
동학혁명기념관은 동학혁명 100주년 기념사업으로 숭고한 혁명정신을 기리기 위해 세워진 기념관으로 상설전시장과 기념관으로 구성되어 있다. 면적 270평 규모에 1층에는 좌석 170석의 강당이 마련되어 있고 2층에는 전시실, 3층에는 화실로 이루어져 있다. 천도교 전주교구에서 개관한 전시실로 혁명과정을 볼 수 있는 당시의 사진전시(무료) 및 동학혁명서적 등을 판매하고 있으며 소장물로는 동학혁명 과정의 사진, 동경대전(東經大全)·용담유사(龍潭遺詞)와 최시형(崔時亨)의 동상 등 100여 종에 이른다. 그 밖의 주요시설로는 소극장, 전시장 2개, 영상아트홀 등이 갖춰져 있다. 동학혁명기념관은 동부시장에서 남쪽방향으로(교대쪽) 약 350m 거리에 위치하고 있으며 전주시청에서는 동부시장 방향으로 도보로 20분 거리에 자리하고 있다.
<br /><br />
* 동학혁명기념관, 혁명의 발자취 속으로 들어가 보자 *<br />
은행나무 길에 위치하고 있는 벽돌벽의 큰 건물이 눈에 띈다면 그곳은 천도교 중앙 총부에서 운영하고 있는 동학혁명기념관 건물이다. 들어가는 입구 쪽에는 기념관 건립문도 세워져 있는데 동학혁명 100주년을 기념해 만든 것이다. 전시관은 2층에 있으며 벽에는 동학혁명과 관련한 자료들과 사진들이 빼곡하게 전시되어 있다. 사진만 봐도 얼마나 많은 농민들의 애환이 서려 있었는지 한눈에 알 수 있다.<br />
동학농민운동에 대해 간단히 알아보자. 전라도 고부란 마을에 있던 조병갑이라는 군수의 횡포에 시달리던 농민들이 일으킨 사건인데 많이들 알고 있는 녹두장군 전봉준을 선두로 해 일어난 운동으로 황토현 전투의 승리, 전주성까지 점령하게 된다. 전주성에서 전주 화약을 맺고 처음으로 집강소를 설치하지만 실패로 끝나고 전봉준이 처형된 후 이 일이 결국 청일전쟁의 계기가 되었다. 당시 무장봉기 혹은 무장투쟁으로 불리었으나 현대의 평가에서는 3.1운동으로의 계승과 여러 측면으로 보았을 때 근대적 민주주의와 사회주의의 기틀 마련에 의의를 둔 사건이라 재평가되며 역사의 큰 사건으로 혁명이라 불리고 있다.
<br>",12,동학혁명기념관,55042.0,,
512,강원도 동해시 천곡2길 8,(천곡동),32,0,A02,A0206,A02060700,129882,14,20080218111450,http://tong.visitkorea.or.kr/cms/resource/51/1812951_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1812951_image3_1.jpg,"동해문화원 <a href=""http://donghae.kccf.or.kr"" target=""_blank"" title=""새창 : 동해문화원 홈페이지로 이동"">http://donghae.kccf.or.kr</a>",129.1124460209,37.5245296808,6.0,20180205173222,"동해문화원은 각종 자료를 제공함으로써 주민들에게 문화유산에 대한 학습의 기회를 제공하고 있으며, 다양한 문화 행사를 개최하여 문화발전에 기여하고 있다.",3,동해문화원,25759.0,,
513,경기도 파주시 탄현면 헤이리마을길 93-20,,31,0,A02,A0206,A02060300,735890,14,20090518141747,http://tong.visitkorea.or.kr/cms/resource/37/737637_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/737637_image3_1.jpg,"헤이리 <a href=""http://www.heyri.net/"" target=""_blank"" title=""새창 : 헤이리 홈페이지로 이동"">http://www.heyri.net</a>",126.6984791509,37.7906398147,6.0,20190927152254,"어린이들이 책을 가지고 즐길 수 있는 어린이 전문서점이다. 추천도서코너, 각종 전시공간을 비롯해 애니메이션 상영, 책만들기 워크샵, 어린이 조형 체험프로그램 등 다양한 행사를 마련하고 있다.<br>",27,동화나라,10859.0,,
514,경기도 이천시 율면 임오산로372번길 129-7,,31,0,A02,A0206,A02060100,1798546,14,20130306093643,,,"돼지박물관 <a href=""http://www.pigpark.co.kr/"" target=""_blank"" title=""새창 : 돼지박물관 홈페이지로 이동"">http://www.pigpark.co.kr</a>",127.583907546,37.0857708495,6.0,20190920101913,"경기도 이천시에 있는 돼지박물관은 돼지를 주제로 한 아시아 최초의 박물관이다. 돼지 인공수정사 이종영 촌장이 2011년 11월 14일 설립했다. 박물관에는 빨간 플라스틱 돼지 저금통을 비롯해 전 세계 18개국에서 수집한 돼지 인형과 미술품 5,000여 점이 전시되어 있다. 또한, 미니 돼지들의 묘기를 관람하고 소시지 만들기도 체험할 수 있다.<br>",26,돼지박물관(돼지보러오면돼지),17423.0,,
515,경기도 파주시 법원읍 초리골길 278,,31,0,A02,A0206,A02060100,130417,14,20071106015624,http://tong.visitkorea.or.kr/cms/resource/76/1591176_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1591176_image3_1.jpg,"두루뫼박물관 <a href=""http://www.durumea.org/"" target=""_blank"" title=""새창 : 두루뫼박물관 홈페이지로 이동"">http://www.durumea.org</a>",126.89600362690001,37.8567856366,6.0,20181231134740,"경기도 파주시 법원읍, 생태계가 살아있는 십리 계곡의 산림욕장 중심부에 자리를 잡은 두루뫼 박물관은 현대화 물결에 밀려 우리 조상의 손때  묻은 생활용품들이 사라져 가는 것을  안타까워한 설립자 강위수,  김애영 선생 부부가 30여 년간을 한 점 두 점 모아서 전시해 놓은 민속생활사 전문박물관이다.두루뫼(周山)는 설립자의 고향마을 이름으로서 북측 군사분계선내 장단군에 있다고 한다. 초등학생들의 소풍코스로도 이용되고 있다.
근래까지 실생활에 이용되던 우리 전래 생활용구는 너무나 광범위하고 보편화되어 사용되어 왔기 때문에 오히려 역사유물로서의 그 가치를 소홀히 하게 되었고, 현재에 이르러서는 훼손과 유실이 심화되어 멸실의 위기에 처하게 되었다.<br /> <br />이에 두루뫼 박물관은 전래 생활용품 잔존품 수집에 역점을 두고 장독대,  토담, 싸리문, 터주가리, 업양가리, 서낭단,신당, 장승, 솟대, 헛간, 재래방앗간, 원두막 등 민속 문화재를 복원하여 전시하고 있다.장독대 뒤울안, 토담을 끼고 양지쪽에 자리를 잡은 장독대, 볏짚으로 만든 터주가리를 중심으로 키순대로 옹기종기 정답게 모여 앉은 큰 독 작은 독 오지 항아리 등  우리 선인들의숨결이 밴 그것들은 우리 국토의 특징인 유연한 굴곡의 산자락과 초가마을, 바람과 구름과 주변환경이 조화되고 자연과 어울리는 특성을 지닌다. 두루뫼 박물관에서는 장독대와 초가 사랑방, 방앗간, 헛간 등 기억 저편에 일면으로만 남아있던 고향의 그것들과 만날 수 있다. <br>",27,두루뫼박물관,10826.0,,
516,경기도 남양주시 화도읍 북한강로1112번길 19,,31,0,A02,A0206,A02060600,130235,14,20071106014810,http://tong.visitkorea.or.kr/cms/resource/62/920262_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/920262_image3_1.jpg,"두물워크샵 <a href=""http://www.duomul.com"" target=""_blank"" title=""새창 : 두물워크샵 홈페이지로 이동"">http://www.duomul.com</a>",127.3427587307,37.6137386854,6.0,20181224162315,"창작을 위한 복합문화공간, 두물워크샵 1996년 12월 20일 개관한 두물워크샵은 북한강과 남한강이 만나는 양수리의 옛 지명인 “두물머리""에서 유래하였다.창작을 위한 복합문화공간으로서 공연, 전시를 위한 홀이 있는 1층과 회의실, 예술 창작과 휴식을 위한 세개의 스튜디오가 있는 2층, 그리고 북한강이 내려다 보이는 카페테리아와 야외 공연이 가능한 roofdock이 있는 3층으로 이루어져 있다. 건축가 조건영이 설계한 두물워크샵은 안정된 삼각형 구도를 갖고 있으며, 예술과 창작과 발표, 문화의 생산과 소비가 함께 어우러지는 곳이다.두물워크샵의 시설은 200~250석 규모의 1층 메인홀과 스튜디오 3개가 구비되어 있는 2층 Studio, 30석 규모, 피아노/ 작은음악회, 휴식과 식사 및 토론북한강 조망 테라스 - 북한강을 향해 펼쳐진 옥외 공간/ 공연·전시(약 100평) 등을 할 수 있는 3층 Cafeteria로 구분된다.<br /><br />두물워크샵의 유래인 두물머리는?<br /><br />두물머리[兩水里]는 금강산에서 흘러내린 북한강과 강원도 금대봉 기슭 검룡소(儉龍沼)에서 발원한 남한강의 두 물이 합쳐지는 곳이라는 의미이며 한자로는 '兩水里'를 쓰는데, 이곳은 양수리에서도 나루터를 중심으로 한 장소를 가리킨다.<br>",9,두물워크샵,12194.0,,
517,서울특별시 종로구 종로33길 15,(연지동),1,0,A02,A0206,A02060500,509267,14,20080311095754,http://tong.visitkorea.or.kr/cms/resource/23/2022423_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2022423_image3_1.jpg,"두산갤러리 <a href=""http://www.doosangallery.com/"" target=""_blank"" title=""새창 : 두산갤러리 홈페이지로 이동"">http://www.doosangallery.com</a>",127.0009799341,37.5718095925,6.0,20191010173222,"두산갤러리는 누구에게나 열려 있는 공간으로 관객들이 쉽고 재미있게 감상할 수 있는 편안한 공간을 지향한다. 전문가나 미술 애호가의 눈높이에 맞춘 전시가 아니라 누구나 편안하게 즐길 수 있는 갤러리이다. 특히, 기획전시는 갤러리 공간에만 국한된 것이 아니라 두산 아트 센터 내의 통로, 계단, 건물 로비, 정문 등 전체가 갤러리로 활용되어 여러 가지 전시를 다양한 각도로 구성할 수 있다. 또한 무대와 조명, 음향 등의 설치가 가능하도록 설계되어 설치 미술이나 행위예술, 퍼포먼스 등의 공연도 가능하다.<br>",23,두산갤러리,3129.0,,
518,서울특별시 종로구 종로33길 15,(연지동),1,0,A02,A0206,A02060600,129734,14,20071106012732,http://tong.visitkorea.or.kr/cms/resource/03/2022403_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2022403_image3_1.jpg,"두산아트센터 <a href=""http://www.doosanartcenter.com/"" target=""_blank"" title=""새창 : 두산아트센터 홈페이지로 이동"">http://www.doosanartcenter.com</a>",127.0009799341,37.5718095925,6.0,20180518104125,"두산창립 111주년을 기념해 2007년 10월 1일 문을 연 두산아트센터는 1993년부터 운영해 오던 연강홀을 확대 리노베이션한 공간으로 뮤지컬 전문극장 '연강홀' 외에도 아트인큐베이팅 공간 'Space 111', 다양한 설치공간 '두산갤러리' 로 이루어져 있다.<br /><br />

연강홀은 박두병 선대 회장의 호를 붙여 만든 뮤지컬 전문극장으로서의 특성화를 위해 객석을 620석으로 늘리고 무대, 조명, 음향, 영상 등 모든 장비를 세계 최고 설비로 구축하여 뮤지컬의 매력을 가장 생생하게 느낄 수 있다.<br /><br />

Space 111은 대관 위주의 소극장과는 달리 연극, 무용, 음악, 콘서트, 영화관람 등 다양한 장르의 공연을 소화할 수 있으며, 우수한 크리에이티터들의 활발한 창작활동이 이루어진다. 또한 무대와 객석 모두 가변형 구조로 설계되어 창작의도에 맞게 자유롭게 활용할 수 있다. 재능있고 실력있는 젊은 아티스트를 발굴해 키워나가는 아트인큐베이팅 공간이다.<br /><br /> 
무료로 운영하는 두산갤러리는 누구에게나 열려있는 공간이다. 다양한 설치 미술과 퍼포먼스, 공연 등이 가능한 227㎡ 규모의 '두산갤러리'는 벽이 열리면 로비까지 갤러리를 확장할 수 있어 여러가지 전시를 다양한 각도로 구성할 수 있다. 뿐만 아니라 무대와 조명, 음향 등의 설치가 가능하도록 설계되어 설치 미술이나 행위예술, 퍼포먼스 등의 공연도 가능하다.<br /><br />
공연장 내부 중심을 지상에서 지하까지 하늘을 그대로 볼 수 있도록 설계하여 넓고 쾌적한 만남의 장소로 활용될 수 있도록 했으며, 'Mom’s Room'(모자방)을 운영해 유아를 동반한 부모를 위한 모자석을 지원한다.
또, 장애인 관객을 위해 지하 3층에서 공연장으로 바로 진입할 수 있는 출입 시설을 만들었다. 레스트룸이 있어 인터미션 시 대기 시간을 최소화하여 쾌적한 공연관람이 되도록 했다.<br>",23,두산아트센터,3129.0,,
519,서울특별시 도봉구 시루봉로1길 6,(쌍문동),1,0,A02,A0206,A02060100,2033802,14,20151015112530,http://tong.visitkorea.or.kr/cms/resource/70/2033670_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2033670_image3_1.jpg,"<a href=""http://www.doolymuseum.or.kr"" target=""_blank"" title=""새창: 둘리뮤지엄 홈페이지로 이동"">http://www.doolymuseum.or.kr</a>",127.0276085491,37.6524145884,6.0,20191111171604,"서울시 도봉구 쌍문동에 위치한 둘리뮤지엄은 지하 1층과 지상 3층으로 이뤄진 뮤지엄으로 각 공간마다 만화 속 에피소드를 테마로 꾸며져 있다. 아이들 눈높이에서 설명해주는 도슨트 해설을 통해 둘리 세상을 여행 할 수 있다. 1층 매직어드벤처는 오감을 만족시킬 수 있는 공간이다. 2층엔 코믹테마타운이 있고, 3층은 드림스테이지가 있다.<br>",10,둘리뮤지엄,1376.0,,
520,제주특별자치도 제주시 애월읍 화전길 3,,39,0,A02,A0206,A02060300,2406470,14,20160830140519,http://tong.visitkorea.or.kr/cms/resource/17/2475917_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2475917_image2_1.jpg,,126.36058785520001,33.3519191227,6.0,20191029170846,"드라마월드는 1500평의 실내 세트장으로 되어 있는 드라마 스튜디오다. 실제 실내 드라마 세트장과 복원 세트장이 함께 있는 스튜디오로 전시관 내 모든 의상과 소품은 무료로 체험할 수 있다. 단 한복, 웨딩드레스 체험만 유료로 진행하고 있다.(별도 요금 : 5,000원) 드라마월드에서는 서부시대, 유럽거리 등 월드 세트장에서 웨스턴 웨딩, 카우보이, 셀프 웨딩, 모자장수, 왕좌의 게임 체험을 할 수 있는 월드스튜디오와 한국사극 세트장과 한류 세트장, 1900년대 세트장, 테디베어 특별전시를 관람할 수 있다.<br>",4,드라마월드,63040.0,,
521,경기도 성남시 분당구 서현로439번길 11,(분당동),31,0,A02,A0206,A02060500,130579,14,20050531000000,http://tong.visitkorea.or.kr/cms/resource/08/1785908_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1785908_image3_1.jpg,"드림갤러리 <a href=""http://gallerydream.pe.kr/"" target=""_blank"" title=""새창 : 갤러리 드림 홈페이지로 이동"">http://gallerydream.pe.kr</a>",127.14566123809999,37.3748045019,6.0,20181226095729,드림갤러리는 2002년 개관하여 다양한 기획전 및 초대전을 통해 대중미술 소통의 공간으로써 책임을 다 해나가고 있으며 앞으로도 좋은 전시의 유치를 통해 작가를 발굴하는 갤러리로써 최선의 노력을 다하는 모습을 보여 주고자 한다.꿈으로 피어나는 세상 - 갤러리꿈이 함께 합니다. 꿈꾸는 자만이  그 꿈을 이야기 할 수 있듯이 우리 그렇게 꿈으로 피어나는 세상을 만들어보자.조물주는 세상을 창조했고  예술가는  창조된  이 세상에  꿈을 뿌리는 또 하나의 창조주다.수 많은 꿈들은 세상에 깨어나와 그 아름다움으로 빛을 발하기를 바라며 오늘도 우리의 머릿속을 지배한다.<br>,12,드림갤러리,13579.0,,
522,전라남도 해남군 송지면 중대동길 5-4,,38,0,A02,A0206,A02060100,130563,14,20050518000000,http://tong.visitkorea.or.kr/cms/resource/38/2367438_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2367438_image3_1.jpg,"땅끝해양자연사박물관 <a href=""http://www.tmnhm.co.kr"" target=""_blank"" title=""새창 : 땅끝해양자연사박물관 홈페이지로 이동"">http://www.tmnhm.co.kr</a>",126.56736962299999,34.324803123,6.0,20180209175546,"세계적인 패류와 산호류, 어류, 포유류, 갑각류, 화석류, 파충류, 육지 곤충에 이르기까지 약 25,000여 종류를 4만여 점을 한 곳에 전시해 명실공히 남도 최고의 종류를 갖춘 곳이다. 특히, 자연 생태계의 신비를 직접 체험할 수 있으며 아이들에게 관찰력과 상상력 및 바다 생태계의 경이로움과 진기한 해양 자원의 문화를 접할 수 있는 소중한 기회를 제공한다.<br>",23,땅끝해양자연사박물관,59066.0,,
