,addr1,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode,addr2
372,대전광역시 서구 둔산대로 135,3,A02,A0207,A02070200,2562311,15,20181005165745,http://tong.visitkorea.or.kr/cms/resource/00/2623100_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2623100_image2_1.jpg,127.3837038212,36.3664609898,6.0,20191007111534,472,3,042-270-2436,대전사랑 스마트엔티어링 대회 2019,35204,
373,대전광역시 서구 둔산대로 135,3,A02,A0207,A02070200,1884231,15,20140113113533,http://tong.visitkorea.or.kr/cms/resource/75/1092575_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1092575_image3_1.jpg,127.3838871353,36.3665665368,6.0,20190201111925,6529,3,042-270-8333,대전예술의전당 윈터페스티벌 2019,35204,(만년동)
374,대전광역시 중구 사정공원로 70,3,A02,A0207,A02070200,2584004,15,20181231095642,http://tong.visitkorea.or.kr/cms/resource/01/2584001_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2584001_image2_1.jpg,127.3986573945,36.2877758092,6.0,20190103133554,5,5,대전오월드 고객센터 042-580-4820,대전오월드 스노우맨페스티벌 2019,35073,
375,대전광역시 유성구,3,A02,A0207,A02070200,2605091,15,20190604102943,http://tong.visitkorea.or.kr/cms/resource/07/2613507_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/07/2613507_image2_1.png,127.3869643277,36.3779736189,6.0,20190729173311,0,4,010-4408-2802,대전워터페스티벌 DMF:W 2019,34126,(도룡동)
376,제주특별자치도 서귀포시 대정읍 추사로 44,39,A02,A0207,A02070200,1425377,15,20111102172512,http://tong.visitkorea.or.kr/cms/resource/12/171012_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/171012_image3_1.jpg,126.2783306035,33.2499652074,6.0,20191101141602,15259,3,064-794-2803,대정고을추사문화예술제 2018,63517,(대정읍)
377,대전광역시 동구 회남로 183-16,3,A02,A0207,A02070200,2591747,15,20190313092540,http://tong.visitkorea.or.kr/cms/resource/61/2614361_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/2614361_image2_1.JPG,127.4999240827,36.3628634702,6.0,20190806175905,12,2,042-251-6672,대청호 벚꽃축제 2019,34501,(신하동)
378,대전광역시 동구 천개동로 41,3,A02,A0208,A02080500,1103968,15,20101005101752,http://tong.visitkorea.or.kr/cms/resource/24/1129524_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1129524_image3_1.jpg,127.4707708458,36.3734089659,6.0,20181012110318,14752,2,042-251-4784,대청호반 국화전시회 2018,34500,(추동)
379,대전광역시 대덕구 중리남로 47,3,A02,A0207,A02070200,2607454,15,20190620142921,http://tong.visitkorea.or.kr/cms/resource/53/2607453_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2607453_image2_1.jpg,127.4264279367,36.3606207504,6.0,20190621152806,0,1,042-608-6921~5,대코맥주페스티벌 2019,34395,(중리동)
380,서울특별시 종로구 대학로8길 1,1,A02,A0207,A02070200,1717921,15,20120913100408,http://tong.visitkorea.or.kr/cms/resource/16/2544616_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2544616_image2_1.jpg,127.0023906561,37.5809974394,6.0,20190418150844,37956,23,02-741-4188,대학로 거리공연축제 2019,03086,(동숭동)
381,서울특별시 종로구 대학로 120,1,A02,A0207,A02070200,2025174,15,20150825175915,http://tong.visitkorea.or.kr/cms/resource/73/2502873_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2502873_image2_1.jpg,127.0023017507,37.5818695584,6.0,20190930155859,15588,23,,대학로문화축제 2019,03086,
382,경상북도 상주시 외남면 소은1길 59-12,35,A02,A0207,A02070200,1503258,15,20111221100139,http://tong.visitkorea.or.kr/cms/resource/14/2638714_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2638714_image2_1.jpg,128.1028588537,36.3753312737,6.0,20191127093526,21441,9,054-537-8202,대한민국 곶감축제 2019,37259,
383,서울 종로구 와룡동(창덕궁 삼거리~묘동사거리 일대),1,A02,A0208,A02081300,2620558,15,20190923134212,http://tong.visitkorea.or.kr/cms/resource/57/2620557_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2620557_image2_1.jpg,126.9930137030,37.5820527036,6.0,20190923134212,0,23,02) 744-8051,대한민국 국악제 2019,,
384,서울특별시 서초구 강남대로 27,1,A02,A0208,A02081300,2373224,15,20160316172145,http://tong.visitkorea.or.kr/cms/resource/91/2589591_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/91/2589591_image2_1.JPG,127.0396016001,37.4672141004,6.0,20190129170246,46743,15,"02-802-7666, 7669",대한민국 국제요리&제과경연대회 2019,06774,(양재동)
385,부산광역시 서구 송도해변로 50,6,A02,A0207,A02070200,2019366,15,20150720133140,http://tong.visitkorea.or.kr/cms/resource/21/2553821_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2553821_image2_1.jpg,129.0164588470,35.0739256715,6.0,20190801150139,17368,11,'KIMA WEEK 조직위원회 사무국 051-761-1414,대한민국 국제해양레저위크 2019 (KIMA WEEK 2019),49275,
386,전라남도 함평군 함평읍 곤재로 27,38,A02,A0207,A02070200,638576,15,20081016133037,http://tong.visitkorea.or.kr/cms/resource/92/2617692_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2617692_image2_1.jpg,126.5193090128,35.0560867925,6.0,20190905162206,156225,22,함평군 문화관광체육과(061-320-1783),대한민국 국향대전 2019,57143,(함평읍)
387,서울특별시 송파구 올림픽로 424,1,A02,A0207,A02070200,250609,15,20071025000000,http://tong.visitkorea.or.kr/cms/resource/29/2616429_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2616429_image2_1.jpg,127.1229758237,37.5209871362,6.0,20190827153855,11897,18,02 - 753 -1145,대한민국 나눔대축제 2019,05540,
388,충청북도 청주시 서원구 흥덕로 69 예술의 전당,33,A02,A0207,A02070200,2550194,15,20180607170827,http://tong.visitkorea.or.kr/cms/resource/37/2611537_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2611537_image2_1.jpg,127.4696802325,36.6423142464,6.0,20190717145651,3511,10,043-201-0933~6,대한민국 독서대전 2019,28559,(사직동)
389,경기도 고양시 킨텍스 제1전시장 4홀,31,A02,A0208,A02081300,2637966,15,20191121103407,http://tong.visitkorea.or.kr/cms/resource/84/2638984_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2638984_image2_1.jpg,126.7461032221,37.6691714862,6.0,20191128175543,0,2,070-4365-8383,대한민국 드론박람회 (Korea Drone Expo) 2019,10390,
390,전라남도 나주시 반남면 고분로 747,38,A02,A0207,A02070200,2035335,15,20151022121123,http://tong.visitkorea.or.kr/cms/resource/07/2614607_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2614607_image2_1.jpg,126.6577057703,34.9156827067,6.0,20190904095931,6317,6,061-339-8722,대한민국 마한문화제 2019,58301,
391,전라북도 전주시 완산구 서학로 95,37,A02,A0208,A02080600,2438205,15,20161104161318,http://tong.visitkorea.or.kr/cms/resource/11/2617511_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2617511_image2_1.jpg,127.1596803132,35.8096094714,6.0,20190904142303,8817,12,02-3011-2162~5,대한민국 무형문화재대전 2019,55101,
392,전남 장흥군 장흥읍 건산리 장흥천변체육광장,38,A02,A0208,A02080600,1693819,15,20120816164848,,,126.9098616642,34.6752472819,6.0,20190925154647,7963,20,02-3434-7246,대한민국 산림문화박람회 2019,24624,
393,서울특별시 강남구 영동대로 513,1,A02,A0207,A02070200,2563687,15,20181022094031,http://tong.visitkorea.or.kr/cms/resource/34/2631934_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2631934_image2_1.jpg,127.0591318945,37.5118092746,6.0,20191030174101,176,1,02-6000-0820,대한민국 산업기술 R&D대전 2019,06164,
394,서울특별시 서초구 강남대로 27,1,A02,A0208,A02081300,2639347,15,20191203141754,http://tong.visitkorea.or.kr/cms/resource/46/2639346_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2639346_image2_1.jpg,127.0390127336,37.4683111849,6.0,20191209091642,0,15,02-6404-0166,대한민국 생두산업 엑스포(KGBE) 2020,06774,
395,서울특별시 광진구 광나루로 441,1,A02,A0207,A02070200,1265536,15,20110427134605,http://tong.visitkorea.or.kr/cms/resource/68/2598768_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/68/2598768_image2_1.JPG,127.0767708526,37.5506578578,6.0,20190423141425,37171,6,02-2204-6037,대한민국 어린이축제 '푸른꿈을 찾아서' 2019,04991,(능동)
396,서울특별시 서대문구 이화여대5길 16,1,A02,A0207,A02070200,2490543,15,20170419145122,http://tong.visitkorea.or.kr/cms/resource/92/2549592_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2549592_image2_1.jpg,126.9447743238,37.5584379163,6.0,20180530141816,6390,14,010-2741-4563,대한민국 예술대장정 2018,03766,(대현동)
397,서울특별시 영등포구 여의공원로 68,1,A02,A0207,A02070200,2412052,15,20160907153000,http://tong.visitkorea.or.kr/cms/resource/95/2605795_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/95/2605795_image2_1.png,126.9223217070,37.5268134115,6.0,20190610154105,12738,20,02-780-3939,대한민국 청년의 날 2019,07243,
398,서울특별시 서초구 강남대로 27,1,A02,A0208,A02081300,2479634,15,20170207140641,http://tong.visitkorea.or.kr/cms/resource/12/2589912_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/12/2589912_image2_1.JPG,127.0396016001,37.4672141004,6.0,20190213165026,9778,15,02-511-1540,대한민국 향토식문화대전(&국제탑쉐프그랑프리) 2019,06774,(양재동)
399,전라북도 익산시 신용동 1264,37,A02,A0208,A02081300,2623638,15,20191008164814,http://tong.visitkorea.or.kr/cms/resource/36/2623636_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2623636_image2_1.jpg,126.9609382411,35.9713181677,6.0,20191008164814,0,9,010-3090-8192,대한민국 홀로그램 엑스포 2019,,
400,서울특별시 서초구 남부순환로 2406,1.0,A02,A0207,A02070200,141220,15,20060801000000,http://tong.visitkorea.or.kr/cms/resource/65/2598965_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2598965_image2_1.jpg,127.0107150202,37.4785261578,6.0,20190425152459,11820,15.0,02-313-9539,대한민국국제포토페스티벌 <변화의 틈> 2019,06757,(서초동)
401,서울특별시 서초구 남부순환로 2406,1.0,A02,A0207,A02070200,2558683,15,20180823143207,http://tong.visitkorea.or.kr/cms/resource/78/2613778_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2613778_image2_1.jpg,127.0107150202,37.4785261578,6.0,20190731150800,759,15.0,02-744-8066,대한민국무용대상 2019,06757,
402,서울특별시 종로구 세종대로 198,1.0,A02,A0208,A02080500,2601752,15,20190515161643,http://tong.visitkorea.or.kr/cms/resource/15/2378615_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2378615_image2_1.jpg,126.9756932107,37.5767085695,,20190515164452,8,23.0,02-3703-9200,대한민국역사박물관 특별전 '대한독립 그날이 오면' 2019,03141,(세종로)
403,서울특별시 종로구 대학로10길 17,1.0,A02,A0207,A02070200,2482083,15,20170222100912,,,127.0010684456,37.5848303032,6.0,20190522135028,9452,23.0,02-743-0601,대한민국연극제 2019,03086,(동숭동)
404,충청북도 영동군 영동읍 중앙로 11,33.0,A02,A0207,A02070200,1118680,15,20101028132737,http://tong.visitkorea.or.kr/cms/resource/93/2598593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2598593_image2_1.jpg,127.7729881364,36.1770756832,6.0,20191001134740,35290,4.0,043 - 745 - 8917,대한민국와인축제 2019,29145,
405,서울특별시 종로구 서린동 14-1,1.0,A02,A0207,A02070200,1939636,15,20140807100240,http://tong.visitkorea.or.kr/cms/resource/16/2565716_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/2565716_image2_1.JPG,126.9821594884,37.5696483948,6.0,20191024110432,3573,23.0,02-720-8776,대한민국종교문화축제 2019,03188,
406,전라남도 장흥군 안양면 로하스로 157,38.0,A02,A0208,A02080600,2378507,15,20160418091142,,,126.9610043168,34.6782839074,6.0,20181012100305,16280,20.0,061-860-0874,대한민국통합의학박람회 2018,59338,
407,강원도 강릉시 율곡로3139번길 24,32.0,A02,A0207,A02070200,232326,15,20071016000000,http://tong.visitkorea.or.kr/cms/resource/69/1553369_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/1553369_image3_1.jpg,128.8776814918,37.7787651808,6.0,20191016174851,7765,1.0,오죽헌·박물관 033-660-3301,대현 율곡이선생제 2019,25465,
408,서울특별시 강남구 영동대로 513,1.0,A02,A0207,A02070200,2355791,15,20151228142636,http://tong.visitkorea.or.kr/cms/resource/40/2584040_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2584040_image2_1.jpg,127.0591874466,37.5117592813,6.0,20190102165122,23563,1.0,02-512-4780,더 브릴리언트 카운트다운 2019,06164,(삼성동)
409,경상북도 예천군 풍양면 삼강리길 53-23,35.0,A02,A0207,A02070200,2619451,15,20190918140613,http://tong.visitkorea.or.kr/cms/resource/49/2619449_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/49/2619449_image2_1.jpeg,128.3045577981,36.5638106829,6.0,20190918140613,0,16.0,054-650-6033,더예천 에피소드1 위기의 삼강주막 2019,36862,
410,서울특별시 중구 세종대로 99,1.0,A02,A0208,A02081300,2433584,15,20161007153736,http://tong.visitkorea.or.kr/cms/resource/98/495198_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/495198_image3_1.jpg,126.9748047119,37.5657876002,6.0,20190620165702,3312,24.0,02-771-9951,덕수궁 석조전 음악회 2019,04519,(정동)
411,서울특별시 중구 세종대로 99,1.0,A02,A0208,A02080100,292961,15,20060126100026,http://tong.visitkorea.or.kr/cms/resource/24/495224_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/495224_image3_1.jpg,126.9761046145,37.5650460435,6.0,20190402174354,35451,24.0,다산콜센터 02-120,덕수궁 왕궁수문장교대의식,04519,(정동)
412,서울특별시 중구 세종대로 99,1.0,A02,A0208,A02081300,2433588,15,20161007154433,http://tong.visitkorea.or.kr/cms/resource/03/1965903_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1965903_image3_1.jpg,126.9748047119,37.5657876002,6.0,20181012100852,3305,24.0,02-751-0742,덕수궁 정오음악회 2018,04519,
413,서울특별시 중구 세종대로 99,1.0,A02,A0208,A02080100,1301487,15,20110603142942,http://tong.visitkorea.or.kr/cms/resource/08/1965908_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1965908_image3_1.jpg,126.9749158128,37.5658042673,6.0,20181012101118,40043,24.0,"02-2270-1236, 1239",덕수궁 풍류 2018,04519,(정동)
414,제주특별자치도 서귀포시 안덕면 일주서로 1836,39.0,A02,A0207,A02070200,1099002,15,20100927104504,,,126.3232516782,33.2511185624,6.0,20191015094918,17168,3.0,064-760-4313,덕수리전통민속축제 2019,63527,
415,제주특별자치도 제주시 도두3길 52,39.0,A02,A0207,A02070200,764038,15,20090709140041,,,126.4671418413,33.5038151142,6.0,20190814112024,23898,4.0,064-712-4567,도두오래물축제 2019,63112,(도두일동)
416,서울특별시 도봉구 창포원로 45,1.0,A02,A0207,A02070200,1104496,15,20101006170222,http://tong.visitkorea.or.kr/cms/resource/44/2614144_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2614144_image2_1.jpg,127.0469834426,37.6915326096,6.0,20190830101004,4640,10.0,070-4949-7582,도봉산 페스티벌 2019,01318,
417,서울특별시 도봉구 해등로32가길 16,1.0,A02,A0207,A02070200,2601242,15,20190509132339,http://tong.visitkorea.or.kr/cms/resource/59/2601259_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2601259_image2_1.jpg,127.0201589245,37.6630687705,6.0,20190924171210,4,10.0,02-905-4026,도봉한글잔치 2019,01360,(방학동)
418,강원도 양구군 양구읍 박수근로 366-24,32.0,A02,A0207,A02070200,572615,15,20080611145339,http://tong.visitkorea.or.kr/cms/resource/06/172106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/172106_image2_1.jpg,127.9830220431,38.1042324178,6.0,20190603142731,18812,6.0,"033-480-2229, 2230, 2242",도솔산지구 전투전승행사 2019,24519,(양구읍)
419,서울특별시 동작구 노들로 674,1.0,A02,A0207,A02070200,1472205,15,20111205095638,http://tong.visitkorea.or.kr/cms/resource/76/2620976_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/2620976_image2_1.JPG,126.9371540236,37.5149594984,6.0,20190924132650,15682,12.0,070-7462-1104,도심속 바다축제 2019,06900,
420,충청남도 천안시 동남구 목천읍 삼방로 95,34.0,A02,A0207,A02070200,2563387,15,20181016132218,http://tong.visitkorea.or.kr/cms/resource/86/2563386_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2563386_image2_1.jpg,127.2235706807,36.7835436192,6.0,20191028175229,535,12.0,041-560-0441,독립기념관 단풍나무숲길 힐링축제 2019,31232,
421,강원도 정선군 정선읍 동강로 2914,32.0,A02,A0207,A02070200,984561,15,20100324111546,http://tong.visitkorea.or.kr/cms/resource/95/1993595_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/1993595_image3_1.jpg,128.6234282232,37.3602836002,6.0,20190417093004,31355,11.0,정선읍사무소 : 033-560-2605,동강 할미꽃축제 2019,26133,(정선읍)
422,강원도 영월군 영월읍 영월로 1909-10,32.0,A02,A0207,A02070200,606549,15,20080808135249,http://tong.visitkorea.or.kr/cms/resource/21/2598521_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2598521_image2_1.jpg,128.4615147283,37.1819788343,6.0,20190702095337,27721,8.0,033-375-4554,동강국제사진제 2019,26235,
423,서울특별시 동대문구 장안동,1.0,A02,A0207,A02070200,1592837,15,20120404155228,http://tong.visitkorea.or.kr/cms/resource/17/1905517_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1905517_image3_1.jpg,127.0734623696,37.5665253996,6.0,20190315092633,21071,11.0,02-2127-4711,동대문 봄꽃축제 2019,02641,
424,부산광역시 동래구 문화로 80,6.0,A02,A0208,A02080500,2601629,15,20190514143119,,,129.0881209724,35.2151806204,6.0,20190514154558,4,6.0,051-550-6611,동래문화회관 기획전시 '일상은 00다' 2019,47746,(명륜동)
425,부산광역시 동래구 문화로 80,6.0,A02,A0207,A02070200,229048,15,20071002000000,http://tong.visitkorea.or.kr/cms/resource/60/2612860_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/2612860_image2_1.JPG,129.0901347694,35.2121421097,6.0,20190724161727,70051,6.0,051-550-4092,동래읍성 역사축제 2019,47746,(명륜동)
426,대전광역시 서구 둔산로 100,3.0,A02,A0207,A02070200,2434613,15,20161013145705,http://tong.visitkorea.or.kr/cms/resource/78/2561378_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2561378_image2_1.jpg,127.3849680306,36.3504850621,6.0,20190830143838,9176,3.0,042-250-1272,동물보호문화축제 2019,35242,(둔산동)
427,경기도 과천시 대공원광장로 102,31.0,A02,A0208,A02081300,2623801,15,20191010112943,http://tong.visitkorea.or.kr/cms/resource/92/2623792_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2623792_image2_1.jpg,127.0198628768,37.4265018040,6.0,20191010163346,0,3.0,02-500-7335 / 7337,동물원 속 미술관 2019,13829,
428,서울특별시 성북구 보문로 168,1.0,A02,A0207,A02070200,2563948,15,20181023164935,http://tong.visitkorea.or.kr/cms/resource/42/2563942_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2563942_image2_1.jpg,127.0168224342,37.5894522712,6.0,20181023164935,136,17.0,02-780-1041,동북권 메이커 페스티벌 2018,02848,
429,서울특별시 영등포구 의사당대로 1,1.0,A02,A0207,A02070200,985816,15,20100325162936,http://tong.visitkorea.or.kr/cms/resource/87/2590987_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2590987_image2_1.jpg,126.9141334174,37.5320321034,6.0,20190514111648,28652,20.0,02-595-3325,동심한마당 2019,07233,
430,인천광역시 남동구 예술로 149,6.0,A02,A0207,A02070200,2542885,15,20180412140103,http://tong.visitkorea.or.kr/cms/resource/80/2542880_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/80/2542880_image2_1.PNG,126.7000664030,37.4476825423,6.0,20190823103951,5237,4.0,032-567-4075,동아시아 문화도시 2019,21569,(구월동)
431,대구광역시 달서구 야외음악당로 180,4.0,A02,A0207,A02070200,2559027,15,20180828113725,http://tong.visitkorea.or.kr/cms/resource/26/2559026_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2559026_image2_1.jpg,128.5562249858,35.8511936140,6.0,20190823140138,1013,2.0,053-803-3632,동아시아보자기페스티벌 2019,42672,(두류동)
432,인천광역시 동구 송현동 100,2.0,A02,A0207,A02070200,2560781,15,20180918172546,http://tong.visitkorea.or.kr/cms/resource/24/2632724_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/24/2632724_image2_1.png,126.6336383200,37.4767752107,6.0,20191104175111,1928,5.0,"032)899-7449, 7428",동인천 낭만시장 2019,22548,
433,전라북도 남원시 운봉읍 비전길 7,37.0,A02,A0207,A02070200,2492537,15,20170515142933,http://tong.visitkorea.or.kr/cms/resource/88/2598388_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2598388_image2_1.jpg,127.5626871293,35.4575258703,6.0,20190419175216,4198,4.0,02-960-0714,동편제마을 국악 거리축제 2019,55717,
434,강원도 동해시 삼화로 584,32.0,A02,A0207,A02070200,1762282,15,20121204183743,,,129.0142539189,37.4635625691,6.0,20191022095125,22486,3.0,삼화사 033-534-7661~2,동해 삼화사국행수륙대재 2019,25746,(삼화동)
435,강원도 동해시 천곡로 77,32.0,A02,A0207,A02070200,734219,15,20090514111123,,,129.1143347336,37.5247463591,6.0,20191011112134,28962,3.0,033-530-2111,동해무릉제 2019,25755,
436,강원도 고성군 현내면 대진항길 100,32.0,A02,A0207,A02070200,2488259,15,20170330163915,http://tong.visitkorea.or.kr/cms/resource/00/2598900_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2598900_image2_1.jpg,128.4247222981,38.4998030680,6.0,20190429113510,9563,2.0,033-680-3411,동해안 최북단 저도어장 대문어축제 2019,24703,
437,대구광역시 동구 동화사1길 1,4.0,A02,A0207,A02070200,2034152,15,20151019152356,http://tong.visitkorea.or.kr/cms/resource/80/1574180_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1574180_image3_1.jpg,128.7044413599,35.9906472258,6.0,20191022112900,5448,4.0,053-980-7900,동화사 승시 국화축제 2019,41007,(도학동)
438,강원도 횡성군 둔내면 둔내로51번길,32.0,A02,A0207,A02070200,1684261,15,20120731114400,http://tong.visitkorea.or.kr/cms/resource/53/2613153_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/53/2613153_image2_1.JPG,128.2187823324,37.5122389270,6.0,20190730143340,56073,18.0,033-340-2604,둔내고랭지토마토축제 2019,25264,
439,경상남도 거제시 둔덕면 방하2길 6,36.0,A02,A0207,A02070200,2559210,15,20180829143607,http://tong.visitkorea.or.kr/cms/resource/08/2559208_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2559208_image2_1.jpg,128.5172414841,34.8548244444,6.0,20190823151919,2009,1.0,055-634-5432,둔덕 청마꽃들 코스모스 축제 2019,53280,
440,경기도 고양시 일산서구 킨텍스로 217-60,31.0,A02,A0208,A02080500,2553907,15,20180717095748,http://tong.visitkorea.or.kr/cms/resource/95/2553895_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2553895_image2_1.jpg,126.7455782754,37.6689909419,6.0,20181016095720,610,2.0,031-780-2097,디자인코리아2018 (DESIGN KOREA 2018),10390,
441,경기도 양평군 단월면 곱다니길 55-2,31.0,A02,A0207,A02070200,1988391,15,20150212173346,http://tong.visitkorea.or.kr/cms/resource/79/1988379_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/79/1988379_image2_1.JPG,127.6573663730,37.5144948588,6.0,20191128180201,32343,19.0,031-775-5205,딸기송어축제 2020,12529,
442,전라남도 해남군 송지면 땅끝마을길 42,38.0,A02,A0207,A02070200,141371,15,20061218000000,,,126.5275070462,34.2997663859,6.0,20191217174536,26491,23.0,061-530-5159,땅끝 해넘이해맞이축제 2020,59065,
443,부산광역시 금정구 장전온천천로 48,6.0,A02,A0207,A02070200,2484237,15,20170308112313,http://tong.visitkorea.or.kr/cms/resource/33/2621133_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2621133_image2_1.jpg,129.0893260259,35.2296290236,6.0,20190924175231,14470,2.0,051-519-4422~4,라라라페스티벌 2019,46291,(장전동)
444,울산광역시 남구 성남동 337,7.0,A02,A0207,A02070200,2555699,15,20180727103455,http://tong.visitkorea.or.kr/cms/resource/41/2614041_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2614041_image2_1.jpg,129.3119670880,35.5521164218,6.0,20190807172032,7166,1.0,052-244-2007~8,라스트바캉스 태화강 치맥 페스티벌 2019,44532,
445,서울특별시 영등포구 여의동로 252,1.0,A02,A0207,A02070200,2611450,15,20190717101156,http://tong.visitkorea.or.kr/cms/resource/45/2611445_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2611445_image2_1.jpg,126.9415811732,37.5229197641,6.0,20190718155353,0,20.0,02.6101.1384 (운영시간 평일 10 AM-6 PM),라이프플러스 시네마위크 2019,07346,(여의도동)
446,서울특별시 영등포구 63로 50,1.0,A02,A0207,A02070200,2577407,15,20181212174626,http://tong.visitkorea.or.kr/cms/resource/97/2577397_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/97/2577397_image2_1.png,126.9399203060,37.5196423374,6.0,20181226094330,136,20.0,,라이프플러스 윈터원더랜드 2018,07345,(여의도동)
447,서울특별시 성북구 삼선동 1가 14,1.0,A02,A0207,A02070200,1684988,15,20120801160617,http://tong.visitkorea.or.kr/cms/resource/42/2617642_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2617642_image2_1.jpg,127.0073566840,37.5875523218,6.0,20190905143715,20909,17.0,02-2241-6381~4,라틴아메리카축제 2019,02865,
448,경기도 고양시 일산동구 무궁화로 20 주변,31.0,A02,A0207,A02070200,2614483,15,20190807140339,http://tong.visitkorea.or.kr/cms/resource/32/2616132_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2616132_image2_1.jpg,126.7675931299,37.6618949382,6.0,20190820152551,0,2.0,031-920-9600,라페스타 비어페스티벌 2019,10401,(장항동)
449,경기도 파주시 탄현면 새오리로 77,31.0,A02,A0207,A02070200,1980682,15,20141229102735,http://tong.visitkorea.or.kr/cms/resource/90/2565490_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/2565490_image2_1.JPG,126.6849914835,37.7911367390,6.0,20181119141705,54772,27.0,031-946-6352~3,러브인 프로방스 빛축제 2018,10858,
450,강원도 춘천시 이디오피아길 1,32.0,A02,A0207,A02070200,2504008,15,20170824111636,http://tong.visitkorea.or.kr/cms/resource/05/2504005_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/05/2504005_image2_1.JPG,127.7117508840,37.8738208146,6.0,20190924110457,3214,13.0,033-243-1812,레이크뮤직 페스티벌 2019,24238,(근화동)
