,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,homepage,mapx,mapy,mlevel,modifiedtime,overview,sigungucode,tel,telname,title,zipcode
337,서울특별시 마포구 포은로8길 14,,1,A04,A0401,A04010200,2499807,38,20170713142302,http://tong.visitkorea.or.kr/cms/resource/99/2499799_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/99/2499799_image2_1.JPG,,126.90561128959999,37.5562263614,6.0,20190319150513,"마포구 망원동에 위치한 깨끗하고 맛집 많은 전통시장인 망원시장은 다양한 선진화 서비스를 시도한 시장이다.<br />
이용가능 시설 : 장보기 대행 서비스, 배송센터 운영, 쿠폰발행 및 이벤트 진행",13,02-335-3591,,망원시장,04010
338,서울특별시 중구 마장로 3,,1,A04,A0401,A04010600,1113581,38,20101019133459,http://tong.visitkorea.or.kr/cms/resource/93/1984393_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/1984393_image3_1.jpg,"<a href=""http://www.maxtyle.com"" target=""_blank"" title=""새창 : 맥스타일 홈페이지로 이동"">http://www.maxtyle.com</a>",127.0105235943,37.5688045577,6.0,20190318172927,"맥스타일(maxtyle)은 과거 흥인ㆍ덕운시장을 리모델링 하여 지하 7층, 지상 8층 규모를 가진 전문 패션몰이다.<br>maxtyle은 'maximum style'의 줄임말로써 고객에게 최대의 패션 만족과 가치를 제공하고 패션과 문화를 창조하며 선도하는 감성 문화의 리더가 되는 복합적 문화공간을 의미한다.<br>청계천과 동대문디자인플라자&파크(DDP), 동대문 도매ㆍ소매시장이 교차하는 패션의 메카 동대문에 위치하고 있으며, 총 10개층의 판매시설은 의류 및 패션잡화, 생활용품 등 각 층마다 각기 다른 컨셉을 가진 10개의 쇼핑몰로 구성되어 있다. 
주변에는 서울시의 랜드마크인 동대문디자인플라자&파크(DDP)와 청계천 등 휴식, 역사, 문화, 쇼핑공간이 한데 어우러져 있다.",24,02-2234-0981,맥스타일,맥스타일 (maxtyle),04567
339,서울특별시 마포구 양화로 45,"(서교동,메세나폴리스)",1,A04,A0401,A04010600,2011782,38,20150623161457,http://tong.visitkorea.or.kr/cms/resource/68/2012068_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2012068_image3_1.jpg,,126.91392178219999,37.5513131918,6.0,20181116164626,"메세나폴리스 몰은 스트리트 몰로써 패션, 뷰티 등의 쇼핑시설과 대형마트가 운영되고 있으며 다양한 레스토랑과 카페를 만날 수 있다. 그뿐만 아니라 문화생활을 영위할 수 있는 롯데시네마 영화관과 롯데카드아트센터 공연장이 마련되어 있고, 메세나가든과 중앙광장에서는 이벤트와 공연을 진행하기도 한다. 많은 노선의 버스와 공항버스가 지나는 합정역과 연결되어 있어 교통이 편리하다.",13,02-2269-7178,메세나폴리스 몰,메세나폴리스 몰,04036
340,경상남도 하동군 악양면 섬진강대로 3068-4,(악양면),36,A04,A0401,A04010900,1343601,38,20110728102339,,,"<a href=""http://www.msgreentea.kr"" target=""_blank"" title=""새창 : 명성다원 홈페이지로 이동"">http://www.msgreentea.kr</a>",127.69609779059999,35.129729071999996,6.0,20180228113333,"차밭 
많은 곳으로 세인의 주목을 받는 하동. 지리산 자락에는 야생 차나무도 많이 자생한다. 
그래서인지 예로부터 지리산 아래 터를 다진 사람들은 다문화에 친숙했다. 마침내 
차의 산업화가 이뤄지고, 여기저기서 차를 이용한 상품을 개발 중이다. 하동읍에서 
최참판댁이 있는 악양으로 가는 길목, 유유히 흐르는 섬진강을 굽어 살피며 오른쪽 
언덕바지에 자리한 명성다원은 하동차를 전국에 알리는 데 크게 기여한 다원이다. 
1996년 문을 연 이곳에는 5000평에 이르는 차밭이 있고, 크고 작은 매실과 감나무 
과수원이 있다. 아버지 윤권진에 이어 다원을 이끌고 있는 윤정희 대표는 2005년 
하동야생차문화축제에서 명차상을 수상했고, 2009년에는 ISO 인증을 획득. 또 경상남도 
추천 상품으로 우전, 세작, 중작 등의 녹차가 지정되기도 하였다. 이곳에는 곶감, 
매실 엑기스, 매실차, 감식초 등을 제조하는 공장이 있으며, 제다 실습과 다도 체험 
시설도 갖추었다. 쑥차, 뽕잎차, 매실차 등 우리 차를 생산하고 취, 고사리, 토란대 
등으로 산나물 세트를 만들어 판매하기도 한다. 산나물은 악양에 있는 외갓집 마을에서 
가져오고, 매실과 장아찌는 어머니가 담당한다.<br>",18,055-883-9927,명성다원,명성다원,52308
341,경기도 성남시 중원구 둔촌대로 79,(성남동),31,A04,A0401,A04010100,132266,38,20040223000000,http://tong.visitkorea.or.kr/cms/resource/71/1788471_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1788471_image3_1.jpg,,127.12790572719999,37.4302421996,6.0,20181122163331,"모란장은 1만 2,000여 ㎡의 대원천 복개지 위에 4, 9일에 열리는 오일장이다. 분당선 모란역 5번 출구로 나감과 동시에 시끌벅적한 장이 펼쳐진다. 모란민속장은 동서로 길게 펼쳐져 그 길이만 300m가 족히 넘는다. 큰길 건너 건물 옥상에서 내려다보면 형형색색 파라솔에 뒤덮인 모란민속장의 모습이 한눈에 들어온다.  모란은 1960년대 성남 일대의 황무지를 개간하면서 붙인 지명으로 닷새마다 열리는 모란장의 역사가 시작된 곳이다. 모란시장의 역사는 의외로 짧다. 오랜 역사를 자랑하는 유수의 오일장과 달리 이제 겨우 40년 남짓이다. 모란시장은 홀어머니를 평양에 두고 남하한 김창숙이란 이로부터 시작됐다. 군에 입대한 뒤 한국전쟁을 거쳐 대령으로 예편한 그는 황무지였던 지금의 모란시장 주변을 개간했다. 사람들이 하나둘 모이기 시작하자 어머니가 살고 있는 평양을 상징하는 ‘모란’이라는 지명을 붙이게 되었다. 그후 생활문제가 대두되면서 오일장을 열게 되는데 이것이 모란장의 시초라 한다.
모란장이 유명해진 것은 1980년대다. 도심 속 재래시장이라는 특수성이 입소문을 타고 알려지면서 많은 사람들이 찾기 시작했다.
 모란장은 14개 부서로 정확히 구획되어 있어 장보기가 편하다. 장터 입구에서 가장 먼저 만나는 화훼부를 시작으로 잡곡, 약초, 의류, 신발, 잡화, 생선, 야채, 음식, 고추, 애견, 가금 순으로 4∼5개의 길이 동서로 길게 이어진다.
모란민속장의 가장 끝자락에 있는 고추장터는 마늘과 함께 한 블록을 이루고 있다. 가까운 이천, 여주, 천안을 비롯해 전국에서 올라오는데, 도매를 겸하고 있어 다른 장터에 비해 규모가 제법 크다. <br>",12,031-721-9905,,"모란장 / 모란민속시장 (4, 9일)",13377
342,서울특별시 서대문구 이화여대길 52-33,,1,A04,A0401,A04010600,987746,38,20100326172639,http://tong.visitkorea.or.kr/cms/resource/70/1010270_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1010270_image3_1.jpg,"<a href=""http://blog.naver.com/moirai04"" target=""_blank"" title=""모이라이 블로그로 이동"">http://blog.naver.com/moirai04</a>",126.94485206629999,37.559460021199996,6.0,20190313165310,"모이라이 (moirai)는 정장안에 받쳐 입거나 시크니진 또는 레깅스와 매치해서 입는 레이스 의상이 대표 상품이다. 레이스를 좋아하는 일본인 관광객에 인기가 많으며, 구매 상품에 대하여 무기한 A/S를 한다는 것이 특징이다. 직접 디자인하여 독특한 제품제품들을 구매가 가능하며 의상과 어울리는 악세서리 또한 코디 서비스를 받을 수 있다.",14,02-363-7524,모이라이 정기원,모이라이 (moirai),03765
343,서울특별시 송파구 동남로 108,(문정동),1,A04,A0401,A04010600,987551,38,20100326135747,http://tong.visitkorea.or.kr/cms/resource/40/1000840_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1000840_image3_1.jpg,"<a href=""http://www.mods21.com"" target=""_blank"" title=""모즈아울렛 홈페이지로 이동"">http://www.mods21.com</a>",127.1233711233,37.4896185625,6.0,20191226163329,"문정동 로데오거리에 있는 여성쇼핑 아울렛몰이다. 1~3층에 의상 콘셉트에 맞게 브랜드를 배치해 쇼핑이 편리하다. 세련된 최신 유행스타일의 의상뿐 아니라 구두와 가방, 액세서리도 다양하여 주 고객층인 여성들에게 인기 있는 쇼핑몰이다. 캐릭터 캐주얼부터 해외명품 잡화, 국내 정상 브랜드를 최대 70%까지 할인된 가격에 구입할 수 있다.<br>",18,02-407-5151,,모즈 (mods),05805
344,충청북도 괴산군 불정면 목도로2길 10,,33,A04,A0401,A04010100,132011,38,20020419000000,,,,127.8532116253,36.8714809931,6.0,20190313163500,"이조 후기부터 과일, 철물, 담배, 땔나무 등의 거래를 시작으로 시장이 개설되었으며, 현재는 민물생선, 의류 등 종류가 다양하고 특히 가을철에는 전국적으로 유명한 고추장이 별도로 열린다.<br>",1,043-834-0123,,"목도장 / 목도시장(4, 9일)",28002
345,서울특별시 양천구 목동중앙북로6길 5,(목동),1,A04,A0401,A04010200,2611280,38,20190716111345,http://tong.visitkorea.or.kr/cms/resource/79/2611279_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2611279_image2_1.jpg,"목동깨비시장 <a href=""http://www.yangcheon.go.kr/site/yangcheon/04/10402020500002016112209.jsp"" target=""_blank"" title=""새창: 목동깨비시장 홈페이지로 이동"">http://www.yangcheon.go.kr/site/yangcheon/</a>",126.8652401963,37.548221015500005,6.0,20190716111510,지하철9호선 등촌역 5.6번출구에서 가까운 거리에 위치하고 있는 목동깨비시장은 오래전부터 목3동과 강서구 일부 주민들을 대상으로 형성된 곳으로 목3동 시장 또는 등촌시장이라 불린다. 이지역은 한두꼴 등 옛날부터 사람들이 많이 거주하던 곳으로 지역주민들에 의해 자연발생적으로 전통시장이 형성되었다.,19,02-2620-3474,양천구청 부동산정보과(이은영),목동깨비시장,07950
346,서울특별시 양천구 목동중앙남로7길 8,(목동),1,A04,A0401,A04010200,2611287,38,20190716132712,http://tong.visitkorea.or.kr/cms/resource/81/2611281_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2611281_image2_1.jpg,"목사랑시장 <a href=""http://www.yangcheon.go.kr/site/yangcheon/04/10402020500002016112209.jsp"" target=""_blank"" title=""새창: 목사랑시장 홈페이지로 이동"">http://www.yangcheon.go.kr/</a>",126.8662431794,37.5376750366,6.0,20190716132712,"강서고등학교 주변에 위치한 전통시장으로 다양한 상점들이 모여 있다. 또한 시장내에 있는 고객주차장과 공유센터는 지상3층 건물로 주차장, 해우리장난감도서관, 해우리아이맘카페, 미감작은도석관으로 잘 조성되어 있다.",19,02-2647-9191,목사랑시장,목사랑시장,07958
347,전라남도 목포시 산정로 174,,38,A04,A0401,A04010200,1143723,38,20101208172249,http://tong.visitkorea.or.kr/cms/resource/60/1163260_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1163260_image3_1.jpg,"<a href=""http://www.mokpodongbu.com"" target=""_blank"" title=""새창 : 목포동부시장 홈페이지로 이동"">http://www.mokpodongbu.com</a>",126.3921180508,34.8040714554,6.0,20180306154022,"목포동부시장은 1958년부터 노점 상인들이 모여 
장녀발생적으로 만들어져 푸짐한 인심과 재래시장의 맛과 모양이 녹아 있는 목포의 
대표적 재래시장이다. 목포동부시장은 2006년부터 시장경영진흥원과 목포시로부터 
재래시장 현대화사업지원(41억)으로 시장 아케이트(558m)를 설치하여 겨울에 따뜻하고 
여름에 시원한 전천후 시장환경을 조성하여 고객과 시민들이 편리하게 이용할수 있게 
되었고 주차장도 820평에 100대의 차량이 주차할수 있도록 
조성하였으며 주차장에 쇼핑카트를 준비하여 고객과 시민들에게 편익을 제공하고 
있다.<br><br>",8,061-276-5787,목포 동부시장상인회,목포 동부시장,58652
348,전라남도 목포시 원산중앙로 51,,38,A04,A0401,A04010200,1227095,38,20110314104047,http://tong.visitkorea.or.kr/cms/resource/50/1163350_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1163350_image3_1.jpg,"<a href=""http://biz.mokpo.go.kr/biz/traditional_market/sinjoongang_market"" target=""_blank"" title=""새창 : 목포 신중앙시장 안내 페이지로 이동"">http://biz.mokpo.go.kr</a>",126.3775525232,34.810231634299996,6.0,20190118150954,1999년 개설된 시장으로 전남 목포시 산정동에 위치한 상가건물형의 소형시장이다.,8,"목포신중앙시장 061-273-1733<br>
목포시청 관광경제 061-270-8087<br>",,목포 신중앙시장,58637
349,전라남도 목포시 자유로 122,(산정동),38,A04,A0401,A04010200,1177225,38,20110118181043,http://tong.visitkorea.or.kr/cms/resource/95/2050595_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2050595_image3_1.jpg,,126.4029506924,34.7930534295,6.0,20190924143426,"목포 자유시장은 목포 역전부근 도깨비 시장에서 형성된 노점상들이 시에서 마련한 장소에 한데 모여, 자기 점포를 갖기 위해 한푼 한푼 저축하여 상인들 스스로 마련한 시장이다. 1999년 9월 21일 시장으로 등록되었으며, 시장 주변에 빠르게 상가가 형성되고 있으며 여느 시장과 마찬가지로 농.수.축산물 및 공산품 등을 골고루 취급하고 있고, 현재 220여곳의 점포가 운영되고있다. 2015년 12월 11일에는 가수 남진의 이름을 딴 남진 야시장이 개장되어 금,토 저녁 6시부터 10시까지 다양한 먹거리와 함께 야시장이 열리고 있다. <br>",8,061-245-1615,목포 자유시장상인회,목포 자유시장 (남진야시장),58737
350,전라남도 목포시 해안로 267,,38,A04,A0401,A04010200,1057716,38,20100709145937,http://tong.visitkorea.or.kr/cms/resource/86/2043486_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2043486_image3_1.jpg,,126.3901186193,34.787801033,6.0,20190225175123,"목포시에서 재래시장 환경개선 사업으로 옛 동명동어시장을 시설 현대화로 상권을 살리고 원도심의 활성화에 기여하기 위해 33억원을 들여 아케이드와 주차장을 설치해 새롭게 단장하였으며, 종합수산시장은 125개의 점포에 청정 서남해에서 어획한 선어, 홍어, 젓갈, 건어물 등 각종 수산물과, 공영주차장을 갖춘 수산물 전문시물이다. <br>",8,061-245-5096,(사) 목포종합수산시장상인회,목포 종합수산시장,58752
351,전라남도 목포시 석현로 28,,38,A04,A0401,A04010200,1730879,38,20121009160256,http://tong.visitkorea.or.kr/cms/resource/90/1972090_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1972090_image3_1.jpg,,126.4246260181,34.815365160700004,6.0,20180305161513,"1999년 9월 개설된 청호시장은 목포 역전부근 도깨비 
시장에서 형성된 노점상들이 시에서 마련한 장소에 한데 모여, 자기 점포를 갖기 
위해 한푼 한푼 저축하여 상인들 스스로 마련한 시장이다. 하당 신도심 가까이에 
위치하고 있으며 여느 시장과 마찬가지로 농.수.축산물 및 공산품 등을 골고루 취급하고 
있다. <br>",8,061-284-4389,청호시장상인회,목포 청호시장,58656
352,경기도 수원시 팔달구 수원천로258번길 10-12,,31,A04,A0401,A04010200,1177952,38,20110119155737,http://tong.visitkorea.or.kr/cms/resource/38/1998938_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1998938_image3_1.jpg,"<a href=""http://www.motgol.com"" target=""_blank"" title=""못골시장 홈페이지로 이동"">http://www.motgol.com</a>",127.0207420209,37.2760109304,6.0,20190318172607,"못골종합시장은 반찬, 떡, 생선, 야채, 정육, 건어물 등 식자제 위주로 일차식품을 판매하는 종합시장이다. 친절함과 정겨움을 원칙으로 하고 있으며 고객들의 신뢰를 바탕으로 저렴한 가격과 질좋은 상품을 판매하기 위해 노력하고 있다. 시장 상인들을 중심으로 지역주민, 고객분들과함께 더욱더 활력이 넘치고 지역경제 활성화를 위해 최선을 다하는 시장이다. 시설 현대화를 통해 고객이 편안하고 알뜰한 장보기를 할 수 있도록 하였고, 또한 전국을 대표하는 문화시장으로 거듭나고 있다. 상인과 주민, 고객의 원활한 소통의 장이 될 수 있는 시장으로 만들려 노력하고 있다.",13,031-246-5638,못골시장 번영회,못골종합시장 (못골시장),16245
353,충청북도 음성군 금왕읍 무극로308번길 12-2,,33,A04,A0401,A04010100,132018,38,20040223000000,http://tong.visitkorea.or.kr/cms/resource/54/1164054_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1164054_image3_1.jpg,,127.59594243120002,36.992640135900004,6.0,20190313163418,"<인삼의 고장> 음성과 한천, 무극 정기시장은 1834년경 개시되었던 것으로 추정하고 있으며 1938년도 금왕 시장의 연간 거래액은 31만원(圓)정도로 기록되어 있다.",6,043-877-0129,,"무극장 / 무극시장 (5, 10일)",27636
354,전라남도 무안군 몽탄면 몽탄로 940-1,,38,A04,A0401,A04010700,132471,38,20040217000000,http://tong.visitkorea.or.kr/cms/resource/96/1608396_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1608396_image3_1.jpg,"<a href=""http://blog.naver.com/madic5"" target=""_blank"" title=""새창 : 무안요 공식블로그로 이동"">http://blog.naver.com/madic5</a>",126.49952788819999,34.9235680874,6.0,20190227135144,"무안요는 수작업을 하고 있으며 전통 분청 중 고급 분청을 취급하고 있으며 분청사기, 생활자기, 옹기등을 판매하고 있다.",9,061-452-3513,,무안요 / 무안요전통분청사기전수관,58546
355,광주광역시 동구 예술길 15,(궁동),5,A04,A0401,A04010700,1621202,38,20120503095809,http://tong.visitkorea.or.kr/cms/resource/65/1587565_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/1587565_image3_1.jpg,"<a href=""http://blog.naver.com/madic5"" target=""_blank"" title=""새창 : 무안요 공식블로그로 이동"">http://blog.naver.com/madic5</a>",126.9183074873,35.1503689354,6.0,20190226171626,"무안요 전시 판매장은 선대 도공의 14대째 맥을 잇고 장인의 혼과 정신을 담아 무안군 몽탄면에서 분청사기 도요지와 전시장이 있다. 포운 김옥수씨는 개인전, 국제전 등 많은 전시회를 가졌고, 전국 과학 대통령상 수상(그룹), 신 한국인 대통령상 등 많은 상을 탔고, KBC특집 다큐멘터리 남도의 도자기 등 각 방송사에서 방영된바 있다. 원광대학교 교학대학원 도자기공예 강사 역임, 대한민국 무형문화재 기능 보존협회회원 및 이사 등을 역임하였다.<br>",3,062-222-7487 / 062-234-7487,무안요,무안요(광주),61474
356,경상남도 밀양시 무안면 사명로 510-7,,36,A04,A0401,A04010100,132131,38,20110308163719,http://tong.visitkorea.or.kr/cms/resource/36/2606936_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/36/2606936_image2_1.JPG,"<a href=""http://tour.miryang.go.kr/"" target=""_blank"" title=""새창: 밀양 문화관광 홈페이지로 이동"">http://tour.miryang.go.kr/</a>",128.6522687149,35.470146733600004,6.0,20190617171918,"무안장은 밀양시에서 생산되는 농산물과 임산물을 중점적으로 판매하는 전통재래시장이다. 이외에도 공산품의 판매, 수산물의 구매, 가계용품, 농업용품 등의 실생활에 필요한 물품의 거래가 이루어지고 있다.",7,055-359-5052,밀양시청 일자리경제과,"무안장 (1, 6일)",50408
357,전라남도 무안군 무안읍 면성1길 134,,38,A04,A0401,A04010100,132064,38,20021119000000,http://tong.visitkorea.or.kr/cms/resource/56/1971656_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/1971656_image3_1.jpg,,126.4725176318,34.986579977199995,6.0,20190215104849,"전남 무안 지방의 대표적인 특산물은 양파와 고구마인데, 
'무안양파' 와 '무안 밤고구마'라는 이름으로 더 알려져 있다. 무안지방은 우리나라에서는 
최초로 양파를 재배하기 시작한 지역으로 토양이나 기 후면에서 양파재배에 아주 
알맞다. 또한 무안은 고구마 산지로 유명한데 무안지방의 밭 면적의 60% 이상이 고구마 
재배를 하고 있다. 특히, 무안의 해안지방은 토질이 황토색으로 이곳에서 
재배한 고구마는 색깔이 붉은 것이 특징이며, 삶은 고구마의 맛이 흡사 밤 맛과 같다 
하여 '무안 밤고구마' 라 불린다. <br>",9,061-450-5601,,"무안장 (4, 9일)",58528
358,전라북도 고창군 무장면 왕제산로 725,,37,A04,A0401,A04010100,132315,38,20020417000000,,,,126.5604520537,35.4141941666,6.0,20181017103706,"무장시장은 65년 2월 1일 개장되었으며 전통적인 5일 시장으로서, 55개의 점포를 갖춘
 시골장터이다. 주변 주민들이 주로 농산물 및 생활용품을 판매, 구입하는 역할을 하는
 5일 시장이다.<br>",1,063-560-2604,,"무장장 (5, 10일)",56455
359,전라북도 무주군 무주읍 장터로 2,,37,A04,A0401,A04010100,132297,38,20021211000000,http://tong.visitkorea.or.kr/cms/resource/16/711716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/711716_image3_1.jpg,,127.6534756682,36.004651518,6.0,20180221151917," 
* 채소 및 양념류 - 무, 배추, 양파, 대파, 상치, 시금치, 애호박, 당근, 마른고추, 깐마늘, 참깨<br />  
* 
곡식류 -  일반미, 찹쌀, 보리쌀<br />
* 수산물 -  동태, 물오징어, 고등어<br />  
* 축산물 -  삼겹살, 쇠고기등심, 돼지불고기, 계란  <br />
* 공산품 - 식용유, 설탕, 밀가루, 국수, 간장, 고추장, 된장, 분유, 우유,  햄, 라면, 커피, 화장지 등<br>",5,063-324-0692,무주반딧불시장 상인회,"무주반딧불시장(무주반딧불장터) (1, 6일)",55509
360,충청남도 보령시 웅천읍 열린바다2길 46,,34,A04,A0401,A04010200,2021432,38,20150728102204,http://tong.visitkorea.or.kr/cms/resource/63/2021663_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2021663_image3_1.jpg,,126.53703564770001,36.2484264279,6.0,20190312175319,"무창포 수산물시장은 무창포 어촌계에서 운영하는 수산시장이다. 2층 규모의 건물로 이루어져 있으며, 1층에는 활어회, 어패류, 건어물 등을 구입할 수 있는 수산물시장과 2층에는 1층에서 구입한 수산물을 상차림과 함께 맛볼 수 있는 회센터가 입점해 있다.",5,,,무창포 수산물시장,33508
361,경상북도 문경시 동로면 여우목로 2788-1,,35,A04,A0401,A04010200,1317212,38,20110627111312,http://tong.visitkorea.or.kr/cms/resource/37/1959637_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1959637_image3_1.jpg,"문경 문화관광 <a href=""http://www.gbmg.go.kr/tour/main.do"" target=""_blank"" title=""새창 : 문경 문화관광 홈페이지로 이동"">http://www.gbmg.go.kr/tour/main.do</a>",128.3146286717,36.7736035274,6.0,20180314112144,"동로시장은 조선시대부터 「벌재장」으로 유명했던 
곳이며 1985년 2월 개장했다. 산간오지를 배경으로 충북 단양군 주민까지 이용하고 
점촌과 같은 도시로부터 멀리 떨어져 있어 상당히 독립적인 시장기능을 수행하였으나 
지금은 그 기능은 미약하다.<br /><br />장날에는 비교적 일찍 거래가 시작되나 정오를 
전후에서 파장이 되며 지역주민에게 필요한 생필품이 타지에서 반입되고 철에 따라 
고사리,더덕,두릅,참나물,고추 등 청정 농산물이 거래되고 있다. &nbsp;장날에는 
비교적 일찍 거래가 시작되나 정오를 전후해서 파장이 되며 철따라 고사리,더덕,두릅,참나물,도라지 
등의 무공해 산채가 비교적 많이 출하되고 있다. 동로시장의 특산품은 영지버섯이다. 
동로의 영지버섯은 소백산맥 깊은 곳 청정지역에서 자란 원목으로 오염되지 않고 
고산지역에서 생산하여 색상이 선명하고 재질이 단단하며 약효가 뛰어나 선물용으로 
주문이 많은 편이다.<br /><br>",7,054-550-6393,,문경 동로시장,36902
362,경상북도 문경시 농암면 속리길 40,,35,A04,A0401,A04010700,522415,38,20080318150652,http://tong.visitkorea.or.kr/cms/resource/41/1959641_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1959641_image3_1.jpg,"<a href=""http://www.문경한지.kr"" title=""새창 : 문경전통한지 홈페이지로 이동"" target=""_blank"">http://www.문경한지.kr</a>",127.98085321040001,36.568176446100004,6.0,20190104135747,"유서깊은 심산계곡에 순박한 마음으로 반세기 동안 한지를 옛날 그대로 생산하고 있으며 아직까지 한번도 한지를 떠나 그리고 장소를 떠나 생활해 본 적이 없다. 전통을 잇기 위해 한지제작도구(밭, 발추, 궁글통, 초지통, 닥방망이, 건조기)를 옛것 그대로 사용하고 한지를 뜨는 방식도 전통을 고수하고 있다. <br /><br />
    문경한지장 김삼식씨는 
    10여년전부터 들어온 값 싼 중국산 닥나무는 이용하지 않는다.그는  ""우리땅의 닥나무를 써야 제대로 된 한지가 나온다""며 우리의 닥나무만 고집하고 있다. 닥나무 껍질의 외피를 없앨 때 사용하는 가성소다를 전혀 쓰지 않고, 직접 칼날을 벗겨내기 때문에 시설비 부담은 덜지만 한지를 만드는데는 남들보다 2∼3배의 시간이 더 걸린다. <br /><br />
    요즘은  한지의 우수성을 아는 서예가들이나 인근주민들의 주문에 의해서 그 특성에 맞는 한지를 생산하고 있다. 문경 
    전통한지 작업장은 학생들이 옛것을 그대로 볼 수 있고 직접 실습도 해보면서 우리 조상들의 지혜를 엿볼 수 있는 장소이기도 하다.&nbsp;<br>",7,054-571-2848,문경전통한지 문경한지장,문경 전통한지,37003
363,경상북도 문경시 문경읍 새재로 906,(문경읍),35,A04,A0401,A04010900,1963169,38,20141105174031,http://tong.visitkorea.or.kr/cms/resource/41/1961141_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1961141_image3_1.jpg,"<a title=""새창 : 새재장터 홈페이지로 이동"" href=""http://www.saejaemall.com"" target=""_blank"">http://www.saejaemall.com</a>",128.0777919148,36.7593757681,6.0,20180329175728,"문경새재 초입에 위치한 '문경시 농특산물 판매장'은 문경시와 문경관광진흥공단에서 운영한다. 문경하면 떠오르는 사과, 오미자 외에도 문경에서 생산되는 다양한 종류의 특산품을 전시, 판매하고 있다.",7,,"문경시, 문경관광진흥공단 운영",문경시 농특산물 판매장(문경새재장터),36919
364,경상북도 문경시 중앙시장길 32-9,(점촌동),35,A04,A0401,A04010200,1972425,38,20141210141152,http://tong.visitkorea.or.kr/cms/resource/13/1968713_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1968713_image3_1.jpg,"문경 문화관광 <a href=""http://www.gbmg.go.kr/tour/main.do"" target=""_blank"" title=""새창 : 문경 문화관광 홈페이지로 이동"">http://www.gbmg.go.kr/tour/main.do</a>",128.19818862719998,36.594527425500004,6.0,20191212164837,"중앙시장은 근대시대(1950년대) 이후부터 상설시장이 열렸던 유서깊은 시골장이다. 점촌지역의 중심시장으로 7~80년대에 가장 성황했으나 석탄경기 이후부터 사양화길을 걷고 있다. 사계절 산나물과 지역특산품인 문경사과, 문경오미자, 약돌한우, 약돌돼지를 가장 신선하게 판매하고 있으며 의류와 이불 등 포목제품들은 수십년 경력을 가진 장인들의 손길을 느낄 수 있다.<br>",7,054-553-4545,문경중앙시장,문경중앙시장,36954
