,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,overview,sigungucode,tel,telname,title,zipcode,homepage
42,전라남도 해남군 화원면 개초길 45,(화원면),38,A03,A0303,A03030500,131061,28,20020702000000,,,126.3109763027,34.64258275,6.0,20180416160912,"전남지방의 월척산지로 1위를 차지하는 낚시터로 수심이 얕고 수초가 전지역에 분포되어 있고, 바닥 새우가 많아 먹이가 풍부하여 붕어의 성장이 좋은 곳이다. 초봄 수온 상승이 빨라 경칩이 지나면 바로 물낚시가 시작된다. 거의 전연안에서 낚시가 가능하다.
  <br />
※ 개초지 위치 - 전남 해남군 화원면 장춘리<br>",23,061-531-3612,화원면사무소,개초지(화원1호지),59003,
43,제주특별자치도 서귀포시 대정읍 가파로,(대정읍),39,A03,A0303,A03030600,131542,28,20020703000000,,,126.274188204,33.1738429901,6.0,20180418150452,"가파도를 낚시 포인트로 여기는 꾼들은 많지 않다. 섬의 규모에 비해 외형이 밋밋할 뿐만 아니라 고기가 붙어 있을때가 거의 없다시피 해서다. 그리고 조금만 더 남쪽으로 내려가면 마라도라는 어마어마한 포인트가 버티고 있는탓에 구태여 이름없는 가파도를 찾으려 하지 않았다. <br />하지만 올해는 예전과는 양상이 다르다. 한여름 태풍이 여러차례 제주도 해안을 강타하고 난 다음부터는 가파도 갯바위에도 돌돔과 벵에돔이 붙었다는 소문이 자자하다. 크고 작은 태풍이 지나면서 물속의 영양물들이 물속을 활발히 떠다니기 시작하면서 마라도보다 가파도가 오히려 좋은 조황을 보이고 있다. 또, 물고기들이 한번 움직이면 앞이 보이지 않을 정도로 그 마릿수도 만만치 않으며, 주로 수심 7m~8ｍ 정도의 얕은 바다에 몰려 있다고 한다. <br />
 3~5물때가 최고의 피크. 해뜰녘이나 해질 무렵에 입질이 집중된다.<br>",3,,갬주리코지,갬주리코지(볼락코지),63514,
44,전라남도 여수시 삼산면 거문길 28-10,(삼산면),38,A03,A0303,A03030600,131097,28,20021204000000,,,127.3169861776,35.4749251773,6.0,20180427145920,"거문도는 크게 3개의 섬으로 이루어졌다. 행정 중심지인 고도를 가운데에 두고 동쪽에 동도, 서쪽에 서도의 형태를 하고 있는데, 일반적으로 거문도라 하면 이들섬의 부속도서로서 대, 소 삼부도까지를 포함시킨다. 낚시터로서의 거문도는 선착장이 있고 내해쪽으로는 뚜렷한 조황을 나타내는 곳들이 드문 편이며 동도와 서도의 해안, 그리고 대, 소삼부 주변에 거의 모든 포인트들이 형성되어 있다. 본섬을 기준으로 할때, 동도보다는 서도의 포인트가 더 다양한 것으로 알려지며 본격 대형급 갯바위 낚시터로는 삼부도 일원 등이 손꼽힌다.
<br>",13,061-659-1266,삼산면사무소,거문도권,59790,
45,경상남도 거제시 덕포5길 35-2,(덕포동),36,A03,A0305,A03050100,2393038,28,20160714105537,http://tong.visitkorea.or.kr/cms/resource/92/2393092_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2393092_image2_1.jpg,128.7109342199,34.9121270825,6.0,20190328160021,씨라인(Sea line)은 덕포해수욕장의 맑고 푸른 바다 위를 한마리 새처럼 자유롭고 짜릿하게 활강하면서 즐기는 체험시설을 의미한다. 덕포해수욕장 해변 끝에서 반대편 해변 끝으로 날아갔다가 다시 출발지점으로 날아오는 국내 최초의 왕복체험시설이다.<br>,1,,,거제 덕포랜드 씨라인,53213,"덕포랜드 <a title=""새창 : 덕포랜드 홈페이지로 이동"" href=""http://dukpoland.co.kr/xe/"" target=""_blank"">http://dukpoland.co.kr/xe/</a>"
46,경상남도 거제시 거제면 거제도,(거제면),36,A03,A0303,A03030600,131089,28,20021204000000,http://tong.visitkorea.or.kr/cms/resource/65/1978565_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/1978565_image3_1.jpg,128.5856800942,34.850215077600005,6.0,20180607132941,"내도,대소병대도,산달도,윤돌도,이수도,지심도를 중심으로 많은 해수욕장과 산과 계곡이 즐비한 거제도에는 많은 바다낚시의 포인트가 산재해 있다.<br>",1,055-639-4178,거제관광안내소,거제도,53285,"거제관광문화 <a title=""새창 : 거제관광문화 홈페이지로 이동"" href=""http://tour.geoje.go.kr/"" target=""_blank"">http://tour.geoje.go.kr/</a>"
47,강원도 고성군 거진읍 거진항1길 62-3,(거진읍),32,A03,A0303,A03030600,131270,28,20020709000000,http://tong.visitkorea.or.kr/cms/resource/18/1813218_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1813218_image3_1.jpg,128.4616650733,38.445704551300004,6.0,20180419172502,"거진방파제는 큰방파제와 작은방파제, 4개의 T자 방파제 등이 있다. 큰방파제는 약 700m정도이고 작은방파제는 약 150m이다. 봄시즌에는 가자미, 도다리, 노래미 등과 함께 벵어돔과 망상어가 붙으며, 가을에는 살감성돔, 학꽁치 등이 나오다가 겨울에는 황어와 숭어의 입질이 활발해진다.<br>",2,033-682-2782,거진어촌계,거진방파제,24713,
48,경상남도 거창군 거창읍 심소정길 39-36,(거창읍),36,A03,A0302,A03020300,1665536,28,20120706150228,,,127.9279819277,35.6939889065,6.0,20180219163358," 거창스포츠파크는 23만㎡의 부지에 조성된 복합문화공간이다. 체육시설 뿐만 아니라 잘 꾸며진 도심 속 공원에서 조각품을 감상할 수 있는 문화시설도 갖춰져 있어 가족단위 나들이뿐만 아니라 학생들의 야외학습장으로 인기가 높다. <br />
주경기장인 종합운동장은 공인 제2종 육상경기장으로 1만 1천여명을 수용할 수 있고, 체육관, 수영장, 탁구장, 테니스장, 게이트볼장, 궁도장, 골프연습장, 족구장, 인라인장, 사격장, 농구장 등 다양한 체육시설을 갖추고 있다. <br />
거창스포츠파크는 매력있는 미래가치 창조로 거창 군민들의 자긍심 향상과 생활속에 녹아있는 친숙한 시설로 나날이 그 가치가 입증되고 있다. 또한 체육 동호인들로부터 주목받는 전국적인 체육시설로도 자리매김해 나가고 있다. <br>",2,055-945-8700~2,거창스포츠파크,거창스포츠파크,50126,"<a href=""http://www.geochangsp.go.kr"" target=""_blank"" title=""새창 : 거창스포츠파크 홈페이지로 이동"">http://www.geochangsp.go.kr</a>"
49,강원도 정선군 고한읍 고한로 83,(고한읍),32,A03,A0302,A03022600,512074,28,20080313173443,http://tong.visitkorea.or.kr/cms/resource/00/2445000_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/00/2445000_image2_1.JPG,128.8476127787,37.2054640495,6.0,20181221111536,"국내 최대 규모의 하이원 스키장 인근(스키장까지 차량으로 2~3분 소요)에서 10년째 운영중인 스키,보드 렌탈샵이다. 해마다 새로운 장비 구입 및 트렌드에 맞는 의류 구입으로 찾아주시는 고객분들께 만족을 드리고자 항상 노력하고 있다. 또한 스키장까지 장비 배달 및 픽업을 해 드리는 서비스를 하고 있다.<br>",11,,겨울세상,겨울세상,26155,"겨울세상 <a href=""http://www.겨울세상.com"" target=""_blank"" title=""새창 : 겨울세상 홈페이지로 이동"">http://www.겨울세상.com</a>"
50,강원도 평창군 대관령면 올림픽로 24,(대관령면),32,A03,A0302,A03022600,522952,28,20080319162507,http://tong.visitkorea.or.kr/cms/resource/57/447257_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/447257_image2_1.jpg,128.6999200943,37.6767040942,6.0,20181221104120,"용평에 위치한 겨울 세상은 최고 품질의 장비와 저렴한 렌탈료로 최대의 만족을 드리기 위해 노력한다.신형 장비(살로몬 보드, 스키, 숏 스키, 브레이드, 보아 부츠) 등이 입고되어있다.<br /><br />* 개업일 -  2005년 12월 1일 <br />* 용평리조트에서 약 5분 소요<br>",15,,겨울세상,겨울세상,25347,"겨울세상 <a href=""http://www.336-5556.com/"" target=""_blank"" title=""새창 : 겨울세상 홈페이지로 이동"">http://www.336-5556.com</a>"
51,경기도 포천시 내촌면 금강로 2482,(내촌면),31,A03,A0302,A03022600,505810,28,20080305100022,http://tong.visitkorea.or.kr/cms/resource/34/449234_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/449234_image3_1.jpg,127.2361743108,37.7951350935,6.0,20181220154206,* 개업일 - 2004년 11월 18일<br />* 베어스타운과 약5분 거리<br>,29,,겨울이야기,겨울이야기,11189,
52,전라북도 부안군 변산면 방파제길,(변산면),37,A03,A0303,A03030600,131278,28,20020704000000,http://tong.visitkorea.or.kr/cms/resource/91/186491_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/186491_image3_1.jpg,126.4640137357,35.6231854755,6.0,20180601165027,"격포방파제는 큰 방파제(600m)와 작은 방파제(400m)로 이루어져 있다. 큰 방파제 끝부분 외항과 내항쪽과 중간의 채석강쪽으로 꺽어진 지점 등이 인기 포인트이다. 작은 방파제는 간조시 진입할 수 있으며, 주변의 물밑여가 발달돼 있어 진입하기만 하면 좋은 조과를 누릴 수 있다. <br>",6,,,격포방파제낚시,56337,"부안 문화관광 <a href=""http://www.buan.go.kr/tour""target=""_blank""title=""부안군 문화관광 사이트로 이동"">http://www.buan.go.kr</a>"
53,경기도 화성시 양감면 사격장길 142,(양감면),31,A03,A0302,A03021600,131785,28,20040507000000,,,126.9568084469,37.0934920219,6.0,20181219171643,"경기도종합사격장은 화성시 양감면의 초록산 인근 3만 여평의 대지위에 클레이사격장, 공기총사격장, 화약총사격장, 일반인 클레이 및 권총사격장 등의 시설을 갖추고 명실공히 사격의 메카로서 일반인들에게 친근감있게 다가갈 수 있는 스포츠의 장이다. 각종 대회는 물론 초보자도 즐길 수 있는 공간으로 자리매김 되고 있다.또한 경기장 주변의 초록산삼림욕장과 월문온천 및 먹을거리촌과 연계하여 대자연속에서 현대인의 피로를 말끔히 날려버릴 수 있는 종합 레포츠타운이다.<br>",31,,경기도종합사격장,경기도종합사격장,18626,"경기도종합사격장 <a href=""http://www.ggshooting.or.kr"" target=""_blank"" title=""새창 : 경기도종합사격장 홈페이지로 이동"">http://www.ggshooting.or.kr</a>"
54,경기도 의왕시 왕송못동로 209,(월암동),31,A03,A0305,A03050100,2388712,28,20160617100726,http://tong.visitkorea.or.kr/cms/resource/87/2388687_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2388687_image2_1.jpg,126.9502807778,37.3108778568,6.0,20181218172336,"서울근교에 위치한 국내최초 호수순환 레일바이크를 탑승할 수 있는 곳이다. 포토존, 조류생태존, 스피드존 등으로 코스 구성이 이루어져 있으며 사당에서 30분거리에 위치해 접근성이 우수하며 주변에 자연학습공원, 조류생태과학관, 철도박물관이 위치하고 있어 가족이나 연인, 해외관광객들이 방문하기에 좋은 시설들을 갖추고 있다.<br>",24,,의왕레일파크,경기의왕레일파크,16107,"의왕레일파크 <a href=""http://www.uwrailpark.co.kr"" target=""_blank"" title=""새창 : 의왕레일파크 홈페이지로 이동"">http://www.uwrailpark.co.kr</a>"
55,경상남도 합천군 야로면 미숭산로 343,(야로면),36,A03,A0302,A03020200,1920072,28,20140520140652,,,128.1933020349,35.7278815062,6.0,20180103100854,"합천종합야영수련원은 2001년부터 한국 청소년경상남도 연맹에서 수탁 운영하고 있다. 수려한 자연경관을 배경으로 청소년들이 친자연적 체험활동, 심신수련활동, 자기계발 및 정서함양활동, 봉사활동 등을 통하여 배움을 실천해보고 꿈과 희망을 펼칠 수 있는 터전을 마련하고자 설립되었다.<br>",21,055-933-4815~6,합천종합야영수련원,경상남도교육청 합천종합야영수련원,50205,"<a href=""http://www.hccamp.or.kr"" target=""_blank"" title=""새창 : 경상남도교육청 합천종합야영수련원 홈페이지로 이동"">http://www.hccamp.or.kr</a>"
56,경상남도 고성군 하이면 자란만로 646,(하이면),36,A03,A0302,A03020200,131478,28,20021205000000,,,128.15217193709998,34.907487047,6.0,20180111100227,"3백리 한려수도의 중심부에 위치한 경상남도 청소년 수련원은 산, 들, 바다를 연계한 천혜의 자연경관과 1억만년전 중생대 백악기 공룡들의 발자국화석이 있는 곳으로, 완벽한 시설, 수상 활동(고무보트 타기, 수상오토바이 체험, 바나나보트 타기)을 포함한 8개영역 40개의 다양한 
 수련거리로 전국의 청소년들이 모여 함께 웃고 체험하는 청소년 수련의 장으로 대학M.T,  O.T, 일반 단체 연수 및 세미나 등 모든 행사를 지원한다. 경상남도 청소년수련원은 청소년 수련활동의 시범적 운영과 총괄지원을 위한 전국 단위의 수련장으로서, 청소년들을 자연속에서 지성과 덕성을 겸비한 인격체로 육성하고자 경상남도에서 설립한 수련시설이다. <br />
<br />
 ※ 설 립 자 - 경상남도청소년수련원(운영 - 한국스카우트 경남연맹)&nbsp;<br>",3,055-834-6211,경상남도청소년수련원,경상남도청소년수련원,52963,"<a href=""http://www.gnyouthtc.or.kr"" target=""_blank"" title=""새창 : 경상남도청소년수련원 홈페이지로 이동"">http://www.gnyouthtc.or.kr</a>"
57,경상남도 산청군 시천면 지리산대로 1,(시천면),36,A03,A0302,A03020200,131512,28,20040226000000,,,127.7569625337,35.3181366876,6.0,20180105173302,"지리산 국립공원내 해발 850m에 위치하고 있으며, 지리산은 최고봉인 천왕봉 등 3대 고봉을 위시하여 1,000m 이상의 30여개 봉우리가 있다. 지리산 내에 위치하고 있어 학생과 경상남도의 일반인을 대상으로 현장체험 위주의 자연환경 교육 및 심신 단련 장소로 많이 활용되고 있다.<br />
주최사업 - 자연학습, 야외체험 활동, 심신단련, 교양강좌, 정신수양 활동 등 민주시민으로서의 자질함양 교육 등<br>",9,055-254-4011,경상남도환경교육원,경상남도환경교육원,52236,"<a href=""http://www.gnnature.go.kr"" target=""_blank"" title=""새창 : 경상남도환경교육원 홈페이지로 이동"">www.gnnature.go.kr</a>"
58,경상북도 구미시 금오산로 336-97,(남통동),35,A03,A0302,A03020200,131212,28,20020822000000,http://tong.visitkorea.or.kr/cms/resource/80/1893680_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1893680_image3_1.jpg,128.3083810787,36.1196808252,6.0,20180118131728,"금오산 도립공원 구역 내에 위치하고 있으며, 자연경관이 수려하고 인근에 약사암, 채미정, 금오산성 등 유적지가 많아 특히 청소년들의 자연, 환경 체험학습장으로 적합하다.<br /> 
※ 설 치 자 - 경상북도<br>",4,054-452-4509,경상북도 환경연수원,경상북도 환경연수원,39309,"<a href=""http://www.igreen.or.kr/"" target=""_blank"" title=""새창 : 경상북도환경연수원 홈페이지로 이동"">http://www.igreen.or.kr/</a>"
59,서울특별시 마포구 동교로9길,(망원동),1,A03,A0302,A03022700,2553819,28,20180716133036,,,126.9227540081,37.5620148844,6.0,20190909101814,"경의선숲길은 마포구에 위치한 선형의 도심공원으로 연트럴파크라고도 불린다. 대흥동구간,연남동,새창고개구간,창전동구간,신수동구간,원효로구간을 차례로 개통하였다. 경의선 숲길은 경의선철도 위에 조성된 공원으로 지하에는 경의선과 공항철도가 복선으로 건설되어 있다. 경의선숲길은 시민들을 통해 완성해 나갈 수 있도록 비완결형 디자인으로 설계되었다. 자칫 빈공간으로 남아있을뻔한 공간을 녹지와 시민이 함께하는 공원으로 조성한 것에 의미가 있다.<br>",13,,,경의선숲길(연트럴파크),04013,"마포구청 문화관광 <a title=""새창 : 마포구청 문화관광 홈페이지로 이동"" href=""http://culture.mapo.go.kr/"" target=""_blank"">http://culture.mapo.go.kr/</a>"
60,경상북도 경주시 산내면 대현길 250-13,(산내면),35,A03,A0302,A03021700,2384260,28,20160518151545,http://tong.visitkorea.or.kr/cms/resource/44/2384244_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2384244_image2_1.jpg,129.074008372,35.7126327698,6.0,20180709132005,"경주에서 캠핑장을 즐길 수 있는 곳이며, 다양한 체험과 놀이를 즐길 수 있는 곳이다. 넓은 사이트와 계곡이 있어 여름철엔 시원하게 캠핑을 즐길 수가 있으며, 캠핑장 조성이 잘 되어 있는 곳이다. <br />※ 본 캠핑장은(관광진흥법에 의거) 관광사업 등록 캠핑장임.<br>",2,,산내 반딧불이캠핑장 다음카페,경주 산내 반딧불이캠핑장,38187,"산내 반딧불이캠핑장 다음카페 <a href=""http://cafe.daum.net/kjautomcamping"" target=""_blank"" title=""새창 : 경주산내반딧불이캠핑장 다음카페로 이동"">http://cafe.daum.net/kjautomcamping</a>"
61,경상북도 경주시 국당3길 5,(사정동),35,A03,A0302,A03020500,1052807,28,20100630172506,,,129.2074878464,35.828358333000004,6.0,20181219135715,"'천년고도' 경주는 문화역사관광도시이자 '자전거 천국'이다. 경주의 주요 역사유적지를 연결해 조성한 경주의 자전거도로는 총 98.5㎞에 이른다. 경주시와 민간단체인 전통문화진흥회, 경주자전거문화유적체험투어단, 신라문화원 등에서는 문화유적지와 연계한 다양한 자전거 관광코스를 개발해 운영하고 있다.그중에서도 6코스로 구성된 과거와 현재, 그리고 미래 속으로(15㎞), 낭산의 신비를 찾아서(20km), 도심 속의 숨은 유적 찾기(17.23km), 신라통일의 자취를 하이킹으로 찾는다(20㎞), 신라의 흥망성쇠를 찾아서(25㎞), 오늘의 경주 하이킹 코스(40㎞)는 자전거를 타면서 천년을 이어온 고대왕국의 흔적을 쉽게 만날 수 있는 자전거 코스이다. <br>",2,,경주시청,경주 자전거 투어 코스,38169,
62,경상북도 경주시 천북남로 176,(손곡동),35,A03,A0302,A03020200,131705,28,20021108000000,http://tong.visitkorea.or.kr/cms/resource/63/1891363_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/1891363_image3_1.jpg,129.295001686,35.8534488221,6.0,20180110140226,"경주지역 고적답사 코스의 정 중앙에 위치하고 자연 녹지대로 둘러싸인 청소년 전용지구 안에 자리하여 고적답사 및 생활지도 하기에 알맞은 곳이다. 이곳은 청소년들에게 정서순화 활동, 심신단련활동, 자율활동, 의식활동, 환경보호 활동, 전통문화 계승 활동 등 각종 청소년 단체활동 교육프로그램을 제공하여 넓고 깊고 따뜻한 마음을 가질 수 있도록 지도하고 있다. 총 1600여명 정도를 수용할 수 있으며 식당도 560석의 대형규모를 자랑하고 있다. 축구장, 농구장, 배구장, 족구장, 실외수영장, 캠프파이어장, 극기훈련장 등이 있으며 산악자전거로, 등산로, 자연 체험장 등 다양한 레포츠를 이용할 수 있다. 비가와도 레크레이션 활동에 지장 없이 실내 활동장도 마련되어 있다. <br>",2,054-749-5000,경주보문 청소년수련원,경주보문 청소년수련원,38116,"<a href=""http://www.bomoonyouth.co.kr"" target=""_blank"" title=""새창 : 경주보문 청소년수련원 홈페이지로 이동"">http://www.bomoonyouth.co.kr</a>"
63,경상북도 경주시 보문로 424-11,(신평동),35,A03,A0302,A03021600,131830,28,20070311000000,http://tong.visitkorea.or.kr/cms/resource/57/1880357_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1880357_image3_1.jpg,129.2865360294,35.8440386126,6.0,20181220133424,"신라천년의 경주는 유네스코에 의해 불국사, 석굴암과 경주역사 유적지구(5개지구)가 세계 문화유산으로 지정되었으며 수많은 문화재와 그리고 유적이 살아숨쉬는 역사적 도시다. 그 중 보문관광단지는 보문호의 수려한 자연경관을 배경으로 호텔, 콘도, 골프장, 야외공연장, 경주월드 등 각종 문화 레져시설을 두루 갖춘 국제적 관광단지로, 경주를 찾는 관광객에게 문화유적답사와 레져, 가족단위 휴양지로서의 즐거움을 주고 있다.여기에 경주보문관광실탄사격장은 우리나라에서 쉽게 접할 수 없었던 권총들을 수입, 구비하여 누구나 쉽게 권총사격을 경험할 수 있도록 준비해 놓고 있다.<br>",2,,경주보문실탄사격장,경주보문실탄사격장,38117,"경주보문실탄사격장  <a href=""http://www.kjshooting.com"" target=""_blank"" title=""새창 : 경주보문실탄사격장 홈페이지로 이동"">http://www.kjshooting.com</a>"
64,경상북도 경주시 알천북로 131,(황성동),35,A03,A0302,A03020200,131885,28,20070110000000,http://tong.visitkorea.or.kr/cms/resource/72/1891472_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1891472_image3_1.jpg,129.2158863483,35.855130469,6.0,20180118102841,"경주시 청소년 수련관은 1995년 1월에 개관하여 특기적성프로그램과 청소년방과후아카데미, 청소년화랑체험활동 등을 주관하고 있다. 이러한 다양한 체험활동 기회를 부여하여 청소년들의 건전한 여가선용을 통한 탈선예방과 개인의 잠재능력 개발은 물론 각종 자격증 취득을 통한 사회활동에 필요한 실질적인 생활능력을 배양 할 수 있다.<br>",2,054-779-6171~6,경주시청소년수련관,경주시청소년수련관,38088,"<a href=""http://youth.gyeongju.go.kr/"" target=""_blank"" title=""새창 : 경주시청소년수련관 홈페이지로 이동"">http://youth.gyeongju.go.kr/</a>"
65,경상북도 경주시 보문로 319,(신평동),35,A03,A0302,A03020700,131132,28,20040223000000,,,129.2847108635,35.855442846500004,6.0,20180308171949,"신라 천년의 고도 경주 보문관광단지 내에 위치하고 있는 36홀 골프장으로써 많은 골프 동호인으로부터 국제적인 명문코스라고 정평이 나 있으며, 천마코스는 페어웨이가 넓고 후레드하고 광활한 남성적인 코스인 반면, 화랑코스는 업다운이 적당히 있고 아기자기한 부드러운 여성적인 코스이다. 특히 화랑코스는 홀과 홀사이 자연 경관을 그대로 살린 크고 작은 연못이 조성되어 시원스러움을 더해주고 있다.<br>",2,054-740-7114,경주신라컨트리클럽,경주신라컨트리클럽,38116,"<a href=""http://sillacc.co.kr"" title=""새창 : 신라컨트리클럽 홈페이지로 이동"" target=""_blank"">http://sillacc.co.kr/</a>"
66,경상북도 경주시 보문로 544,(천군동),35,A03,A0302,A03021400,131702,28,20031216000000,http://tong.visitkorea.or.kr/cms/resource/21/2044921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2044921_image2_1.jpg,129.2791591242,35.836114367600004,6.0,20190121130652,"경주월드는 1985년에 영남지역 최초로 종합 유희시설 공원으로 등록하여, 현재 23여 종의 놀이기구와 천여 명을 수용할 수 있는 야외수영장 그리고 눈썰매장을 운영하고 있다. 특히 눈썰매장은 1994년 말에 처음 설치하였으며, 매년 시설 확장을 실시하여 지금은 썰매장에는 드물게 전용 리프트까지 갖춘 총 3개소의 눈썰매장을 운영하고 있다.<br>",2,,경주월드,경주월드 눈썰매장,38117,"경주월드 <a href=""http://www.gjw.co.kr"" title=""새창 : 경주월드 홈페이지로 이동"" target=""_blank"">http://www.gjw.co.kr</a>"
67,경상북도 경주시 보문로 182-98,(북군동),35,A03,A0302,A03020700,131557,28,20040224000000,,,129.26302917200002,35.8644775271,6.0,20180308164339,"경주컨트리클럽은 한국골프의 대중화를 선도하는 국내 최고의 대중골프장이다. 천년고도의 경주 보문관광단지에 위치하며 보문 호반을 중심으로 구성되어 자연경관이 수려하고 보문호수 및 보문관광단지 전경을 한눈에 볼 수 있다. 밤에 즐기는 환상적인 Light 경기는 경주컨트리클럽의 자랑으로, 전홀 라이트시설을 완비하여 새벽 및 야간에도 골프를 부담없이 즐길 수 있다.<br>",2,054-778-8900,경주컨트리클럽,경주컨트리클럽,38116,"<a href=""http://www.kyongjugolf.co.kr"" title=""새창 : 경주컨트리클럽 홈페이지로 이동"" target=""_blank"">www.kyongjugolf.co.kr</a>"
68,경상북도 상주시 사벌면 경천로 652-18,(사벌면),35,A03,A0302,A03021400,131880,28,20061129000000,http://tong.visitkorea.or.kr/cms/resource/77/1968577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1968577_image3_1.jpg,128.24373295430001,36.4554219407,6.0,20190121132409,"천혜의 절경으로 낙동강 물길 중 가장 아름답다고 정평이 난 경천대 관광지 내에 위치하고 있다. 120M와 20M길이의 크고 작은 슬로프가 있고, 눈싸움도 할 수 있는 넓은 공간이 있다. 썰매 타러 가는 길을 비닐터널로 만들어 따뜻하고, 넓은 휴게실에서 편히 쉴 수 있다.<br>",9,,경천대랜드,경천대랜드 눈썰매장,37128,"경천대랜드 <a href=""http://gcland.co.kr"" target=""_blank"" title=""새창 : 경천대랜드 홈페이지로 이동"">http://gcland.co.kr</a>"
69,경상북도 문경시 동로면 인곡리,(동로면),35,A03,A0303,A03030500,131064,28,20020704000000,http://tong.visitkorea.or.kr/cms/resource/82/1968582_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/1968582_image3_1.jpg,128.3093423518,36.7005895692,6.0,20180615112041,"자연경관과 낚시터로 유명한 곳, 경천호<br>
경천호는 경상북도 문경시에 위치하며 낙동강 지류인 금천을 막아서 만든 전형적인 계곡형 저수지로 물이 맑고 수심이 깊은 광활한 호수다. 
1983년 6월에 착공하여 3년 6개월 간의 공사 기간과 602억원을 들여 1986년 12월에 준공하였다. 제방길이 368m, 높이 63.5m, 최대수심 57m이며 총저수량 2,822만톤으로 문경, 예천 2개시군 9개읍면에 76개 리동의 몽리면적 3,400ha에 농업용수를 공급하여 준다.<br />
<br />
 <br>

적성리 황장산에서 발원한 수원이 골짜기마다 흐르던 개울과 함께 경천호를 가득채운 경천댐은 무엇보다 공해없는 맑은 물 수려한 경관으로 피서를 겸한 낚시터로 인기가 있으며 담수 초기에 향어 가두리양식장에서 흘러나온 향어와 금천이란 이름 그대로 비단같이 물이 맑아 댐이 축조되기 전에는 메기, 피라미, 꺽지 등 강고기의 보고로 1급 천렵지였던 곳에 댐이 조성되어 어느 댐보다도 어종과 수량이 풍부하여 지금은 월척 붕어들을 쉽게 낚을 수 있을 뿐 아니라 최근에는 빙어양식과 은어방류로 강태공의 구미를 한층 돋우고 있다. <br />
<br />
<br>

댐 축조에 얽힌 전설에 대하여<br>
댐 축조와 관련된 전설이 전해 오고 있다. 동로면 수평리에서 3대째 머슴살이를 하던 단양장씨(丹陽張氏)가 있었는데, 천주사의 수도승이 알려준 대로 당대에 천석꾼이 난다는 명당자리에 묘를 쓴 후 9대까지 주손(主孫)은 이곳을 찾지 말라는 말에 따라 예천으로 이사를 가자 가산이 늘기 시작하여 부자가 되었다고 한다. 또한 수평리를 무드리라 하였는데, 댐의 제방 장소를 장씨 묘소로 정하고 수십 개소에 암반층 탐사작업을 벌였으나 지하 18m를 내려가도 암반층을 만나지 못해 지금의 위치에 축조를 하고 담수를 하자 댐의 물이 묘소 앞까지 차들어와 명당에 걸맞는 환경이 조성되었다고 한다. 수평리는 그 지명이 암시하듯 물들이 되었고, 수한리는 무랑, 곧 물안이 되었다. <br>",7,054-552-2517,경천호,경천호,36904,"문경 문화관광 경천호페이지 <a title=""새창 : 문경 문화관광 경천호페이지로 이동"" href=""https://www.gbmg.go.kr/tour/contents.do?mId=0201070000"" target=""_blank"">https://www.gbmg.go.kr/tour/contents.do?mId=0201070000</a>"
70,경상남도 산청군 금서면 친환경로 2619-2,(금서면),36,A03,A0303,A03030800,131853,28,20060607000000,http://tong.visitkorea.or.kr/cms/resource/23/1611423_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1611423_image3_1.jpg,127.8721830777,35.418571833200005,6.0,20180411152734,"경호강 래프팅은 심신의 스트레스와 피로를 자연속에서 확실히 해소시키자는 각오로 편안한 즐거움에 주력을 다하고 있다. 누구든, 어느때든 찾아가면 항상 한아름 즐거움을 안고 돌아갈 수 있는 신나는 곳이라 할 수 있다.
 야유회, 여름휴가, 안락한 휴식을 위한 펜션 등 숙박시설도 갖추어져 있으며 최고의 경력을 가진 가이드(자격 소지필)들과 완벽한 장비, 철저한 서비스를 바탕으로 하고 있다. 거기다 풀벌레 소리 들리는 자연과 함께 편안한 휴식처를 느낄 수 있을 것이다.<br>",9,055-972-2002,경호강래프팅,경호강래프팅,52215,"산청 문화관광 <a href=""http://www.sancheong.go.kr/tour/index.do"" target=""_blank"" title=""새창 : 산청 문화관광 홈페이지로 이동"">http://www.sancheong.go.kr/tour/index.do</a>"
