,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode
259,부산광역시 남구 신선로 397-2,,6,A05,A0502,A05020100,849871,39,20091030121514,http://tong.visitkorea.or.kr/cms/resource/18/1866518_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1866518_image3_1.jpg,129.0981282334,35.1212302164,6.0,20190807112048,17539,4,051-622-2366,고향집칼국수,48536
260,경기도 용인시 기흥구 갈천로7번길 63-4,,31,A05,A0502,A05020100,134066,39,20031230000000,,,127.1066010386,37.2709797157,6.0,20191217165629,41705,23,031-283-7788,고향촌,17064
261,대전광역시 중구 보문로 305,(선화동),3,A05,A0502,A05020100,2580465,39,20181219151620,,,127.4199432535,36.3293908735,6.0,20190118160621,26,5,042-253-0088,고향콩나물,34862
262,서울특별시 종로구 수표로 134,,1,A05,A0502,A05020100,2556003,39,20180801102412,,,126.9884143797,37.5729731206,6.0,20190125131207,1017,23,02-763-3142,고향풍천장어,03133
263,경상남도 거제시 고현로6길 26,1층(고현동),36,A05,A0502,A05020100,2577561,39,20181213103933,,,128.6234536844,34.8842202899,6.0,20190118135304,22,1,055-634-2535,고현장어,53254
264,경상남도 거제시 거제중앙로 1938-4,"(고현동),1층",36,A05,A0502,A05020300,2577564,39,20181213104315,,,128.6227980013,34.8911667232,6.0,20190118135345,8,1,055-637-6355,고현횟집,53251
265,전라남도 목포시 복산길6번길 40,(옥암동),38,A05,A0502,A05020100,2583173,39,20181226155621,,,126.4362141002,34.8063663643,,20190117101931,15,8,061-285-2928,고흥식당(하당점),58686
266,전라남도 고흥군 고흥읍 고흥로 1892-67,,38,A05,A0502,A05020100,1364103,39,20110816134000,,,127.2974875283,34.6126608217,6.0,20190107160036,16439,2,061-834-0092,고흥한우직판장,59536
267,경상남도 통영시 도남로 280,(도남동),36,A05,A0502,A05020100,2572610,39,20181203164731,,,128.4324496077,34.8266705191,6.0,20190114160857,13,17,055-646-2644,곤리도횟집,53079
268,경기도 부천시 도약로 1,,31,A05,A0502,A05020100,2534393,39,20180124093527,,,126.7465492434,37.5125647142,6.0,20190116090542,1646,11,032-320-6001,골드러시,14505
269,서울특별시 용산구 이태원로42길 60,,1,A05,A0502,A05020200,2493810,39,20170526105244,http://tong.visitkorea.or.kr/cms/resource/48/2493748_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/48/2493748_image2_1.JPG,127.0013586618,37.5370636368,6.0,20190731144406,5311,21,02-794-7073,골든불,04400
270,제주특별자치도 제주시 천수로 12,,39,A05,A0502,A05020100,1868009,39,20131206131658,,,126.5384467843,33.5024497344,6.0,20190920105111,3459,4,064-753-6949,골막식당,63215
271,경기도 광주시 곤지암읍 경충대로 621,,31,A05,A0502,A05020100,133432,39,20040220000000,http://tong.visitkorea.or.kr/cms/resource/74/1956574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1956574_image3_1.jpg,127.3398887554,37.3503663960,6.0,20190226100711,20921,5,031-762-6265,골목집소머리국밥,12804
272,울산광역시 남구 장생포고래로 123-1,(장생포동),7,A05,A0502,A05020100,2574449,39,20181206110619,,,129.3685607729,35.5024841775,,20190123165048,5,2,052-260-4369,골목할매집,44780
273,서울특별시 중구 무교로 24,,1,A05,A0502,A05020100,133276,39,20030411000000,,,126.9794597784,37.5680957492,6.0,20190214090709,25510,24,02-756-3249~50,곰국시집,04521
274,서울특별시 중구 명동10길 19-3,,1,A05,A0502,A05020100,1939141,39,20140805105436,http://tong.visitkorea.or.kr/cms/resource/12/1939112_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/1939112_image2_1.jpg,126.9855926950,37.5630742201,6.0,20190903161535,5823,24,02-756-3449,곰국시집,04537
275,경상남도 창원시 의창구 창이대로107번길 7,(명서동),36,A05,A0502,A05020100,2575889,39,20181210143053,,,128.6497640426,35.2414418519,6.0,20190117163958,11,16,"055-265-8959, 010-2916-8959",곰내,51388
276,경상남도 창원시 의창구 의창대로 51-7,"2, 3, 4층(소계동)",36,A05,A0502,A05020100,2575898,39,20181210143929,,,128.6060341289,35.2563171634,6.0,20190118101933,11,16,055-277-3635,곰달청기와,51187
277,경상남도 남해군 설천면 노량로 187,,36,A05,A0502,A05020100,1369253,39,20110823151309,,,127.8737843085,34.9407895239,6.0,20190104174924,29548,5,055-862-1414,곰바우횟집,52400
278,서울특별시 강남구 영동대로115길 10,(삼성동),1,A05,A0502,A05020100,133868,39,20040824000000,http://tong.visitkorea.or.kr/cms/resource/39/1490439_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1490439_image3_1.jpg,127.0588096145,37.5148839117,6.0,20181116105048,31185,1,02-511-0068,곰바위(봉은사본점),06087
279,강원도 춘천시 춘천로 19,,32,A05,A0502,A05020100,2504527,39,20170828145007,http://tong.visitkorea.or.kr/cms/resource/90/2504390_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2504390_image2_1.jpg,127.7213057735,37.8669495701,6.0,20190729153416,2600,13,033-255-5500,곰배령,24364
280,부산광역시 사상구 낙동대로 1564,,6,A05,A0502,A05020100,134326,39,20020926000000,http://tong.visitkorea.or.kr/cms/resource/17/1902117_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1902117_image3_1.jpg,128.9878357701,35.1965808534,6.0,20191218163052,21866,9,051-304-7733,곰보식당,46901
281,충청남도 태안군 남면 안면대로 1610-27,,34,A05,A0502,A05020100,1907855,39,20140325112252,,,126.3118797200,36.6141972259,6.0,20190911094944,8819,14,041-675-5527,곰섬나루,32158
282,전라북도 부안군 진서면 청자로 1086,,37,A05,A0502,A05020100,686350,39,20090129174728,http://tong.visitkorea.or.kr/cms/resource/28/1976728_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/1976728_image3_1.jpg,126.6170201641,35.5984880793,6.0,20190528155226,17271,6,063-584-8007,곰소쉼터,56346
283,울산광역시 동구 등대1길 7,2층(방어동),7,A05,A0502,A05020100,2572258,39,20181203135908,,,129.4282447698,35.4915448646,,20190122111039,13,3,052-252-0012,곰솔한우프라자,44059
284,전라남도 목포시 호남로58번길 14,,38,A05,A0502,A05020100,133295,39,20021115000000,http://tong.visitkorea.or.kr/cms/resource/34/1972334_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1972334_image3_1.jpg,126.3843856613,34.7932475477,6.0,20191211170804,21255,8,,곰집갈비,58723
285,경상남도 창원시 진해구 진해대로874번길 6-2,(석동),36,A05,A0502,A05020100,2575903,39,20181210144420,,,128.7058726844,35.1515001880,6.0,20190117163933,10,16,055-544-7080,곱창전문곱돌이,51661
286,경상남도 고성군 고성읍 성내로 43,,36,A05,A0502,A05020100,2579169,39,20181217160442,,,128.3141448634,34.9768432646,6.0,20190117101024,6,3,055-673-3388,공룡나라고성한우프라자,52936
287,경상남도 고성군 고성읍 공룡로 3078,,36,A05,A0502,A05020100,2579186,39,20181217160958,,,128.3222668880,34.9573928110,6.0,20190117101039,1,3,055-674-1158,공룡알,52934
288,울산광역시 울주군 언양읍 헌양길 32,,7,A05,A0502,A05020100,2571999,39,20181130155923,,,129.1254691173,35.5652336710,,20190121174658,8,5,052-262-0421,공원불고기,44941
289,경상남도 창녕군 부곡면 온천1길 19,,36,A05,A0502,A05020100,133685,39,20040225000000,,,128.5866308420,35.4400878081,6.0,20190318142641,19169,15,055-536-6555,공원숯불갈비,50365
290,부산광역시 중구 대청로126번길 20,,6,A05,A0502,A05020100,133804,39,20021105000000,,,129.0340454625,35.1012507151,6.0,20191216172235,24957,15,051-245-3367,공원집,48951
291,강원도 홍천군 동면 월운로 28-20,,32,A05,A0502,A05020100,607440,39,20080811150955,http://tong.visitkorea.or.kr/cms/resource/63/611163_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/611163_image3_1.jpg,127.9301924567,37.6761478550,6.0,20190218102328,5764,16,033-433-3968,공작산송어횟집,25153
292,경상남도 남해군 미조면 미조로 230,,36,A05,A0502,A05020100,2035463,39,20151023131800,,,128.0478083619,34.7107377846,6.0,20190221091358,4677,5,055-867-6728,공주식당,52442
293,대전광역시 서구 변동로 95,(변동),3,A05,A0502,A05020100,2580470,39,20181219152009,,,127.3836577453,36.3243408067,6.0,20190118160940,10,3,042-522-8982,공주얼큰이칼국수쭈꾸미,35317
294,인천광역시 중구 마시란로 11,,2,A05,A0502,A05020100,403424,39,20080119215401,http://tong.visitkorea.or.kr/cms/resource/68/400368_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/400368_image3_1.jpg,126.4225923646,37.4243664884,6.0,20190723153842,20137,10,032-746-3005,공항마을,22385
295,경상북도 포항시 북구 대해로 39,,35,A05,A0502,A05020100,649432,39,20081110153611,,,129.3558135630,36.0278830481,6.0,20190529161204,23594,23,054-283-9666,과메기특구 일호식당,37750
296,전라남도 구례군 마산면 화엄사로 381,,38,A05,A0502,A05020100,1375276,39,20110831161703,,,127.4881326082,35.2431571150,6.0,20190211105203,45303,5,061-782-4159,관광식당,57616
297,경기도 이천시 경충대로 2934,,31,A05,A0502,A05020100,133182,39,20031014000000,http://tong.visitkorea.or.kr/cms/resource/76/1956576_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1956576_image3_1.jpg,127.4185276645,37.2945687257,6.0,20191213160252,24382,26,031-635-6561,관촌순두부,17308
298,경기도 남양주시 진접읍 금강로1845번길 1,,31,A05,A0502,A05020100,615484,39,20080827101928,http://tong.visitkorea.or.kr/cms/resource/41/1788141_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1788141_image3_1.jpg,127.2086114752,37.7496093351,6.0,20190218090757,18307,9,"031-527-3334, 528-2828",광릉돌솥밥,12018
299,강원도 평창군 봉평면 태기로 102,,32,A05,A0502,A05020100,2428173,39,20160929100126,,,128.3219707831,37.5871155536,6.0,20180206142553,510,15,033-333-8451,광명식당,25306
300,경상남도 밀양시 상동면 안인1길 32-1,,36,A05,A0502,A05020100,133644,39,20031028000000,http://tong.visitkorea.or.kr/cms/resource/68/1892868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/1892868_image3_1.jpg,128.7634575952,35.5203514535,6.0,20191213104215,23853,7,055-354-6185,광명횟집,50409
301,강원도 고성군 죽왕면 가진해변길 114,,32,A05,A0502,A05020100,624805,39,20080917133514,http://tong.visitkorea.or.kr/cms/resource/87/588887_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/588887_image3_1.jpg,128.5095631260,38.3687089140,6.0,20190610151609,21377,2,033-682-3665,광범이네활어센타,24744
302,인천광역시 강화군 불은면 해안동로 464-8,,2,A05,A0502,A05020100,855133,39,20091103205342,http://tong.visitkorea.or.kr/cms/resource/00/1899000_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/1899000_image3_1.jpg,126.5259207718,37.6625378017,6.0,20190201155414,19970,1,032-937-5420,광성보숯불장어,23047
303,인천광역시 강화군 불은면 해안동로466번길 8-13,,2,A05,A0502,A05020100,855328,39,20091103205747,http://tong.visitkorea.or.kr/cms/resource/50/1899050_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1899050_image3_1.jpg,126.5284871802,37.6633933033,6.0,20190403103128,21788,1,032-937-2280,광성보한식전문점,23047
304,경상북도 문경시 문경읍 새재로 918,,35,A05,A0502,A05020100,1965375,39,20141117110741,http://tong.visitkorea.or.kr/cms/resource/62/1961162_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/1961162_image3_1.jpg,128.0771836053,36.7604256366,6.0,20190828163954,3837,7,054-572-3466,광성식당,36919
305,서울특별시 양천구 남부순환로 531,,1,A05,A0502,A05020100,232249,39,20071005000000,,,126.8379517753,37.5212847704,6.0,20190131135714,20176,19,02-2697-9999,광양불고기,07928
306,서울특별시 강남구 도곡로99길 16,,1,A05,A0502,A05020100,232271,39,20071015000000,,,127.0659871075,37.5018716621,6.0,20190807161624,21232,1,02-567-8494,광양불고기본가,06189
307,광주광역시 서구 상무대로867번길 23,,5,A05,A0502,A05020100,1948628,39,20140917150148,,,126.8556352183,35.1516677308,6.0,20190830110823,4643,5,062-375-9292,광양숯불구이,61965
308,경기도 안산시 단원구 광덕동로 101,,31,A05,A0502,A05020100,604026,39,20080805131808,,,126.8326247277,37.3136143376,6.0,20190221180637,19930,15,031-419-9233,광양참숯불구이,15462
309,제주특별자치도 제주시 광양13길 25,,39,A05,A0502,A05020100,1861336,39,20131121150916,http://tong.visitkorea.or.kr/cms/resource/47/1860747_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1860747_image3_1.jpg,126.5326584566,33.4998832591,6.0,20190920161105,4330,4,064-751-1777,광양해장국,63209
310,경기도 양평군 용문면 용문산로 120-11,,31,A05,A0502,A05020100,1909692,39,20140331151142,,,127.6055268315,37.5074502750,6.0,20190911094409,9652,19,031-774-4700,광이원,12511
311,대전광역시 유성구 어은로58번길 18,,3,A05,A0502,A05020100,1925387,39,20140612141141,,,127.3575145725,36.3636997292,6.0,20190904145515,2750,4,042-862-4640,광장,34139
312,대구광역시 서구 서대구로2길 8,,4,A05,A0502,A05020100,858967,39,20091103223542,http://tong.visitkorea.or.kr/cms/resource/52/1897052_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1897052_image3_1.jpg,128.5579218374,35.8591399676,6.0,20190402093409,23589,6,053-567-9800,광장복어,41866
313,전라북도 김제시 요촌중1길 8,,37,A05,A0502,A05020100,1603612,39,20120416161445,,,126.8901044739,35.8036582746,6.0,20191104153925,3353,3,063-547-3346,광주복집,54382
314,경기도 광주시 경안천로 33,,31,A05,A0502,A05020100,798055,39,20090904160729,http://tong.visitkorea.or.kr/cms/resource/16/1887716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/1887716_image3_1.jpg,127.2640049365,37.4140826413,6.0,20190213100643,17819,5,031-769-6363,광주본갈비,12741
315,전라북도 부안군 변산면 채석강길 24-13,,37,A05,A0502,A05020100,1604985,39,20120417163953,,,126.4705019188,35.6282238998,,20190207100539,4725,6,063-582-8708,광주횟집,56337
316,대전광역시 중구 대종로505번길 29,,3,A05,A0502,A05020100,1807489,39,20130425134349,,,127.4235762841,36.3285799202,6.0,20191004142001,18042,5,042-226-4751,광천식당,34838
317,대전광역시 서구 계룡로 670-16,(용문동),3,A05,A0502,A05020100,2580483,39,20181219153032,,,127.3943675784,36.3361674225,6.0,20190118161242,17,3,042-533-4415,광천식당(용문동),35304
318,강원도 양구군 남면 가오작리 1051-1,,32,A05,A0502,A05020100,626766,39,20080919172855,http://tong.visitkorea.or.kr/cms/resource/83/590883_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/590883_image3_1.jpg,128.0478514432,38.1306666780,6.0,20190610142108,15453,6,033-481-4095,광치막국수,24552
319,서울특별시 종로구 새문안로5가길 7,,1,A05,A0502,A05020100,2544573,39,20180426102729,http://tong.visitkorea.or.kr/cms/resource/47/2544547_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/47/2544547_image2_1.bmp,126.9740156982,37.5727701079,6.0,20190123174253,1501,23,02-731-2500,광화문한옥집,03173
320,제주특별자치도 서귀포시 성산읍 독자봉로 2,,39,A05,A0502,A05020100,404124,39,20080119223156,http://tong.visitkorea.or.kr/cms/resource/12/401412_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/12/401412_image2_1.JPG,126.8769201433,33.3830878021,6.0,20191107101021,18792,3,064-787-1055,괸당네식당,63634
321,전라북도 전주시 완산구 은행로 52,,37,A05,A0502,A05020100,1855062,39,20131031135135,http://tong.visitkorea.or.kr/cms/resource/33/1976733_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1976733_image3_1.jpg,127.1522808214,35.8153448021,6.0,20190228090500,4209,12,063-288-2232,교동떡갈비,55042
322,전라북도 전주시 완산구 태조로 26,,37,A05,A0502,A05020100,1855141,39,20131031154509,http://tong.visitkorea.or.kr/cms/resource/37/1976737_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1976737_image3_1.jpg,127.1520141969,35.8146393219,6.0,20190924141212,4727,12,063-288-2282,교동석갈비,55042
323,전라북도 전주시 완산구 향교길 61,,37,A05,A0502,A05020400,1855187,39,20131031161409,http://tong.visitkorea.or.kr/cms/resource/42/1976742_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/1976742_image3_1.jpg,127.1528919678,35.8119146467,6.0,20190924133325,3545,12,063-284-3544,교동집,55044
324,강원도 평창군 대관령면 횡계길 30,(대관령면),32,A05,A0502,A05020400,2428184,39,20160929100342,,,128.7088554983,37.6735157465,6.0,20160929100342,657,15,033-336-2111,교동짬뽕,25344
325,강원도 평창군 진부면 경강로 4076,(진부면),32,A05,A0502,A05020400,2428178,39,20160929100233,,,128.5895331340,37.6665114796,6.0,20160929100233,503,15,033-334-5778,교동짬뽕,25322
326,전라북도 전주시 완산구 태조로 12,,37,A05,A0502,A05020100,1855213,39,20131031164426,http://tong.visitkorea.or.kr/cms/resource/51/1976751_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1976751_image3_1.jpg,127.1533918401,35.8150892943,6.0,20190923153609,4753,12,063-288-4004,교동한식,55041
327,대구광역시 중구 교동길 40,,4,A05,A0502,A05020100,403894,39,20080119222230,http://tong.visitkorea.or.kr/cms/resource/79/400979_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/400979_image3_1.jpg,128.5967735782,35.8732390874,6.0,20190719173527,22705,8,053-426-3509,교동할매빈대떡,41912
328,경기도 파주시 교하로 1290,,31,A05,A0502,A05020100,1795686,39,20130214180547,,,126.7369990309,37.7487648285,6.0,20191016140957,17050,27,031-942-7788,교하정,10866
329,경상남도 거창군 거창읍 강남로 164,,36,A05,A0502,A05020100,1599466,39,20120410151354,,,127.9152499825,35.6841842335,6.0,20190130111417,14348,2,055-942-7496,구구추어탕,50144
330,부산광역시 사상구 학감대로39번안길 15-17,,6,A05,A0502,A05020100,135287,39,20060817000000,,,128.9977755336,35.1328603979,6.0,20191226165543,21646,9,051-311-0127,구덕민속촌,47055
331,충청남도 부여군 부여읍 나루터로 25,,34,A05,A0502,A05020100,2389603,39,20160623091811,http://tong.visitkorea.or.kr/cms/resource/99/2389599_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/99/2389599_image2_1.JPG,126.9100012120,36.2848870071,6.0,20190213131102,3130,6,"041-832-1122,1133",구드래 한우타운,33139
332,충청남도 부여군 부여읍 나루터로 31,,34,A05,A0502,A05020100,133947,39,20040102000000,http://tong.visitkorea.or.kr/cms/resource/90/892190_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/892190_image3_1.jpg,126.9096123463,36.2853508367,6.0,20190213162903,39612,6,041-836-9259,구드래돌쌈밥,33139
333,전라남도 구례군 산동면 지리산온천로 72,,38,A05,A0502,A05020900,2553063,39,20180709144820,,,127.4387907937,35.3098681740,6.0,20190125140009,643,5,061-781-7235,구례삼촌(관광두레 주민사업체),57603
334,충청북도 청주시 상당구 문의면 문의시내로 50-1,,33,A05,A0502,A05020100,1014231,39,20100504133021,http://tong.visitkorea.or.kr/cms/resource/48/1022848_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/1022848_image3_1.jpg,127.4975506058,36.5178984577,6.0,20191210094931,20421,10,043-297-6754,구룡식당,28208
335,경상북도 포항시 남구 구룡포읍 동해안로 4288,,35,A05,A0502,A05020100,134149,39,20040822000000,http://tong.visitkorea.or.kr/cms/resource/61/1902361_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1902361_image3_1.jpg,129.5379665501,35.9489343403,6.0,20191217161606,16767,23,054-284-7242,구룡장어,37940
336,전라남도 광양시 광양읍 옹기길 1,,38,A05,A0502,A05020900,1373667,39,20110830140248,,,127.5741433578,34.9624013262,6.0,20190104174609,32009,4,061-762-9990,구름에달가듯이,57761
337,대전광역시 대덕구 신탄진동로 60,(신탄진동),3,A05,A0502,A05020300,2580489,39,20181219153847,,,127.4359385888,36.4481720102,6.0,20190118162451,5,1,042-932-5912,구미횟집,34308
338,서울특별시 서대문구 신촌로 87-22,,1,A05,A0502,A05020100,681205,39,20090119095501,http://tong.visitkorea.or.kr/cms/resource/82/1289282_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/1289282_image3_1.jpg,126.9342669241,37.5592987393,6.0,20190528175348,18984,14,02-336-2069,구월산,03789
339,강원도 평창군 진부면 진부중앙로 48,,32,A05,A0502,A05020100,1812224,39,20130521155931,,,128.5575591717,37.6358255263,6.0,20190116172503,7886,15,033-335-7602,구이구이숯불생선구이,25332
340,대구광역시 서구 평리로35길 28-10,,4,A05,A0502,A05020100,1944750,39,20140827144743,http://tong.visitkorea.or.kr/cms/resource/77/1944777_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1944777_image3_1.jpg,128.5439563133,35.8623226838,6.0,20190902144224,3557,6,053-567-9826,구일식당,41843
341,서울특별시 강남구 논현로161길 13,,1,A05,A0502,A05020100,1926032,39,20140616164050,http://tong.visitkorea.or.kr/cms/resource/89/1923289_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1923289_image3_1.jpg,127.0270011596,37.5233351362,6.0,20190906143956,4069,1,02-545-2489,구정칼국수,06031
342,부산광역시 중구 보수대로36번길 14-1,,6,A05,A0502,A05020100,133227,39,20070831000000,http://tong.visitkorea.or.kr/cms/resource/02/612202_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/612202_image3_1.jpg,129.0246573900,35.1012422102,6.0,20191212170721,19540,15,051-244-2146,구포집,48976
343,경기도 군포시 산본천로226번길 65,,31,A05,A0502,A05020100,135206,39,20060306000000,,,126.9438130706,37.3691071015,6.0,20191224102031,22510,7,031-452-8039,국보삼계탕,15811
344,경상남도 사천시 벌리9길 30,,36,A05,A0502,A05020100,134413,39,20030908000000,,,128.0859546606,34.9397517047,6.0,20190314100420,45889,8,"055-835-4333, 4334",국빈숯불장어,52559
345,제주특별자치도 서귀포시 김정문화로 39,,39,A05,A0502,A05020100,1872423,39,20131217152717,,,126.5090105544,33.2516186563,6.0,20190227155749,2884,3,064-739-3382,국수냐 국밥이냐,63566
346,대구광역시 북구 원대로19길 16,,4,A05,A0502,A05020100,1908121,39,20140326092124,http://tong.visitkorea.or.kr/cms/resource/47/1821747_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1821747_image3_1.jpg,128.5804079844,35.8864789532,6.0,20190227091018,6082,5,053-355-4724,국수마을,41589
347,경기도 고양시 일산동구 장백로 200,,31,A05,A0502,A05020100,794725,39,20090904091223,http://tong.visitkorea.or.kr/cms/resource/79/1785779_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/1785779_image3_1.jpg,126.7763870345,37.6525572935,6.0,20190821172545,15186,2,031-908-9495,국수예찬,10414
348,제주특별자치도 서귀포시 효돈로 108,,39,A05,A0502,A05020100,1872474,39,20131217161728,,,126.6103792816,33.2634411809,6.0,20190227155654,4747,3,064-733-7101,국수의 전설,63605
349,서울특별시 서초구 원터1길 4,,1,A05,A0502,A05020100,1926045,39,20140616172709,http://tong.visitkorea.or.kr/cms/resource/99/1923299_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1923299_image3_1.jpg,127.0568340290,37.4437532435,6.0,20190906151045,3618,15,02-571-1474,국시명가,06806
350,강원도 평창군 대관령면 눈마을길 27,,32,A05,A0502,A05020100,2428189,39,20160929100443,,,128.7096110717,37.6706799779,6.0,20160929100443,629,15,033-335-5911,국시와 전,25346
351,서울특별시 성북구 창경궁로43길 9,,1,A05,A0502,A05020100,403337,39,20080119214913,http://tong.visitkorea.or.kr/cms/resource/18/400118_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/400118_image3_1.jpg,127.0042791627,37.5884188324,6.0,20190723165142,19840,17,02-762-1924,국시집,02880
352,전라남도 영광군 영광읍 대하길4길 10,,38,A05,A0502,A05020100,644490,39,20081030143821,http://tong.visitkorea.or.kr/cms/resource/45/1972345_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/1972345_image3_1.jpg,126.4976638514,35.2758643528,6.0,20190129100132,16700,16,"061-352-2423, 351-2020",국일관,57040
353,경상남도 통영시 항남5길 25,(항남동),36,A05,A0502,A05020100,2572619,39,20181203165448,,,128.4220834613,34.8412298172,6.0,20190114160937,1,17,055-645-4141,국일관한정식,53054
354,대구광역시 중구 국채보상로 571,,4,A05,A0502,A05020100,637610,39,20081014141441,,,128.5932072846,35.8711225946,6.0,20191004101710,20934,8,053-253-7623,국일따로국밥,41918
355,인천광역시 연수구 센트럴로 194,,2,A05,A0502,A05020200,601443,39,20080801104511,http://tong.visitkorea.or.kr/cms/resource/72/1924472_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1924472_image3_1.jpg,126.6403844129,37.3951153731,6.0,20190709175601,22690,8,032-888-8525,국제경양식,22003
356,서울특별시 성북구 성북로 154,,1,A05,A0502,A05020100,403283,39,20080119214714,http://tong.visitkorea.or.kr/cms/resource/78/399978_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/399978_image3_1.jpg,126.9926911559,37.5945456899,6.0,20190723172606,22250,17,02-741-0021,국화정원,02838
357,대구광역시 동구 갓바위로 244,,4,A05,A0502,A05020100,858495,39,20091103222443,http://tong.visitkorea.or.kr/cms/resource/03/1893803_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1893803_image3_1.jpg,128.7273260310,35.9701416412,6.0,20190402100859,24462,4,053-986-0088,군불로,41008
358,전라북도 군산시 미장6길 16,(미장동),37,A05,A0502,A05020100,2568394,39,20181121144006,,,126.7288592434,35.9610264640,,20190118143055,3,2,063-467-8877,군산떡갈비,54093
359,전라북도 군산시 구영7길 15,,37,A05,A0502,A05020100,854916,39,20091103204801,http://tong.visitkorea.or.kr/cms/resource/52/1976752_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1976752_image3_1.jpg,126.7088159789,35.9847039735,6.0,20190403111203,18955,2,063-446-0118,군산복집,54022
360,전라북도 부안군 변산면 격포항길 16,,37,A05,A0502,A05020100,404104,39,20080119223102,http://tong.visitkorea.or.kr/cms/resource/71/401371_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/401371_image3_1.jpg,126.4711575164,35.6242326985,6.0,20190123131136,34405,6,063-583-3234,군산식당,56337
361,경기도 김포시 돌문로62번길 5-16,,31,A05,A0502,A05020100,134829,39,20050111000000,http://tong.visitkorea.or.kr/cms/resource/20/1857820_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1857820_image3_1.jpg,126.7159823376,37.6207265905,6.0,20191220135726,20200,8,031-997-6866,군산아구꽃게해물찜탕,10108
362,전라북도 고창군 고창읍 성산2길 41,,37,A05,A0502,A05020100,1602250,39,20120413161506,,,126.7002640809,35.4359884888,6.0,20190121140923,15074,1,063-564-8900,군산아구찜,56433
363,전라북도 군산시 서래로 51-2,,37,A05,A0502,A05020100,2010167,39,20150616093626,http://tong.visitkorea.or.kr/cms/resource/10/1870410_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1870410_image3_1.jpg,126.7226148001,35.9825627875,6.0,20190128130958,11077,2,063-445-0849,군산중동호떡,54030
364,전라북도 군산시 대학로 649,(신관동),37,A05,A0502,A05020100,2568435,39,20181121145833,,,126.6868413903,35.9373395605,,20190118143203,7,2,063-465-6969,군산한우촌,54172
365,전라북도 군산시 내항2길 173,(금동),37,A05,A0502,A05020300,2568455,39,20181121150725,,,126.7076936240,35.9937390346,,20190118143236,3,2,063-442-1114,군산회집,54018
