,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode
233,경상남도 고성군 회화면 당항만로 1116,,36,A03,A0303,A03030300,2613128,28,20190726130828,,,128.3986687125,35.0563858594,6,20190729103236,0,3,,당항포 요트체험,52915
234,강원도 평창군 봉평면 태기로 493,(봉평면),32,A03,A0302,A03022600,522803,28,20080319132227,http://tong.visitkorea.or.kr/cms/resource/92/693492_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/693492_image3_1.jpg,128.3501911659,37.5635243741,6,20181220161600,13456,15,,대관령스포츠,25309
235,대구광역시 달서구 앞산순환로 180,(송현동),4,A03,A0302,A03020200,131451,28,20021205000000,http://tong.visitkorea.or.kr/cms/resource/42/1892842_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/1892842_image3_1.jpg,128.5531788967,35.8200081984,6,20180110142116,30274,2,053-656-6655,대구광역시청소년수련원,42841
236,대구광역시 북구 문주길 170,(금호동),4,A03,A0302,A03021600,1895255,28,20140217091423,http://tong.visitkorea.or.kr/cms/resource/71/1890671_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1890671_image3_1.jpg,128.5243233499,35.9112889987,6,20181204110126,8030,5,,대구사격장,41491
237,대구광역시 수성구 청수로45길 100,(황금동),4,A03,A0302,A03020200,1613631,28,20120425095240,http://tong.visitkorea.or.kr/cms/resource/09/1575209_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1575209_image3_1.jpg,128.6322934563,35.8450651536,6,20180110111101,16040,7,053-761-9400,대구수성구청소년수련관,42111
238,대구광역시 수성구 유니버시아드로 180,(대흥동),4,A03,A0302,A03020300,131714,28,20030527000000,,,128.6901776754,35.8298096160,6,20180213101535,29961,7,053-602-2033,대구스타디움,42250
239,대구광역시 북구 고성로35길 12-1,(고성동3가),4,A03,A0302,A03020300,1353888,28,20110808112025,,,128.5874297180,35.8818101670,6,20180220140515,54539,5,053-606-8200,대구시민운동장,41595
240,대구광역시 북구 고성로 191,(고성동3가),4,A03,A0302,A03021300,131320,28,20031112000000,http://tong.visitkorea.or.kr/cms/resource/55/1574355_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/1574355_image3_1.jpg,128.5877297018,35.8814407694,6,20181113100810,43647,5,,대구실내빙상장,41594
241,경상북도 경산시 진량읍 일연로 718-42,(진량읍),35,A03,A0302,A03020700,131266,28,20030326000000,,,128.8109464463,35.8713071617,6,20180306134324,19589,1,053-854-0002,대구컨트리클럽,38488
242,대구광역시 달서구 앞산순환로 206,(송현동),4,A03,A0302,A03021100,131547,28,20020813000000,http://tong.visitkorea.or.kr/cms/resource/36/1573936_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1573936_image3_1.jpg,128.5545176318,35.8212997436,6,20180213110531,22430,2,"053-656-0467, 053-654-3631",대덕승마장,42841
243,대전광역시 유성구 유성대로1689번길 69,(전민동),3,A03,A0302,A03020700,131566,28,20030523000000,http://tong.visitkorea.or.kr/cms/resource/00/1946500_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/1946500_image3_1.jpg,127.3932047466,36.4033458261,6,20180808110540,28972,4,,대덕연구단지 컨트리클럽,34045
244,강원도 홍천군 서면 한치골길 200,(서면),32,A03,A0302,A03020700,1626128,28,20120509104054,http://tong.visitkorea.or.kr/cms/resource/15/1583715_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1583715_image3_1.jpg,127.6736168337,37.6386557617,6,20180807155605,16214,16,,대명 비발디컨트리클럽(퍼블릭),25102
245,강원도 홍천군 서면 한치골길 262,(서면),32,A03,A0302,A03021400,250475,28,20071023000000,http://tong.visitkorea.or.kr/cms/resource/58/2362958_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2362958_image3_1.jpg,127.6872818598,37.6523127630,6,20181113164434,53215,16,,대명 비발디파크 눈썰매장,25102
246,충청북도 충주시 앙성면 모점1길 128,(양성면),33,A03,A0303,A03030500,131289,28,20020627000000,,,127.7368140544,37.1534436174,6,20180607134822,22573,11,043-855-8822,"대물낚시터 (모점지, 앙암저수지)",27300
247,경기도 안산시 단원구 대부동동,(대부동동),31,A03,A0303,A03030600,131689,28,20020703000000,http://tong.visitkorea.or.kr/cms/resource/41/1589641_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1589641_image3_1.jpg,126.5846380269,37.2464455341,6,20180611154730,25327,15,031-481-3060,대부도,15644
248,경기도 안산시 단원구 영전로 262-20,(대부동동),31,A03,A0302,A03021100,1750095,28,20121109155602,,,126.6095690246,37.2488762447,6,20181002151452,16372,15,032-886-0008,대부도해맞이승마클럽,15642
249,경기도 가평군 청평면 대성강변길 14,(청평면),31,A03,A0303,A03030100,231996,28,20070927000000,http://tong.visitkorea.or.kr/cms/resource/91/1900091_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1900091_image3_1.jpg,127.3790645791,37.6815564706,6,20180511142243,30645,1,031-584-3119,대성수상레저,12457
250,경기도 화성시 팔탄면 녹막말길 133-22,(팔탄면),31,A03,A0303,A03030500,131429,28,20030414000000,http://tong.visitkorea.or.kr/cms/resource/44/1939944_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1939944_image3_1.jpg,126.8706806935,37.1740895072,6,20180607135317,20969,31,031-352-7935,대성저수지,18536
251,서울특별시 강남구 테헤란로 406,(대치동),1,A03,A0303,A03030700,595354,28,20080725152940,http://tong.visitkorea.or.kr/cms/resource/19/2024219_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2024219_image3_1.jpg,127.0499662724,37.5043766393,6,20180509160246,38155,1,02-554-8844,대신샹제리제 휘트니스클럽(실내수영장),06192
252,전라북도 군산시 회현면 대위로,(회현면),37,A03,A0303,A03030500,131249,28,20020628000000,,,126.7640181457,35.9249506261,6,20180405152922,21466,2,063-454-7070,대위제,54177
253,제주특별자치도 서귀포시 상예로 381,(상예동),39,A03,A0302,A03021600,131784,28,20040507000000,http://tong.visitkorea.or.kr/cms/resource/13/1970013_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1970013_image3_1.jpg,126.3942865597,33.2789610483,6,20181220142637,20971,3,,대유랜드,63548
254,전라북도 김제시 금구면 대화리,(금구면),37,A03,A0303,A03030500,131479,28,20020724000000,http://tong.visitkorea.or.kr/cms/resource/86/1974386_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1974386_image3_1.jpg,127.0331698950,35.7887124369,6,20180615171557,17693,3,063-540-3611,대율저수지,54341
255,대전광역시 유성구 도룡동,,3,A03,A0302,A03020500,1069926,28,20100805161905,http://tong.visitkorea.or.kr/cms/resource/84/607684_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/607684_image3_1.jpg,127.3880199345,36.3726214725,6,20181219151621,55964,4,,대전 자전거 [갑천 순환 코스],34126
256,대전광역시 대덕구 비래동,,3,A03,A0302,A03020500,1069933,28,20100805161905,http://tong.visitkorea.or.kr/cms/resource/86/607686_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/607686_image3_1.jpg,127.4593334082,36.3576438989,6,20181220132427,26961,1,,대전 자전거 [고봉산 산림체험 코스],34413
257,대전광역시 대덕구 미호동,,3,A03,A0302,A03020500,1069865,28,20100805161905,http://tong.visitkorea.or.kr/cms/resource/29/1597029_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1597029_image3_1.jpg,127.4737956320,36.4729865109,6,20181219151457,26077,1,,대전 자전거 [대청댐 순환 코스],34316
258,대전광역시 유성구 도룡동,,3,A03,A0302,A03020500,1069925,28,20100805161905,http://tong.visitkorea.or.kr/cms/resource/86/607686_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/607686_image3_1.jpg,127.3880171556,36.3726714668,6,20181219151527,27954,4,,"대전 자전거 [유등, 대전천 순환 코스]",34126
259,대전광역시 동구 직동,,3,A03,A0302,A03020500,1069922,28,20100805161905,http://tong.visitkorea.or.kr/cms/resource/94/1585594_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1585594_image3_1.jpg,127.4794744195,36.4174901879,6,20181219151602,27798,2,,대전 자전거 [찬샘마을 체험코스],34500
260,대전광역시 중구 대종로 373,(부사동),3,A03,A0303,A03030700,131586,28,20021115000000,http://tong.visitkorea.or.kr/cms/resource/83/1585783_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1585783_image3_1.jpg,127.4310758833,36.3186478552,6,20180703155414,39459,5,,대전광역시시설관리공단 한밭수영장(실내),35021
261,대전광역시 대덕구 대화로 10,(대화동),3,A03,A0302,A03020200,131149,28,20020809000000,http://tong.visitkorea.or.kr/cms/resource/05/1944905_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/1944905_image3_1.jpg,127.4189978360,36.3683308474,6,20181113112018,25268,1,042-621-2462,대전근로자종합복지회관,34364
262,대전광역시 유성구 월드컵대로 32,(노은동),3,A03,A0302,A03020300,131720,28,20030527000000,http://tong.visitkorea.or.kr/cms/resource/18/1946518_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1946518_image3_1.jpg,127.3220788601,36.3634880148,6,20180219164430,46548,4,042-610-2900,대전월드컵경기장,34148
263,대전광역시 중구 방아미로 131,(침산동),3,A03,A0302,A03020200,131448,28,20060613000000,http://tong.visitkorea.or.kr/cms/resource/23/1946523_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1946523_image3_1.jpg,127.3915919295,36.2666864279,6,20180803101355,30814,5,042-285-0350~1,대전청소년수련마을,35086
264,경상북도 영덕군 영해면,(영해면),35,A03,A0303,A03030600,131078,28,20021126000000,http://tong.visitkorea.or.kr/cms/resource/14/1968614_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1968614_image3_1.jpg,129.4269332100,36.5652678939,6,20180601163247,18521,12,054-730-6651,대진해수욕장(918번 해안도로),36413
265,충청남도 보령시 옥마벚길 64,(명천동),34,A03,A0305,A03050100,2615567,28,20190816165518,,,126.6221759113,36.3282076286,6,20190816165518,0,5,,대천 레일바이크,33482
266,충청남도 보령시 해수욕장10길 80,(신흑동),34,A03,A0305,A03050100,2615569,28,20190816170802,,,126.5069281293,36.3210592526,6,20190816170802,0,5,,대천 짚트랙,33489
267,충청북도 옥천군 안내면,(안내면),33,A03,A0303,A03030500,131040,28,20020709000000,http://tong.visitkorea.or.kr/cms/resource/49/1983849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1983849_image3_1.jpg,127.6340616306,36.3799639146,6,20180607142933,19063,5,042-930-7204,대청호,29005
268,대전광역시 대덕구,,3,A03,A0302,A03022700,1907688,28,20140325094613,,,127.4790506573,36.4751530236,6,20190723152324,5747,1,042-250-1236,대청호오백리길,34316
269,강원도 춘천시 남산면 서백길 81,(남산면),32,A03,A0302,A03022600,511205,28,20080313110713,http://tong.visitkorea.or.kr/cms/resource/32/692032_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/692032_image3_1.jpg,127.5522552690,37.8408994615,6,20181221112530,15088,13,,더스노우(the snow),24464
270,경상북도 울진군 북면 덕구온천로 905,(북면),35,A03,A0302,A03022700,802388,28,20090914102219,http://tong.visitkorea.or.kr/cms/resource/35/217535_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/217535_image3_1.jpg,129.2831360969,37.0781815297,6,20191023155928,25128,18,,덕구계곡 트레킹,36307
271,충청북도 제천시 백운면 덕동로2길 23-26,(백운면),33,A03,A0302,A03021700,2381740,28,20160502130323,http://tong.visitkorea.or.kr/cms/resource/17/2381717_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2381717_image2_1.jpg,127.9568868299,37.2172514289,6,20180709134233,2576,7,,덕동골캠핑장,27101
272,인천광역시 강화군 내가면 강화서로227번길 91,(내가면),2,A03,A0302,A03021700,2522131,28,20171213165548,http://tong.visitkorea.or.kr/cms/resource/17/2522117_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/2522117_image2_1.JPG,126.3805325635,37.7174649521,6,20180709151903,1272,1,,덕산국민여가캠핑장,23018
273,강원도 삼척시 근덕면 덕산해안로,(근덕면),32,A03,A0303,A03030600,131075,28,20040224000000,http://tong.visitkorea.or.kr/cms/resource/89/186089_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/186089_image3_1.jpg,129.2552488196,37.3794464031,6,20180406165434,20509,4,"033-570-3411, 3441",덕산포구,25934
274,충청남도 당진시 정미면 덕삼리,(정미면),34,A03,A0303,A03030500,131296,28,20020627000000,http://tong.visitkorea.or.kr/cms/resource/51/1963251_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1963251_image3_1.jpg,126.5280208734,36.8388528113,6,20180614170428,24669,4,041-350-4461,덕삼지,31802
275,경기도 화성시 봉담읍 삼천병마로 709,(봉담읍),31,A03,A0303,A03030500,131032,28,20020702000000,http://tong.visitkorea.or.kr/cms/resource/83/1860983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1860983_image3_1.jpg,126.9359415196,37.1712215511,6,20180419144941,17979,31,031-298-9116,덕우저수지,18336
276,경기도 이천시 호법면 장자터로 114-127,(호법면),31,A03,A0302,A03020200,131156,28,20020731000000,http://tong.visitkorea.or.kr/cms/resource/91/1956891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1956891_image3_1.jpg,127.3914999203,37.1837366036,6,20180117110912,20310,26,031-638-9631,덕평수련원,17396
277,경기도 이천시 호법면 장자터로 115,(호법면),31,A03,A0302,A03020700,130979,28,20040220000000,http://tong.visitkorea.or.kr/cms/resource/51/1956951_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1956951_image3_1.jpg,127.4033681644,37.1882529635,6,20180809145716,15876,26,,덕평힐뷰 컨트리클럽,17396
278,강원도 삼척시 가곡면 풍곡리,(가곡면),32,A03,A0302,A03022700,789377,28,20090827154504,http://tong.visitkorea.or.kr/cms/resource/40/2022240_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2022240_image3_1.jpg,129.1560321578,37.1234072063,6,20190523110841,27368,4,033-576-0394,덕풍계곡 트레킹,25955
279,강원도 삼척시 가곡면 풍곡안길 17-18,(가곡면),32,A03,A0303,A03030500,131691,28,20040226000000,http://tong.visitkorea.or.kr/cms/resource/47/1947347_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1947347_image3_1.jpg,129.1559321269,37.1247153879,6,20180614171548,26061,4,033-576-0394,덕풍계곡 플라이낚시,25955
280,인천광역시 중구 왕산마리나길 131,(을왕동),2,A03,A0303,A03030300,2585321,28,20190104165832,http://tong.visitkorea.or.kr/cms/resource/06/2585306_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/06/2585306_image2_1.bmp,126.3586528257,37.4585002929,6,20190125100322,74,10,,덱스타이드 요트,22383
281,강원도 고성군 토성면 미시령옛길 1153,(토성면),32,A03,A0302,A03020700,131517,28,20030523000000,http://tong.visitkorea.or.kr/cms/resource/29/1813429_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1813429_image3_1.jpg,128.4959499036,38.2093272258,6,20180817155302,21966,2,,델피노 CC (대명 델피노),24768
282,충청남도 아산시 도고면 도고온천로 124-23,(도고면),34,A03,A0303,A03030700,131526,28,20031209000000,http://tong.visitkorea.or.kr/cms/resource/89/1875789_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1875789_image3_1.jpg,126.8890791071,36.7653259141,6,20180502171434,39724,9,041-541-7100,도고글로리콘도 실내수영장,31547
283,충청남도 아산시 도고면 신유리,(도고면),34,A03,A0303,A03030500,131529,28,20030103000000,http://tong.visitkorea.or.kr/cms/resource/16/1601616_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/1601616_image3_1.jpg,126.9197216207,36.7345799920,6,20180611112207,23574,9,041-542-0573,도고낚시터,31554
284,충청북도 단양군 매포읍 삼봉로 644-13,(매포읍),33,A03,A0303,A03030100,2022070,28,20150731145733,http://tong.visitkorea.or.kr/cms/resource/32/2022232_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2022232_image3_1.jpg,128.3417752212,37.0007696372,6,20180529134619,7123,2,043-422-1740,도담삼봉 모터보트,27008
285,충청남도 당진시 석문면 대호만로 2881-16,(석문면),34,A03,A0303,A03030200,1892287,28,20140210103140,,,126.4653438853,37.0210195646,6,20180611150839,4152,4,041-353-6118,"도비도내수면어업계 카누,카약체험장",31700
286,경상북도 안동시 도산면 가송길 133,(도산면),35,A03,A0303,A03030800,131973,28,20070618000000,http://tong.visitkorea.or.kr/cms/resource/39/1981539_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1981539_image3_1.jpg,128.8913275095,36.7657958424,6,20180529150151,18669,11,054-856-7793,도산래프팅,36603
287,충청남도 천안시 동남구 목천읍 삼방로 95,(목천읍),34,A03,A0302,A03021700,131464,28,20050127000000,http://tong.visitkorea.or.kr/cms/resource/53/1875753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/1875753_image3_1.jpg,127.2226320099,36.7786997147,6,20180405095323,40138,12,041-560-0114,독립기념관야영장,31232
288,강원도 영월군 영월읍 제방안길,(영월읍),32,A03,A0303,A03030800,131774,28,20060509000000,http://tong.visitkorea.or.kr/cms/resource/00/1822100_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/1822100_image3_1.jpg,128.5038327432,37.1959002553,6,20180528143031,26638,8,033-370-2946,동강 래프팅(영월),26237
289,강원도 정선군 정선읍 정선로,(정선읍),32,A03,A0303,A03030800,131778,28,20040506000000,http://tong.visitkorea.or.kr/cms/resource/14/1822114_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1822114_image3_1.jpg,128.6616353187,37.3797765290,6,20180511145754,24215,11,1544-9053,동강 래프팅(정선),26131
290,강원도 영월군 영월읍 어라연길 48,(영월읍),32,A03,A0303,A03030800,131941,28,20070420000000,http://tong.visitkorea.or.kr/cms/resource/51/1947351_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1947351_image3_1.jpg,128.5196967852,37.2364347792,6,20180511155715,19296,8,1899-3168,동강드림래프팅,26222
291,강원도 평창군 미탄면 마하리,,32,A03,A0303,A03030800,2605318,28,20190605142623,,,128.5600611370,37.2858854076,6,20190605145028,0,8,,동강래프팅(평창),25384
292,강원도 평창군 미탄면 마하길 41-5,(미탄면),32,A03,A0305,A03050100,2394618,28,20160725094941,http://tong.visitkorea.or.kr/cms/resource/10/2394610_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/10/2394610_image2_1.JPG,128.5410598918,37.2916510487,6,20180206144307,1378,15,033-333-6600,동강레포츠,25384
293,대전광역시 동구 산내로474번길 123,(상소동),3,A03,A0302,A03020200,131449,28,20070126000000,http://tong.visitkorea.or.kr/cms/resource/19/1585519_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1585519_image3_1.jpg,127.4500434378,36.2233118636,6,20180112160644,30207,2,042-274-2270,동구청소년자연수련관,34712
294,경기도 양평군 개군면 공세리 389번지,,31,A03,A0303,A03030200,2552748,28,20180705142250,http://tong.visitkorea.or.kr/cms/resource/24/2552724_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/24/2552724_image2_1.bmp,127.5454001670,37.4653484933,6,20190719102408,372,19,,동동카누 (관광두레 주민사업체),12566
295,경기도 화성시 팔탄면 노하길116번길 195,(팔탄면),31,A03,A0303,A03030500,131428,28,20020812000000,http://tong.visitkorea.or.kr/cms/resource/52/1939952_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1939952_image3_1.jpg,126.8626709234,37.1518447169,6,20180607142350,22432,31,031-354-9516,동방저수지 (방농장),18576
296,경상남도 양산시 매곡외산로 282,(매곡동),36,A03,A0302,A03020700,131642,28,20030327000000,,,129.1852890003,35.3623103704,6,20180307095040,20628,10,055-388-1315,동부산컨트리클럽,50540
297,강원도 원주시 지정면 신평석화로 236,(지정면),32,A03,A0302,A03020700,131577,28,20040219000000,http://tong.visitkorea.or.kr/cms/resource/32/597432_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/597432_image3_1.jpg,127.8793829286,37.4007621316,6,20180807111850,17669,9,,동서울레스피아 골프장,26358
298,강원도 원주시 지정면 신평석화로 236,(지정면),32,A03,A0302,A03020200,131684,28,20040226000000,http://tong.visitkorea.or.kr/cms/resource/66/1947366_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1947366_image3_1.jpg,127.8794606973,37.4008232364,6,20180112151142,15161,9,031-595-5168,동서울레스피아 연수원,26358
299,경기도 수원시 팔달구 인계로 154,(인계동),31,A03,A0302,A03020100,131005,28,20030526000000,http://tong.visitkorea.or.kr/cms/resource/29/1900029_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1900029_image3_1.jpg,127.0342743975,37.2663039627,6,20180226133614,34275,13,031-231-6550,동수원 뉴코아 PG휘트니스,16488
300,경상북도 안동시 경동로 130,(송현동),35,A03,A0303,A03030800,524873,28,20080324143628,http://tong.visitkorea.or.kr/cms/resource/99/1891499_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1891499_image3_1.jpg,128.6765910519,36.5749024731,6,20180601141731,20169,11,054-855-7179,동이사람들(안동래프팅),36636
301,울산광역시 중구 남외동 964,(남외동),7,A03,A0303,A03030700,2502579,28,20170808100118,,,129.3394835214,35.5737339542,6,20180629144347,1312,1,,동천 야외물놀이장,44490
302,강원도 동해시 논골3길 일대,(묵호진동),32,A03,A0302,A03022700,1223212,28,20110307150115,http://tong.visitkorea.or.kr/cms/resource/65/1220365_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/1220365_image3_1.jpg,129.1164864188,37.5539208159,6,20190823112908,31511,3,,동해 논골담길 (등대 담화마을),25717
303,강원도 동해시 동해대로 6270-10,(망상동),32,A03,A0303,A03030600,131625,28,20021203000000,http://tong.visitkorea.or.kr/cms/resource/08/1813408_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1813408_image3_1.jpg,129.0896126454,37.5922547579,6,20180228114029,22408,3,033-530-2270,동해시 바다낚시,25700
304,경상남도 통영시 정량동,(정량동),36,A03,A0303,A03030600,131277,28,20020704000000,http://tong.visitkorea.or.kr/cms/resource/35/1900235_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/1900235_image3_1.jpg,128.4412706549,34.8421717211,6,20180601151039,22198,17,055-650-0580,동호방파제,53048
305,대구광역시 달서구 공원순환로 237,(성당동),4,A03,A0303,A03030700,131587,28,20020711000000,http://tong.visitkorea.or.kr/cms/resource/91/1573891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1573891_image3_1.jpg,128.5616218492,35.8469747458,6,20180820104658,31640,2,"053-623-2156, 2350",두류수영장(실내),42672
306,충청북도 단양군 가곡면 두산길 254-6,(가곡면),33,A03,A0304,A03040300,1938471,28,20140731151420,,,128.4008032426,37.0016734190,6,20190509105839,6232,2,,두산패러글라이딩,27021
307,경기도 시흥시 뒷방울길 189,(정왕동),31,A03,A0303,A03030500,131354,28,20020627000000,http://tong.visitkorea.or.kr/cms/resource/29/1852829_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1852829_image3_1.jpg,126.7464864866,37.3724532092,6,20180419143705,23166,14,031-498-0737,뒷방울 저수지,15007
308,강원도 횡성군 둔내면 고원로 397,(둔내면),32,A03,A0302,A03022600,514175,28,20080317135821,http://tong.visitkorea.or.kr/cms/resource/87/2522287_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2522287_image2_1.jpg,128.2389587076,37.4981881556,6,20181221161452,15237,18,,드림월드프로샵,25263
309,강원도 정선군 고한읍 물한리길 52,(고한읍),32,A03,A0302,A03022600,506828,28,20080307153833,http://tong.visitkorea.or.kr/cms/resource/71/449271_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/449271_image3_1.jpg,128.8383023595,37.2101716627,6,20181221131632,15396,11,,드림하이원스키샵,26155
310,경기도 양주시 광적면 현석로 313-44,(광적면),31,A03,A0302,A03020200,131339,28,20030826000000,http://tong.visitkorea.or.kr/cms/resource/71/1891671_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1891671_image3_1.jpg,126.9414446025,37.8326864873,6,20180118105507,21269,18,031-837-4461~2,딱따구리청소년수련원,11423
311,전라남도 해남군 송지면 갈산길 25-5,(송지면),38,A03,A0302,A03021700,1820336,28,20130617105206,http://tong.visitkorea.or.kr/cms/resource/49/1977649_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1977649_image3_1.jpg,126.5200407994,34.3097095963,6,20180404173054,8701,23,061-534-0830,땅끝오토캠핑리조트,59065
312,강원도 춘천시 남산면 서백길 86-4,(남산면),32,A03,A0302,A03022600,507326,28,20080310092509,http://tong.visitkorea.or.kr/cms/resource/84/449284_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/449284_image3_1.jpg,127.5517331020,37.8406383710,6,20181221130646,13878,13,,땡스키,24464
313,충청북도 청주시 흥덕구 옥산면 동림2길 149,(옥산면),33,A03,A0302,A03020700,131890,28,20070118000000,http://tong.visitkorea.or.kr/cms/resource/08/1847508_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1847508_image3_1.jpg,127.3249897561,36.6673143442,6,20180807134522,21358,10,,떼제베 컨트리클럽,28103
314,서울특별시 광진구 강변북로 139,(자양동),1,A03,A0303,A03030100,131794,28,20040512000000,http://tong.visitkorea.or.kr/cms/resource/31/2395531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2395531_image3_1.jpg,127.0739744904,37.5293380619,6,20180503093441,32246,6,02-3780-0521,뚝섬한강공원,05097
315,제주특별자치도 제주시 탑동로 66,(삼도이동),39,A03,A0303,A03030700,131910,28,20070402000000,http://tong.visitkorea.or.kr/cms/resource/33/596533_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/596533_image3_1.jpg,126.5181703964,33.5188587049,6,20180510110036,42895,4,064-729-8455,라마다프라자제주호텔 스포츠센터(실내.외 수영장),63165
316,경기도 화성시 정남면 세자로 286,(정남면),31,A03,A0302,A03020700,131417,28,20030327000000,http://tong.visitkorea.or.kr/cms/resource/56/1939956_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/1939956_image3_1.jpg,126.9832978065,37.1903229604,6,20180808151052,31751,31,,라비돌 컨트리클럽(퍼블릭골프장),18516
317,제주특별자치도 제주시 한경면 용금로 998,(한경면),39,A03,A0302,A03020700,989025,28,20100330101105,http://tong.visitkorea.or.kr/cms/resource/90/1950490_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1950490_image3_1.jpg,126.2742984087,33.3394969174,6,20191021101028,19210,4,,라온골프클럽,63005
318,제주특별자치도 제주시 한림읍 월림7길 155,(한림읍),39,A03,A0302,A03021100,1755042,28,20121120164812,,,126.2434535449,33.3539587231,6,20181219154933,14193,4,,라온더마파크,63017
319,경상남도 합천군 용주면 합천호수로 828-5,(용주면),36,A03,A0305,A03050100,1920958,28,20140526092635,http://tong.visitkorea.or.kr/cms/resource/03/2392303_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2392303_image2_1.jpg,128.0803502146,35.5468527214,6,20180712162501,2444,21,,라온레포츠,50215
