,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode
210,경상북도 문경시 농암면 농암2길 12,,35,A04,A0401,A04010200,1317107,38,20110627104212,http://tong.visitkorea.or.kr/cms/resource/33/1959633_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1959633_image3_1.jpg,128.0058278261,36.6012981120,6.0,20190129160711,7998,7,054-550-6235,"농암시장 (5, 10일)",37000
211,전라북도 김제시 금산면 구성길 630,,37,A04,A0401,A04010900,522276,38,20080318135517,http://tong.visitkorea.or.kr/cms/resource/74/1976574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1976574_image3_1.jpg,127.0038622753,35.7547102438,6.0,20190226163412,10108,3,063-540-6700,농협 목우촌 김제지점,54346
212,서울특별시 중구 을지로45길 62,(신당동),1,A04,A0401,A04010600,987071,38,20100326110541,http://tong.visitkorea.or.kr/cms/resource/81/1984381_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1984381_image3_1.jpg,127.0130011984,37.5669492622,6.0,20181116145326,10885,24,02-6366-3001,누죤패션몰,04566
213,서울특별시 중구 명동길 14,,1,A04,A0401,A04010600,807619,38,20090922133103,http://tong.visitkorea.or.kr/cms/resource/09/2036209_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2036209_image3_1.jpg,126.9828596009,37.5634213529,6.0,20190227160756,11164,24,02-3783-5005,눈스퀘어,04536
214,경상북도 청도군 화양읍 연지로 224-33,,35,A04,A0401,A04010900,1972417,38,20141210140351,http://tong.visitkorea.or.kr/cms/resource/08/1968708_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1968708_image3_1.jpg,128.6940260335,35.6767603148,6.0,20190212144856,2608,20,054-371-7402,늘푸른농산물판매,38326
215,전라남도 화순군 능주면 관동길 7,,38,A04,A0401,A04010100,132093,38,20040227000000,http://tong.visitkorea.or.kr/cms/resource/19/1971619_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1971619_image3_1.jpg,126.9591967589,34.9905265439,6.0,20181018144154,9073,24,061-372-1178,"능주장 / 능주전통시장 (5, 10일)",58153
216,서울특별시 중구 소공로 62,,1,A04,A0401,A04010600,970087,38,20100309160110,http://tong.visitkorea.or.kr/cms/resource/19/2575919_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2575919_image2_1.jpg,126.9821486277,37.5608383072,6.0,20190507113058,13457,24,02-752-1074,다비치안경 (명동점),04535
217,경상남도 사천시 곤명면 금성들길 55,,36,A04,A0401,A04010900,1343524,38,20110727180030,,,127.9688707708,35.1409742647,6.0,20190128144536,13867,8,055-853-5058,다자연 영농조합법인,52501
218,경상남도 산청군 단성면 목화로 980-1,,36,A04,A0401,A04010100,132391,38,20030212000000,,,127.9578231646,35.2982369220,6.0,20180524163935,9670,9,055-970-7281~4,"단성장 (5, 10일)",52251
219,충청북도 단양군 단양읍 도전5길 31,,33,A04,A0401,A04010100,132258,38,20020419000000,http://tong.visitkorea.or.kr/cms/resource/72/2366272_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2366272_image3_1.jpg,128.3698399078,36.9824805980,6.0,20190118142807,27386,2,043-422-1706,"단양장 / 단양구경시장 (1, 6일)",27011
220,전라남도 담양군 담양읍 담주4길 44-8,(담양읍),38,A04,A0401,A04010100,132060,38,20021118000000,http://tong.visitkorea.or.kr/cms/resource/37/1163237_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1163237_image3_1.jpg,127.0298226417,35.3694988367,6.0,20180530092714,14288,7,061-380-3044,"담양장 / 죽물시장 (2, 7일)",57341
221,충청남도 당진시 석문면 장고항로 334-48,(석문면),34,A04,A0401,A04010200,2037022,38,20151029141947,http://tong.visitkorea.or.kr/cms/resource/44/2001644_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2001644_image3_1.jpg,126.5583572777,37.0353000830,6.0,20190226174358,5596,4,041-350-4271,당진시 수산물 유통센터,31701
222,충청남도 당진시 당진시장길 99,(읍내동),34,A04,A0401,A04010100,132030,38,20020423000000,http://tong.visitkorea.or.kr/cms/resource/46/1963346_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1963346_image3_1.jpg,126.6293769767,36.8904375042,6.0,20180418165552,22404,4,041-360-8622,"당진장 (5, 10일)",31777
223,경상남도 진주시 대곡면 진의로1091번길 14-1,(대곡면),36,A04,A0401,A04010100,132137,38,20040225000000,,,128.1684667012,35.2634112592,6.0,20181017160651,10063,13,055-749-2618,"대곡장 (1, 6일)",52607
224,대구광역시 남구 봉덕로 115,(봉덕동),4,A04,A0401,A04010200,1610055,38,20120423100731,http://tong.visitkorea.or.kr/cms/resource/09/1573809_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1573809_image3_1.jpg,128.6034071086,35.8451479450,6.0,20180425112424,10944,1,053-471-2849,대구 봉덕시장,42439
225,대구광역시 중구 큰장로26길 45,(대신동),4,A04,A0401,A04010200,132532,38,20031117000000,http://tong.visitkorea.or.kr/cms/resource/77/1240577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1240577_image3_1.jpg,128.5802390410,35.8690392583,6.0,20191031171559,63469,8,053-256-6341,대구 서문시장 & 서문시장 야시장,41926
226,대구광역시 남구 대명로36길 19,(대명동),4,A04,A0401,A04010200,999012,38,20100414150337,http://tong.visitkorea.or.kr/cms/resource/90/1970190_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1970190_image3_1.jpg,128.5769235188,35.8383454491,6.0,20190208174549,19068,1,053-652-6569,대구 안지랑시장,42487
227,대구광역시 북구 칠성시장로 28,(칠성동1가),4,A04,A0401,A04010200,998885,38,20100414141355,,,128.6048061121,35.8765360847,6.0,20180305142333,26093,5,053-423-3480,대구 칠성시장,41583
228,대구광역시 동구 아양로9길 10,(신암동),4,A04,A0401,A04010200,998946,38,20100414143731,http://tong.visitkorea.or.kr/cms/resource/10/1970210_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1970210_image3_1.jpg,128.6192713239,35.8830133956,6.0,20191211174206,24029,4,053-956-8413,대구 평화시장,41198
229,대구광역시 중구 남성로 51-1,(동성로3가),4,A04,A0401,A04010200,132257,38,20031209000000,,,128.5923741312,35.8672952342,6.0,20181120095514,43244,8,"053-257-0545, 053-252-6234",대구 한약재 도매시장,41935
230,대구광역시 동구 공항로 221,(지저동),4,A04,A0401,A04010400,2366244,38,20160203173218,http://tong.visitkorea.or.kr/cms/resource/46/2366246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2366246_image2_1.jpg,128.6371081617,35.9002006683,6.0,20181114132606,45822,4,053-983-7190 / 053-251-2000,대구국제공항 면세점,41052
231,대구광역시 수성구 동대구로 305,(범어동),4,A04,A0401,A04010400,2366424,38,20160203175138,http://tong.visitkorea.or.kr/cms/resource/25/2366425_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2366425_image2_1.jpg,128.6250159685,35.8576747038,6.0,20181114131950,11976,7,053-251-2000,대구그랜드호텔 면세점,42117
232,대구광역시 북구 유통단지로13길 9,,4,A04,A0401,A04010600,2557725,38,20180816132150,http://tong.visitkorea.or.kr/cms/resource/22/2557722_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2557722_image2_1.jpg,128.6091270699,35.9082297975,6.0,20180816132150,601,5,053-381-3690,대구종합유통단지관리공단,41505
233,경상남도 창원시 성산구 마디미로 28,,36,A04,A0401,A04010200,1758000,38,20121127173458,http://tong.visitkorea.or.kr/cms/resource/63/2042063_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2042063_image3_1.jpg,128.6834060679,35.2222279550,6.0,20180418170252,5069,16,055-262-1494,대끼리 상남시장,51496
234,서울특별시 중구 남대문시장4길 9,(남창동),1,A04,A0401,A04010600,985952,38,20100325173158,http://tong.visitkorea.or.kr/cms/resource/85/1984385_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1984385_image3_1.jpg,126.9776268508,37.5596800274,6.0,20190225175415,13018,24,02-752-2689,대도 종합상가,04529
235,서울특별시 중구 남대문시장4길 21,(남창동),1,A04,A0401,A04010600,985942,38,20100325172448,http://tong.visitkorea.or.kr/cms/resource/49/1032249_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1032249_image3_1.jpg,126.9776518607,37.5592134153,6.0,20181113151418,13608,24,02-753-2805,대도상가,04529
236,경상남도 창원시 성산구 중앙대로 69 호텔인터내셔널 지하 1층,,36,A04,A0401,A04010400,1902831,38,20140305102027,,,128.6773010572,35.2218112239,6.0,20191015173913,11231,16,055-213-7700,대동면세점,51522
237,경상남도 창원시 성산구 동산로 115,,36,A04,A0401,A04010300,132377,38,20031024000000,,,128.6886501228,35.2197005569,6.0,20190318171259,13202,16,,대동백화점,51498
238,대구광역시 동구 공항로33길 21,(불로동),4,A04,A0401,A04010700,132454,38,20040216000000,http://tong.visitkorea.or.kr/cms/resource/68/1970168_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/1970168_image3_1.jpg,128.6331251029,35.9029336186,6.0,20190213104007,26331,4,053-982-4020,대림목공예,41039
239,서울특별시 영등포구 디지털로49길 13-1,(대림동),1,A04,A0401,A04010200,2037026,38,20151029161453,http://tong.visitkorea.or.kr/cms/resource/89/2029889_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2029889_image3_1.jpg,126.8992692644,37.4908505110,6.0,20180427134336,5919,20,02-831-4129,대림중앙시장,07421
240,경기도 김포시 대곶면 대명항1로 109,,31,A04,A0401,A04010900,2405597,38,20160826095823,,,126.5417088614,37.6393907775,6.0,20180307154513,4772,8,,대명항수산물직판장,10041
241,전라북도 고창군 대산면 공음대산로 935,,37,A04,A0401,A04010100,132321,38,20020417000000,,,126.5989865912,35.3400921018,6.0,20190128174407,9671,1,063-625-7956,"대산장 (2, 7일)",56468
242,경상남도 함안군 대산면 대산중앙로 219,,36,A04,A0401,A04010100,132149,38,20021125000000,,,128.4281470955,35.3528419727,6.0,20180525110052,10958,19,055-580-3451,"대산장/대산전통시장 (경남 함안) (1, 6일)",52011
243,전라북도 군산시 대야면 대야시장로 7-1,,37,A04,A0401,A04010100,132312,38,20020417000000,http://tong.visitkorea.or.kr/cms/resource/78/1976578_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1976578_image3_1.jpg,126.8160963108,35.9448381384,6.0,20190215154130,14647,2,063-451-2327,"대야장 (1, 6일)",54060
244,대전광역시 대덕구 중리북로37번길 26,(중리동),3,A04,A0401,A04010200,1128853,38,20101116103242,http://tong.visitkorea.or.kr/cms/resource/68/1946468_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/1946468_image3_1.jpg,127.4257861986,36.3653424205,6.0,20180418165938,22292,1,042-623-1040,대전 중리전통시장,34389
245,대전광역시 중구 중앙로 지하 145,(은행동),3,A04,A0401,A04010600,1309153,38,20110615135835,,,127.4258677439,36.3286549525,6.0,20181120111103,27711,5,042-257-3368,대전 중앙로1번가 신지하상가,34838
246,대전광역시 동구 대전로 783,,3,A04,A0401,A04010200,1434477,38,20111111102910,,,127.4331753997,36.3295438687,6.0,20190723152521,16683,2,042-226-0319,대전 중앙시장,34628
247,대전광역시 중구 수침로55번길 56,(태평동),3,A04,A0401,A04010200,1309877,38,20110615144518,http://tong.visitkorea.or.kr/cms/resource/44/1585844_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1585844_image3_1.jpg,127.3976786705,36.3259297630,6.0,20190104102220,20049,5,042-536-8260,대전 태평시장,34893
248,제주특별자치도 서귀포시 대정읍 신영로36번길 65,(대정읍),39,A04,A0401,A04010100,132161,38,20020423000000,http://tong.visitkorea.or.kr/cms/resource/24/1932224_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1932224_image3_1.jpg,126.2483310829,33.2204929929,6.0,20190221182439,12568,3,064-730-1615,"대정5일시장 (1, 6일)",63506
249,전라남도 담양군 대전면 대치8길 28-12,,38,A04,A0401,A04010100,132061,38,20021118000000,http://tong.visitkorea.or.kr/cms/resource/25/1971625_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1971625_image3_1.jpg,126.8861071953,35.2754209258,6.0,20190215110246,9277,7,061-380-3043,"대치장/대전장 (3, 8일)",57328
250,세종특별자치시 금남면 대평시장1길 12,,8,A04,A0401,A04010100,132034,38,20040224000000,,,127.2820296533,36.4665143951,6.0,20180410164527,13509,1,044-867-3838,"대평장 / 금남대평시장 (2, 7일)",30083
251,충청남도 당진시 석문면 대호만로 2888-14,,34,A04,A0401,A04010600,1966695,38,20141120092522,http://tong.visitkorea.or.kr/cms/resource/25/1963325_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1963325_image3_1.jpg,126.4623330430,37.0211806049,6.0,20190129150110,2278,4,041-353-6265,대현수산,31700
252,충청북도 청주시 상당구 사직대로 지하 316,,33,A04,A0401,A04010600,2421227,38,20160921180722,http://tong.visitkorea.or.kr/cms/resource/11/2421211_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/11/2421211_image2_1.JPG,127.4864733221,36.6368179564,6.0,20180307165633,2944,10,043-252-3125~6,대현프리몰 청주점,28526
253,경상남도 통영시 통영해안로 355,(동호동),36,A04,A0401,A04010900,583930,38,20080707161716,http://tong.visitkorea.or.kr/cms/resource/14/2369614_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2369614_image3_1.jpg,128.4261052378,34.8448572610,6.0,20190226131229,10776,17,055-645-8328<br />010-3838-8328,대호누비 (통영),53052
254,강원도 평창군 대화면 대화3길 46,,32,A04,A0401,A04010100,132782,38,20070508000000,http://tong.visitkorea.or.kr/cms/resource/51/2535751_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2535751_image2_1.jpg,128.4548836172,37.5005364232,6.0,20191226141709,13548,15,033-330-2664,"대화시장 (4,9일)",25358
255,서울특별시 종로구 인사동길 44,(관훈동),1,A04,A0401,A04010600,1781832,38,20130117113717,,,126.9848813320,37.5742534641,6.0,20190226170253,3029,1,02-542-5934,더 비 (The B),03146
256,제주특별자치도 제주시 중앙로7길 31,(일도일동),39,A04,A0401,A04010800,1862763,38,20131125161622,http://tong.visitkorea.or.kr/cms/resource/02/2558002_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/02/2558002_image2_1.JPG,126.5283140509,33.5148148696,6.0,20180820092132,2784,4,070-8811-9562,더 아일랜더,63277
257,서울 중구 을지로 12 시청광장지하도상가 615호,,1,A04,A0401,A04010600,2618256,38,20190909171219,http://tong.visitkorea.or.kr/cms/resource/50/2618250_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2618250_image2_1.jpg,126.9787932340,37.5659098804,6.0,20190909172346,0,24,02 3789 7933,더반하우스,
258,서울 중구 소공로 58 회현지하도상가 다-32호,,1,A04,A0401,A04010600,2618267,38,20190909172429,http://tong.visitkorea.or.kr/cms/resource/66/2618266_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2618266_image2_1.jpg,126.9820764229,37.5604550174,6.0,20190910101843,0,24,070 8829 9982,더블유피엠,
259,경상남도 양산시 덕계2길 7,,36,A04,A0401,A04010200,1012430,38,20100430110139,,,129.1471726707,35.3697616019,6.0,20181113154323,14595,10,055-387-7414~5,덕계 종합상설시장,50556
260,경상남도 산청군 시천면 남명2길 21,(시천면),36,A04,A0401,A04010100,132389,38,20030212000000,,,127.8407117623,35.2783398719,6.0,20181121173027,14217,9,055-970-7272,"덕산시장 (4, 9일)",52234
261,충청남도 예산군 덕산면 읍내북문길 14,,34,A04,A0401,A04010100,132610,38,20040302000000,http://tong.visitkorea.or.kr/cms/resource/51/1963351_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1963351_image3_1.jpg,126.6681117873,36.7050956610,6.0,20180312161506,16365,11,041-339-7253,"덕산장 / 덕산시장 (4, 9일)",32406
262,전라남도 여수시 소라면 하세동길 9-1,(소라면),38,A04,A0401,A04010100,132070,38,20021204000000,http://tong.visitkorea.or.kr/cms/resource/32/1971632_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/1971632_image3_1.jpg,127.6319535832,34.7980874352,6.0,20190214174843,13712,13,061-659-1060,"덕양장 (3, 8일)",59649
263,경기도 고양시 일산서구 탄중로101번길 13,(덕이동),31,A04,A0401,A04010600,1314565,38,20110622185911,http://tong.visitkorea.or.kr/cms/resource/16/1787116_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/1787116_image3_1.jpg,126.7557655552,37.6930299906,6.0,20190201145526,21350,2,1899-6841,덕이동 로데오거리,10236
264,강원도 영월군 영월읍 덕포시장길 46,(영월읍),32,A04,A0401,A04010100,131999,38,20031209000000,,,128.4789881571,37.1821152597,6.0,20180530092928,11761,8,033-370-2700,"덕포장 (4, 9일)",26229
265,경기도 하남시 수리북로 22,,31,A04,A0401,A04010100,132364,38,20020417000000,,,127.2029068560,37.5415306402,6.0,20180312171600,13879,30,031-790-6605,"덕풍5일장 (4, 9일)",12969
266,서울특별시 마포구 양화로 175,(동교동),1,A04,A0401,A04010600,988101,38,20100329145043,http://tong.visitkorea.or.kr/cms/resource/95/995295_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/995295_image3_1.jpg,126.9243428732,37.5577404093,6.0,20180302165916,7427,13,02-3144-2533,도로시,03994
267,경상북도 안동시 도산면 온혜리 566-1,,35,A04,A0401,A04010100,132113,38,20020419000000,http://tong.visitkorea.or.kr/cms/resource/99/1979299_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1979299_image3_1.jpg,128.8324499462,36.7476134675,6.0,20190219165724,10604,11,054-856-1301,"도산장 / 온혜장 (5, 10일)",36604
268,충청북도 충주시 연원5길 26,(연수동),33,A04,A0401,A04010700,132571,38,20040129000000,http://tong.visitkorea.or.kr/cms/resource/07/1959807_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1959807_image3_1.jpg,127.9313236403,36.9835584314,6.0,20190128155018,9687,11,043-854-0049,도예공방 필,27349
269,전라남도 영암군 학산면 독천1길 5,,38,A04,A0401,A04010100,132073,38,20021121000000,http://tong.visitkorea.or.kr/cms/resource/40/1971640_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1971640_image3_1.jpg,126.5673295078,34.7244638485,6.0,20181025180908,10324,17,061-470-2609,"독천장(4, 9일)",58439
270,전라남도 여수시 돌산읍 두문포길 6,,38,A04,A0401,A04010900,1343021,38,20110727144711,,,127.7874662114,34.6402522405,6.0,20180228131152,18086,13,"061-644-0636, 9",돌산갓 영농조합법인,59775
271,서울특별시 종로구 인사동길 35,,1,A04,A0401,A04010600,985227,38,20100324174100,http://tong.visitkorea.or.kr/cms/resource/44/1010544_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1010544_image3_1.jpg,126.9853590851,37.5735896609,6.0,20190313165504,18043,23,02-737-2232,돌실나이 (인사점),03149
272,경상북도 청도군 금천면 금천로 41-2,,35,A04,A0401,A04010100,132360,38,20040223000000,http://tong.visitkorea.or.kr/cms/resource/64/1968964_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1968964_image3_1.jpg,128.8910083209,35.6920816747,6.0,20190213140133,4279,20,054-370-2235,"동곡장 (1, 6일)",38362
273,서울특별시 종로구 종로 266,(종로6가),1,A04,A0401,A04010600,132200,38,20031117000000,http://tong.visitkorea.or.kr/cms/resource/57/710257_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/710257_image3_1.jpg,127.0073016112,37.5707042791,6.0,20181115151710,55630,23,02-2262-0114,동대문 종합시장·동대문 쇼핑타운,03198
274,서울특별시 종로구 종로 266,(종로6가),1,A04,A0401,A04010600,1013559,38,20100503152251,http://tong.visitkorea.or.kr/cms/resource/86/1015186_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1015186_image3_1.jpg,127.0088792547,37.5703710128,6.0,20181121103320,77507,23,02-2262-0114,동대문종합시장 악세사리상가,03198
275,서울특별시 종로구 종로 266,(종로6가),1,A04,A0401,A04010600,1013584,38,20100503152830,http://tong.visitkorea.or.kr/cms/resource/19/1015219_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1015219_image3_1.jpg,127.0088792547,37.5703710128,6.0,20181121103213,27333,23,02-2262-0114,동대문종합시장 한복상가,03198
276,경기도 동두천시 중앙로285번길 9,(생연동),31,A04,A0401,A04010200,132744,38,20070212000000,http://tong.visitkorea.or.kr/cms/resource/47/1956047_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1956047_image3_1.jpg,127.0537099742,37.9068854196,6.0,20190104101039,16538,10,031-861-6938,동두천 중앙시장,11328
277,부산광역시 동래구 동래시장길 14,(복천동),6,A04,A0401,A04010200,1608737,38,20120420152359,,,129.0859603615,35.2038262977,6.0,20181121104906,8979,6,051-552-1651,동래시장,47810
278,경상북도 칠곡군 동명면 금암4길 2,,35,A04,A0401,A04010100,132121,38,20021125000000,http://tong.visitkorea.or.kr/cms/resource/73/1968973_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1968973_image3_1.jpg,128.5538631860,35.9831008482,6.0,20190207172756,9478,22,"칠곡군청 : 054-979-6522<br />
동명면사무소 : 054-979-5395","동명장 (4, 9일)",39859
279,제주특별자치도 제주시 관덕로14길 20,(이도일동),39,A04,A0401,A04010200,1013246,38,20100503104230,http://tong.visitkorea.or.kr/cms/resource/57/1032257_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1032257_image3_1.jpg,126.5260587646,33.5115624162,6.0,20190118140820,7577,4,,동문재래시장,63192
280,전라남도 여수시 오동도로 238-32,(수정동),38,A04,A0401,A04010900,1343107,38,20110727154615,,,127.7675541924,34.7444791215,6.0,20190128143135,17523,13,061-681-2107,동박새꿈정원,59723
281,부산광역시 부산진구 중앙대로 704,(부전동),6,A04,A0401,A04010600,132506,38,20031201000000,http://tong.visitkorea.or.kr/cms/resource/95/1982195_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/1982195_image3_1.jpg,129.0595973128,35.1555117782,6.0,20181115145650,10577,7,051-803-0009,동보프라자,47291
282,전라남도 화순군 동복면 동복시장길 19,,38,A04,A0401,A04010100,132094,38,20040227000000,,,127.1298102097,35.0726979531,6.0,20181018143909,9677,24,061-379-5110,"동복장 / 동복재래시장 (2, 7일)",58102
283,제주특별자치도 서귀포시 성산읍 서성일로 1007,,39,A04,A0401,A04010600,1890343,38,20140129133236,,,126.8862290743,33.4429313439,6.0,20190221150903,2058,3,064-782-4488,동부농원,63630
284,강원도 철원군 동송읍 이평로47번길 21,,32,A04,A0401,A04010100,132270,38,20040227000000,,,127.2192082115,38.2087753996,6.0,20180313171841,13012,12,전통시장상인회 : 033-455-6262,"동송장 / 동송시장 (5,10일)",24015
285,대구광역시 중구 경상감영길 171,(동문동),4,A04,A0401,A04010300,132680,38,20061110000000,http://tong.visitkorea.or.kr/cms/resource/80/1970180_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1970180_image3_1.jpg,128.5967208293,35.8723447434,6.0,20181119110550,26683,8,053-429-4385,동아아울렛 (본점),41912
286,서울특별시 서초구 효령로 237,,1,A04,A0401,A04010700,132577,38,20040213000000,http://tong.visitkorea.or.kr/cms/resource/23/1920623_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1920623_image3_1.jpg,127.0099815942,37.4841782669,6.0,20191226165111,11590,15,02-523-7600∼1,동양 국악기제작소,06671
287,서울특별시 서초구 효령로 237,,1,A04,A0401,A04010600,132224,38,20031117000000,,,127.0099815942,37.4841782669,6.0,20190219143115,16796,1,02-523-7600,동양국악기,06671
288,서울특별시 마포구 성미산로 198,(연남동),1,A04,A0401,A04010200,2034110,38,20151019093954,http://tong.visitkorea.or.kr/cms/resource/70/2033870_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2033870_image3_1.jpg,126.9267758541,37.5623482501,6.0,20190927113918,8534,13,02-325-9559,동진시장,03982
289,강원도 동해시 중앙시장길 12,,32,A04,A0401,A04010200,132776,38,20070502000000,http://tong.visitkorea.or.kr/cms/resource/99/1163199_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1163199_image3_1.jpg,129.1085233318,37.5510765432,6.0,20180306151838,12954,3,033-532-3889,동쪽바다중앙시장,25715
290,경상북도 포항시 남구 중앙로134번길 27,,35,A04,A0401,A04010200,1339125,38,20110722155241,http://tong.visitkorea.or.kr/cms/resource/78/1968978_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1968978_image3_1.jpg,129.3709567383,36.0258252363,6.0,20181017171447,9990,23,054-272-3489,동해 종합시장,37791
291,서울특별시 종로구 세종대로 149,(세종로),1,A04,A0401,A04010400,132178,38,20030519000000,http://tong.visitkorea.or.kr/cms/resource/41/2589341_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2589341_image2_1.jpg,126.9761378170,37.5695871827,6.0,20190820113320,14066,23,02-399-3270,동화면세점,03186
292,전라남도 무안군 몽탄면 신창길 4-3,,38,A04,A0401,A04010700,132472,38,20040216000000,http://tong.visitkorea.or.kr/cms/resource/41/1971641_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1971641_image3_1.jpg,126.5063719360,34.9149997225,6.0,20190212154214,9985,9,061-453-6788,두리토방(몽평요),58549
293,경상남도 거창군 거창읍 밤티재로 1273-26,,36,A04,A0401,A04010700,132482,38,20040217000000,,,127.9297602079,35.6694361630,6.0,20191030160803,13651,2,055-943-7956,두부자공방,50147
294,서울특별시 중구 장충단로 275,,1,A04,A0401,A04010600,273756,38,20080530150622,,,127.0087681967,37.5688767395,6.0,20180306161649,15861,24,대표번호 02-3398-2386,두산타워 (doota),04563
295,서울특별시 중구 장충단로 275,,1,A04,A0401,A04010400,2495482,38,20170608143651,http://tong.visitkorea.or.kr/cms/resource/79/2495479_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2495479_image2_1.jpg,127.0087681967,37.5688767395,6.0,20180305160713,4273,24,1833-8800,두타면세점,04563
296,대전광역시 서구 도산로403번길 21,,3,A04,A0401,A04010600,1623725,38,20120507103729,http://tong.visitkorea.or.kr/cms/resource/58/1585658_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1585658_image3_1.jpg,127.3937786355,36.3401141826,6.0,20180309170036,23207,3,"042-534-4225, 526-8470",둔산전자타운,35264
297,서울특별시 중구 명동8가길 43,(충무로2가),1,A04,A0401,A04010600,1886436,38,20140117133048,,,126.9874258936,37.5619382738,6.0,20190313163703,3354,24,070-7720-6636,드림코스메(DREAMCOSME),04537
298,서울특별시 강남구 언주로172길 15,(신사동),1,A04,A0401,A04010600,1288095,38,20110526135509,http://tong.visitkorea.or.kr/cms/resource/76/2544976_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2544976_image2_1.jpg,127.0351669551,37.5278375378,6.0,20180427095517,65296,1,02-544-2793,디아프바인,06017
299,서울특별시 종로구 종로3길 17,(청진동),1,A04,A0401,A04010600,2505619,38,20170905135428,http://tong.visitkorea.or.kr/cms/resource/17/2505617_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2505617_image2_1.jpg,126.9788930814,37.5709815145,6.0,20180504172348,5400,23,,디타워 (replace 광화문),03155
